index	text	gold_answer	slice	llm_answer	llm_explanation
20	On the issue of the faultiness of the designed house, the drawing the witness made on the stand during testimony.	No	Statement made in-court	No	A drawing made by the witness on the stand during testimony is not an out-of-court statement; it is created in court as part of the witness's live testimony. Therefore, it does not fall under the hearsay rule because it is not an out-of-court statement being offered for the truth of the matter asserted.
21	On the issue of which of the defendants was responsible for driving the get-away car, the fact that the witness on the stand turned and pointed to the man in the blue suit.	No	Statement made in-court	No	The witness's act of pointing to the man in the blue suit is not an out-of-court statement; it is conduct occurring in court. Furthermore, the act of identification is not being offered for the truth of any assertion made out of court, but rather as direct evidence of identification. Therefore, it does not fall under the hearsay rule.
22	On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual.	No	Statement made in-court	No	Jim's statement about his belief regarding Ana's honesty is not an out-of-court statement being offered to prove the truth of the matter asserted. Instead, it is Jim's in-court testimony about his own opinion or belief, which is relevant to his credibility assessment of Ana, not to prove whether Ana actually lied.
23	On the issue of whether Daniel drove negligently, the fact that Daniel testified during the trial that he told his wife he was tired before driving into a tree.	No	Statement made in-court	Yes	Daniel's statement to his wife that he was tired is an out-of-court statement being introduced to prove the truth of the matter asserted—that Daniel was, in fact, tired before the accident. Since it is being offered for its truth and was made outside of court, it qualifies as hearsay.
24	On the issue of whether Carl had knowledge of Amy's intentions, Carl told the questioning attorney on redirect examination that he knew Amy's intentions.	No	Statement made in-court	Yes	Carl's statement on the stand that he knew Amy's intentions is an out-of-court statement (his prior knowledge) being introduced to prove the truth of the matter asserted—that Carl actually had knowledge of Amy's intentions. Since it is being offered to prove that Carl had such knowledge, it falls within the definition of hearsay.
25	"On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."""	No	Statement made in-court	No	Nancy's statement in court is not hearsay because it is not an out-of-court statement; it is made by the declarant (Nancy) while testifying at the current trial or hearing. Hearsay only applies to statements made outside of the present court proceeding.
26	During the trial, Mark nodded when asked if it was him who vandalized Emily's garage.	No	Statement made in-court	Yes	Mark's nod in response to the question about vandalizing Emily's garage is a nonverbal, out-of-court assertion intended as a substitute for verbal testimony. If this nod is introduced to prove that Mark was the one who vandalized the garage, it constitutes hearsay because it is an out-of-court statement offered for the truth of the matter asserted.
27	On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before.	No	Statement made in-court	No	James's testimony about his own actions and statements (that he was on vacation and last spoke to Emily the week before) is not hearsay because he is testifying from his own personal knowledge. He is not repeating an out-of-court statement made by someone else to prove the truth of the matter asserted.
28	"On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines worked."""	No	Statement made in-court	No	Will's statement that 'he didn't know the first thing about how medicines worked' is not being offered to prove the truth of the matter asserted (that he lacks knowledge about medicines), but rather to show his state of mind or knowledge regarding the company's drug trials. Therefore, it is not hearsay.
29	On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty.	No	Statement made in-court	Yes	Alex's statement that he believed the defendant was guilty is an out-of-court statement being introduced to prove the truth of the matter asserted—namely, the defendant's guilt. Therefore, it falls within the definition of hearsay.
30	When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use. 	No	Statement made in-court	No	Andrew's act of pointing out escape routes on the floorplans during trial is not an out-of-court statement; it is conduct occurring in court. The act is not being introduced to prove the truth of a prior assertion made outside of court, but rather as direct evidence of Andrew's knowledge or involvement. Therefore, it does not fall under the hearsay rule.
31	"When asked if he was remorseful by his attorney, Adam testified that ""he regretted his actions."""	No	Statement made in-court	Yes	Adam's statement that 'he regretted his actions' is an out-of-court statement being introduced to prove the truth of the matter asserted—namely, that Adam was remorseful. Since it is being offered to show his state of mind at the relevant time, it qualifies as hearsay unless an exception applies.
32	On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell.	No	Statement made in-court	No	Margaret's testimony that she thought Donna was unwell is not an out-of-court statement being offered for the truth of the matter asserted. Instead, it is Margaret's own in-court opinion or perception, not a repetition of Donna's own statement or someone else's statement about Donna's health.
33	On the issue of the sanity of Deborah, the fact that Deborah told her friend that she is completely sane.	Yes	Standard hearsay	Yes	Deborah's statement to her friend that she is completely sane is an out-of-court statement being introduced to prove the truth of the matter asserted—namely, that Deborah is sane. Therefore, it falls within the definition of hearsay.
34	On the issue of whether Joshua's friend was attacked by Ashley, the fact that Joshua's friend told Joshua that he was just attacked by Ashley.	Yes	Standard hearsay	Yes	Joshua's friend's statement to Joshua that he was just attacked by Ashley is an out-of-court statement being offered to prove the truth of the matter asserted (that Ashley attacked him). This fits the definition of hearsay under the rule, as it is not made during the current proceeding and is used to prove the fact of the attack.
35	To prove that Tom was in town, a witness testifies that her friend Susan told her Tom was in town.	Yes	Standard hearsay	Yes	The witness is testifying to an out-of-court statement made by Susan ('Tom was in town') to prove the truth of the matter asserted, namely that Tom was in town. This fits the definition of hearsay because the statement is being offered for its truth and was not made during the current proceeding.
36	To prove that Shirley committed fraud, the fact that she told her neighbor she was planning on tricking the defendant by selling them a fake handbag.	Yes	Standard hearsay	Yes	Shirley's statement to her neighbor about planning to trick the defendant is an out-of-court statement being introduced to prove the truth of the matter asserted—that she intended to commit fraud. Because it is being offered for its truth, it qualifies as hearsay.
37	To prove that Stephen drove his car through a stoplight, the fact that Stephen told his wife on the phone that he was not paying attention to the road.	Yes	Standard hearsay	Yes	Stephen's statement to his wife that he was not paying attention to the road is an out-of-court statement. It is being introduced to prove the truth of the matter asserted—that Stephen was not paying attention, which supports the claim that he drove through a stoplight. Therefore, it is hearsay.
38	"On the issue of whether Henry negligently hit Kelly with his car, Kelly's statement, ""a witness told me after the crash that Henry was on his cell phone while driving."""	Yes	Standard hearsay	Yes	Kelly's statement relays what an out-of-court witness allegedly said about Henry being on his cell phone while driving. It is being introduced to prove the truth of the matter asserted (that Henry was on his cell phone), making it hearsay.
39	On the issue of whether Sean knew he was going to die, the fact that he called his lawyer wanting to make final changes to his will.	Yes	Standard hearsay	No	Sean's act of calling his lawyer to make final changes to his will is not an out-of-court statement being offered for the truth of the matter asserted. Instead, it is circumstantial evidence of his state of mind (knowledge or belief about impending death), not a statement introduced to prove the truth of its contents.
40	To prove that Alice was planning a robbery, the fact that she told Bob she was researching escape routes.	Yes	Standard hearsay	Yes	Alice's statement to Bob that she was researching escape routes is an out-of-court statement being introduced to prove the truth of the matter asserted—that Alice was planning a robbery. Since the statement is being used to show Alice's intent or plan, it qualifies as hearsay under the rule.
41	To prove that Bruce committed medical malpractice, the fact that he told a nurse after the surgery that he thought he made a mistake.	Yes	Standard hearsay	Yes	Bruce's statement to the nurse that he thought he made a mistake is an out-of-court statement being introduced to prove the truth of the matter asserted—that Bruce made a mistake during surgery. This fits the definition of hearsay under the rule provided.
42	To prove that Alice suffered reputational harm, the fact that people were telling Bob that they had heard bad things about Alice.	Yes	Standard hearsay	Yes	The statement 'people were telling Bob that they had heard bad things about Alice' is an out-of-court statement being introduced to prove the truth of the matter asserted—that bad things were said about Alice, which allegedly caused reputational harm. This fits the definition of hearsay because it relies on what others said outside of court to establish a fact in issue.
43	To prove that the Denise and Tom were married, the fact that Amber sent them a card congratulating them on their wedding.	Yes	Standard hearsay	No	The card sent by Amber is not being introduced to prove the truth of any statement Amber made, but rather as circumstantial evidence that Denise and Tom were married. The act of sending a congratulatory card is not an assertion of their marital status, but rather evidence of Amber's belief or knowledge, which is not hearsay.
44	To prove that Alex owned a red car, the fact that she sent an email to her mother explaining how she was planning on purchasing a red car.	Yes	Standard hearsay	Yes	The email is an out-of-court statement made by Alex, and it is being introduced to prove the truth of the matter asserted—that Alex owned a red car. Since the statement is being used to show that Alex actually owned a red car, it falls under the definition of hearsay.
45	On the issue of whether the accident was a result of negligence, a bystander's exclamation that driver was looking down at their phone while driving.	Yes	Standard hearsay	Yes	The bystander's exclamation is an out-of-court statement being introduced to prove the truth of the matter asserted—that the driver was looking down at their phone while driving, which is relevant to the issue of negligence. Since it is being offered for its truth, it qualifies as hearsay.
46	"On the issue of whether Henry committed insider trading, Alice's statement to Bob that Henry told her he had a ""great tip about what a certain stock was going to do."" "	Yes	Standard hearsay	Yes	Alice's statement to Bob is an out-of-court statement being introduced to prove the truth of the matter asserted—that Henry had insider information about a stock. The statement is being used to show that Henry had a 'great tip,' which is relevant to whether he committed insider trading. Therefore, it qualifies as hearsay under the rule.
47	On the issue of whether Jane knew that Arthur was having an affair, the fact that Bob told Jane he suspected Arthur was up to something.	No	Not introduced to prove truth	No	The statement is not being introduced to prove the truth of the matter asserted (that Arthur was up to something), but rather to show that Jane received information that could affect her knowledge or state of mind. Therefore, it is not hearsay because it is not offered for the truth of Bob's suspicion, but to establish Jane's awareness.
48	On the issue of whether Mary was Tom's mother, the fact that Albert told Mary that Tom looked like her.	Yes	Standard hearsay	Yes	Albert's statement to Mary that Tom looked like her is an out-of-court statement being introduced to prove the truth of the matter asserted—that Mary was Tom's mother (i.e., that there is a resemblance suggesting a maternal relationship). Since the statement is being used to prove the truth of what was asserted, it qualifies as hearsay.
49	Alex is being sued for breach of contract relating to a delay in the shipment of mangos. To prove that the shipment was delayed, a witness for the plaintiffs testifies that he heard Alex complain about not being able to deliver the mangos in time. 	Yes	Standard hearsay	Yes	The witness is testifying about an out-of-court statement made by Alex ('complain about not being able to deliver the mangos in time') to prove the truth of the matter asserted—that the shipment was delayed. This fits the definition of hearsay because the statement is being introduced to show that the delay actually occurred.
50	Alex is being prosecuted for participation in a criminal conspiracy. To prove that Alex participated in the conspiracy, the prosecution's witness testifies that she heard Alex making plans to meet with his co-conspirators.	Yes	Standard hearsay	No	The witness is testifying that she heard Alex making plans, which is evidence of Alex's own statements and actions. Statements made by a party (here, Alex) and offered against that party are considered admissions by a party-opponent and are not hearsay under the Federal Rules of Evidence. Additionally, statements made in furtherance of a conspiracy can also be admissible under the co-conspirator exception.
51	Dave is being sued by Taylor Swift for copyright infringement. To prove that Dave had listened to Taylor Swift, the plaintiffs introduced evidence of Dave telling his friend that his favorite artist was Taylor Swift.	Yes	Standard hearsay	Yes	Dave's out-of-court statement that his favorite artist was Taylor Swift is being introduced to prove the truth of the matter asserted—that Dave had listened to Taylor Swift. Since the statement is offered for its truth and was made outside of court, it qualifies as hearsay.
52	Angela is suing Harold for defamation. To prove that Harold knowingly spread falsehoods about her, Angela introduces evidence of Harold admitting to his friend that his statements about Angela were all lies.	Yes	Standard hearsay	Yes	Harold's out-of-court admission to his friend is being introduced to prove the truth of the matter asserted—that Harold knew his statements about Angela were false. Since it is an out-of-court statement offered for its truth, it is hearsay, although it may qualify for an exception as a party admission.
53	Joe is being prosecuted for illegally transporting turtle eggs under an animal trafficking statute. To prove that Joe owned the duffel bag in which contained the turtle eggs, the prosecution introduces evidence of Joe asking a store-owner if they carried any duffel bags.	No	Not introduced to prove truth	No	Joe's question to the store-owner about whether they carried any duffel bags is not being introduced to prove the truth of the matter asserted (i.e., that the store carries duffel bags), but rather to show circumstantially that Joe had an interest in acquiring a duffel bag. This is not hearsay because it is not offered for the truth of the statement, but to link Joe to the duffel bag found with the turtle eggs.
54	"Corporation A decides to sue Corporation B for stealing trade secrets. To prove that B did it, lawyers for A introduce as evidence a statement made by B's CEO to one of his friends that B ""would soon have the ability to compete with A."" "	Yes	Standard hearsay	Yes	The statement by B's CEO to his friend is an out-of-court statement being introduced to prove the truth of the matter asserted—that B would soon have the ability to compete with A, which is relevant to the allegation of stealing trade secrets. Since it is being used to show that B had or would have the capability (implying possible wrongdoing), it qualifies as hearsay.
55	Kim is sued by Jim for medical malpractice. To prove that Kim was a bad doctor, Jim introduces evidence that Kim told her friend that she cheated on all her medical school exams.	Yes	Standard hearsay	Yes	Kim's statement to her friend that she cheated on all her medical school exams is an out-of-court statement being introduced to prove the truth of the matter asserted—that Kim actually cheated. This fits the definition of hearsay because it is being used to show that Kim was a bad doctor by proving she cheated on her exams.
56	"To prove that Albert likes ice cream, the prosecution introduces evidence that Albert told Jim that ""he wanted an ice cream."""	Yes	Standard hearsay	Yes	Albert's statement to Jim that 'he wanted an ice cream' is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Albert likes ice cream. This fits the definition of hearsay because it is being used to show Albert's preference for ice cream based on his own words.
57	To prove that Jose liked red Ferraris, the defense introduces testimony from Tracy discussing how Jose told her that his favorite color is red and his favorite car is a Ferrari.	Yes	Standard hearsay	Yes	Tracy's testimony recounts an out-of-court statement made by Jose about his preferences for red and Ferraris. The statement is being introduced to prove the truth of the matter asserted—that Jose liked red Ferraris. Therefore, it qualifies as hearsay under the hearsay rule.
58	"To prove that Michael was in charge of the group, the plaintiffs introduce evidence of Michael stating, ""I am the boss here."""	Yes	Standard hearsay	No	The statement 'I am the boss here' is not being introduced to prove the truth of the matter asserted (that Michael is actually the boss), but rather to show that Michael held himself out as being in charge. This is evidence of Michael's conduct or state of mind, not for the truth of the statement itself, so it is not hearsay.
59	On the issue of whether Sandy knew that the cash belonged to Michael, Amy testifies that Sandy told her he thought he had Michael's cash.	Yes	Standard hearsay	Yes	Amy is testifying to an out-of-court statement made by Sandy ('he thought he had Michael's cash') to prove the truth of the matter asserted—that Sandy knew the cash belonged to Michael. This fits the definition of hearsay because it is being offered to show Sandy's knowledge of the ownership of the cash.
60	On the issue of whether the brakes were faulty, Amy testifies that she heard Arthur claim that he thought something was wrong with the car.	Yes	Standard hearsay	Yes	Arthur's out-of-court statement that he thought something was wrong with the car is being introduced to prove the truth of the matter asserted—that the brakes were faulty. This fits the definition of hearsay because it is an out-of-court statement offered for its truth.
61	To prove that the CEO knew of the fraudulent activities occuring, an email he sent his acknowledging his awareness of the conduct.	Yes	Non-verbal hearsay	Yes	The email sent by the CEO is an out-of-court statement being introduced to prove the truth of the matter asserted—namely, that the CEO was aware of the fraudulent activities. This fits the definition of hearsay because it is being used to show the CEO's knowledge at the relevant time.
62	On the issue of whether the defendant knew he was trespassing, the fact that he shook his head when asked by a passing security guard about whether he knew he was on private property.	Yes	Non-verbal hearsay	Yes	The defendant's head shake is a nonverbal assertion intended as a substitute for a verbal statement (i.e., 'No, I did not know I was on private property'). If this gesture is introduced to prove the truth of the matter asserted (that the defendant did not know he was trespassing), it constitutes hearsay under the rule.
63	To prove that the insured under a life policy is dead, his wife offers a death certificate.	Yes	Non-verbal hearsay	Yes	A death certificate is an out-of-court statement made by a third party (typically a government official or medical examiner) asserting that the insured is dead. When offered to prove the truth of the matter asserted—that the insured is in fact dead—it constitutes hearsay under the rule.
64	On the issue of which car was responsible for the hit and run, the fact that a bystander turned and pointed to a blue sedan.	Yes	Non-verbal hearsay	Yes	The bystander's act of turning and pointing to a blue sedan is considered a nonverbal assertive conduct intended to communicate which car was responsible for the hit and run. When this act is introduced to prove the truth of the matter asserted (i.e., that the blue sedan was responsible), it constitutes hearsay under the rule.
65	To prove that the defendant was present at the scene of the crime, a forensics report describing traces of the defendant's DNA that was found by investigators.	Yes	Non-verbal hearsay	No	A forensics report describing traces of the defendant's DNA is not an out-of-court statement offered to prove the truth of the matter asserted; rather, it is a scientific analysis and record of physical evidence. The report itself is not hearsay because it is not a statement made by a person, but rather a result of a scientific process.
66	To prove that the student was a terrible student, the mid-term report written by his teacher.	Yes	Non-verbal hearsay	Yes	The mid-term report is an out-of-court statement made by the teacher. If it is being introduced to prove the truth of the matter asserted—that the student was a terrible student—it constitutes hearsay under the rule.
67	On the issue of whether Albert visited the garage sale, the fact that Tom wrote in an email to Mary that he saw Albert at the garage sale.	Yes	Non-verbal hearsay	Yes	Tom's email to Mary is an out-of-court statement being introduced to prove the truth of the matter asserted—that Tom saw Albert at the garage sale. Since it is being offered to show that Albert was present at the garage sale, it qualifies as hearsay under the rule.
68	On the issue of whether Albert supported environmental reform, the fact that his car has many stickers with environmental slogans.	Yes	Non-verbal hearsay	No	The presence of environmental slogan stickers on Albert's car is not an out-of-court statement; it is physical evidence. It is not a verbal or written assertion made by a person, but rather circumstantial evidence of Albert's support for environmental reform. Therefore, it does not fall under the hearsay rule.
69	On the issue of whether Albert bought a knife, Angela testified that he shook his head when she asked him.	Yes	Non-verbal hearsay	Yes	Albert's head shake is a nonverbal assertion intended as a substitute for a verbal statement (likely meaning 'no, I did not buy a knife'). Angela is testifying to this out-of-court nonverbal statement to prove the truth of the matter asserted (whether Albert bought a knife). Therefore, it qualifies as hearsay.
70	On the issue of Albert's wellbeing after the accident, Angela testified that he gave a thumbs up when asked how he was feeling.	Yes	Non-verbal hearsay	Yes	Albert's thumbs up in response to a question about how he was feeling is a nonverbal assertion intended to communicate that he was okay. Since this nonverbal conduct is being introduced to prove the truth of the matter asserted (Albert's wellbeing), it qualifies as hearsay under the rule.
71	Albert is being sued by Tim for breach of contract. The issue is whether Albert knew at the time signing the contract that he had no intention of following through. Tim's lawyers introduce an email Albert wrote to his friend saying he wasn't planning on honoring the contract with Tim.	Yes	Non-verbal hearsay	Yes	The email is an out-of-court statement made by Albert, and it is being introduced to prove the truth of the matter asserted—that Albert did not intend to honor the contract with Tim. Since the statement is being used to show Albert's intent at the time of signing, it falls within the definition of hearsay.
72	On the issue of whether factory management had underpaid its workers, the fact that workers carried signs during a protest demanding equitable compensation.	No	Not introduced to prove truth	Yes	The workers' signs are out-of-court statements asserting that they are not being paid equitably. If these signs are introduced to prove the truth of the matter asserted—that the workers were underpaid—they constitute hearsay under the rule. The signs are being used as evidence of the alleged underpayment, not merely to show that a protest occurred.
73	On the issue of whether Albert liked Taylor Swift, a social media post written by Albert describing Taylor as his favorite artist.	Yes	Non-verbal hearsay	No	The social media post is being introduced to show Albert's state of mind—specifically, his liking for Taylor Swift—rather than to prove the truth of any factual assertion. Statements of a person's state of mind are generally not considered hearsay when offered to show that state of mind itself.
74	On the issue of whether Tom identified the suspect at the scene of the crime, the fact that he pointed at the defendant.	No	Not introduced to prove truth	No	Tom's act of pointing at the defendant is nonverbal conduct intended as an identification, not a verbal statement. Under the hearsay rule, nonverbal conduct is only hearsay if it is intended as an assertion; here, it is offered to show identification, not to prove the truth of a verbal assertion. Therefore, it is not hearsay.
75	On the issue of the sanity of Bobby, the fact that Bobby told a friend that she believed she was Santa Clause.	Yes	Standard hearsay	Yes	Bobby's statement to her friend that she believed she was Santa Clause is an out-of-court statement being introduced to prove the truth of the matter asserted—that Bobby actually believed she was Santa Clause. Therefore, it is hearsay under the rule.
76	On the issue of whether Vincent was provoked by Roy, the fact that Vincent was told by his friend that he had just been attacked by Roy.	No	Not introduced to prove truth	Yes	The friend's statement to Vincent that he had just been attacked by Roy is an out-of-court statement being introduced to prove the truth of the matter asserted—that Roy attacked the friend. Therefore, it is hearsay under the rule.
77	On the issue of whether Kayla knew she was ill, the fact that Philip told him she was unwell.	No	Not introduced to prove truth	Yes	Philip's statement that Kayla was unwell is an out-of-court statement being introduced to prove the truth of the matter asserted—that Kayla was unwell. Since it is being used to show Kayla's knowledge of her illness, it falls under the hearsay rule.
78	"On the issue of damage to Mason's reputation as a sober individual, Lori's public statement, ""I have never seen Mason drink."""	No	Not introduced to prove truth	Yes	Lori's public statement, 'I have never seen Mason drink,' is an out-of-court statement being introduced to prove the truth of the matter asserted—that Mason does not drink. Since it is being used to show the state of Mason's reputation as a sober individual, it qualifies as hearsay under the rule.
79	"On the issue of whether Gerald was alive immediately after being attacked by Kathryn, Gerald's statement, ""I was attacked by Kathryn."""	No	Not introduced to prove truth	Yes	Gerald's statement, 'I was attacked by Kathryn,' is an out-of-court statement offered to prove the truth of the matter asserted—that Kathryn attacked Gerald. Therefore, it falls under the definition of hearsay.
80	"On issue of Dylan's ill feeling toward Andrew, Dylan's statement, ""Andrew is a liar and a hypocrite."""	No	Not introduced to prove truth	No	Dylan's statement, 'Andrew is a liar and a hypocrite,' is not being introduced to prove the truth of whether Andrew is actually a liar or a hypocrite. Instead, it is being offered to show Dylan's ill feeling or animus toward Andrew. Therefore, it is not hearsay.
81	"On the issue of whether Ann and Austin had a discussion, Ann's statement to Austin, ""I will sell my car to you for a cost."""	No	Not introduced to prove truth	No	The statement is being introduced to show that a discussion occurred between Ann and Austin, not to prove the truth of the matter asserted in the statement (that Ann will sell her car for a cost). Statements offered to show that words were spoken, rather than for their truth, are not hearsay.
82	"On the issue of whether Patty knew Dave, the prosecution introduces evidence that Patty told Arthur, ""Dave is really dishonest."""	No	Not introduced to prove truth	No	The statement is not being introduced to prove the truth of the matter asserted (that Dave is really dishonest), but rather to show that Patty knew Dave. The statement is offered as circumstantial evidence of Patty's knowledge of Dave, not for the truth of Dave's dishonesty.
83	To prove that Arthur knew English, the fact that Arthur told Bill (in English) that he thought Mary robbed the bank.	No	Not introduced to prove truth	No	The statement is not being introduced to prove that Mary robbed the bank (the truth of the matter asserted), but rather to show that Arthur was capable of speaking English. Therefore, it is not hearsay because it is offered to prove Arthur's knowledge of English, not the content of his statement.
84	To prove that Arthur had notice that a bank robbery was being planned, the fact that Arthur told Mary that he heard a bank robbery was going to happen.	Yes	Standard hearsay	No	The statement is not being introduced to prove that a bank robbery was actually going to happen, but rather to show that Arthur had notice or knowledge of the plan. When a statement is offered to show its effect on the listener (Arthur's notice), and not for the truth of the matter asserted, it is not hearsay.
85	To prove that Mary was at the mall on January 2nd, a mall employee testifies that on January 2nd, Mary told him she was planning on purchasing several diamonds.	No	Not introduced to prove truth	Yes	The mall employee is testifying to an out-of-court statement made by Mary ('she was planning on purchasing several diamonds') to prove the truth of the matter asserted—that Mary was at the mall on January 2nd. This fits the definition of hearsay because the statement is being offered to establish Mary's presence at the mall.
