index	text	gold_answer	slice	llm_answer	llm_explanation
22	On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual.	No	Statement made in-court	No	Jim's statement on cross-examination is not hearsay because it is his own statement, not an out-of-court statement being introduced to prove the truth of the matter asserted. Hearsay involves introducing someone else's out-of-court statement to prove the truth of what was said, whereas here, Jim is directly expressing his belief about Ana's honesty.
23	On the issue of whether Daniel drove negligently, the fact that Daniel testified during the trial that he told his wife he was tired before driving into a tree.	No	Statement made in-court	No	Daniel's testimony about what he told his wife is not hearsay because it is his own statement being offered by him in court. Hearsay involves an out-of-court statement made by someone other than the testifying witness, introduced to prove the truth of the matter asserted. Here, Daniel is testifying about his own statement, so it does not fall under the definition of hearsay.
24	On the issue of whether Carl had knowledge of Amy's intentions, Carl told the questioning attorney on redirect examination that he knew Amy's intentions.	No	Statement made in-court	No	Carl's statement to the attorney on redirect examination is not hearsay because it is a statement made by a party-opponent. In legal terms, statements made by a party to the case, when offered against that party, are not considered hearsay. Therefore, Carl's statement about his knowledge of Amy's intentions is admissible as it is his own statement.
25	"On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."""	No	Statement made in-court	No	Nancy's statement in court, 'I was attacked by Sandra,' is not hearsay because it is a statement made by the declarant (Nancy) while testifying at the trial or hearing. Hearsay involves out-of-court statements introduced to prove the truth of the matter asserted, but Nancy's in-court statement is not considered hearsay as it is being offered by the declarant herself.
26	During the trial, Mark nodded when asked if it was him who vandalized Emily's garage.	No	Statement made in-court	No	Mark's nod in response to the question during the trial is a non-verbal conduct intended as an assertion, which can be considered an admission by a party-opponent. As such, it is not hearsay because it is a statement made by the party himself in the course of the trial.
27	On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before.	No	Statement made in-court	No	James's testimony about his own actions and observations is not hearsay because it is a statement made by a party-opponent. Hearsay involves out-of-court statements offered to prove the truth of the matter asserted, but here, James is testifying about his own experiences and actions, which are not considered hearsay.
28	"On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines worked."""	No	Statement made in-court	No	Will's statement to the jury that he didn't know about how medicines worked is not hearsay because it is his own statement made under oath during the trial. Hearsay involves out-of-court statements introduced to prove the truth of the matter asserted, but here, Will is testifying directly about his own knowledge.
29	On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty.	No	Statement made in-court	Yes	Alex's statement to the jury that he believed the defendant was guilty is hearsay because it is an out-of-court statement introduced to prove the truth of the matter asserted, namely, the defendant's guilt. The statement is not being offered to show Alex's belief but rather to suggest that the defendant is indeed guilty.
30	When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use. 	No	Statement made in-court	No	Andrew's testimony about the escape routes is not hearsay because it is his own statement made during the trial, not an out-of-court statement being introduced to prove the truth of the matter asserted. Hearsay involves statements made outside of the current court proceedings, whereas Andrew is directly testifying about his own actions and plans.
31	"When asked if he was remorseful by his attorney, Adam testified that ""he regretted his actions."""	No	Statement made in-court	No	Adam's statement that he 'regretted his actions' is not hearsay because it is an admission by a party-opponent. As a statement made by the defendant himself, it is admissible as an exception to the hearsay rule.
32	On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell.	No	Statement made in-court	Yes	Margaret's testimony about her belief that Donna was unwell is based on an out-of-court statement or observation, and it is being introduced to prove the truth of the matter asserted, i.e., that Donna was indeed ill. This fits the definition of hearsay, as it relies on Margaret's interpretation rather than direct evidence of Donna's condition.
33	On the issue of the sanity of Deborah, the fact that Deborah told her friend that she is completely sane.	Yes	Standard hearsay	Yes	The statement that Deborah told her friend she is completely sane is an out-of-court statement introduced to prove the truth of the matter asserted, which is Deborah's sanity. Since it is being used to establish her mental state, it qualifies as hearsay.
34	On the issue of whether Joshua's friend was attacked by Ashley, the fact that Joshua's friend told Joshua that he was just attacked by Ashley.	Yes	Standard hearsay	Yes	The statement made by Joshua's friend to Joshua about being attacked by Ashley is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Ashley attacked Joshua's friend. Since it is being used to establish the occurrence of the attack, it qualifies as hearsay.
35	To prove that Tom was in town, a witness testifies that her friend Susan told her Tom was in town.	Yes	Standard hearsay	Yes	The statement is hearsay because it is an out-of-court statement made by Susan to the witness, introduced to prove the truth of the matter asserted, namely that Tom was in town. The witness is testifying about what Susan told her, rather than providing direct evidence of Tom's presence.
36	To prove that Shirley committed fraud, the fact that she told her neighbor she was planning on tricking the defendant by selling them a fake handbag.	Yes	Standard hearsay	Yes	The statement that Shirley made to her neighbor about planning to trick the defendant by selling a fake handbag is an out-of-court statement. It is being introduced to prove the truth of the matter asserted, namely that Shirley intended to commit fraud. Therefore, it qualifies as hearsay.
37	To prove that Stephen drove his car through a stoplight, the fact that Stephen told his wife on the phone that he was not paying attention to the road.	Yes	Standard hearsay	Yes	The statement made by Stephen to his wife on the phone is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Stephen was not paying attention to the road and thus drove through a stoplight. Since it is being used to establish the fact of his negligence, it qualifies as hearsay.
38	"On the issue of whether Henry negligently hit Kelly with his car, Kelly's statement, ""a witness told me after the crash that Henry was on his cell phone while driving."""	Yes	Standard hearsay	Yes	Kelly's statement is hearsay because it is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Henry was on his cell phone while driving. The statement relies on what a witness allegedly told Kelly, rather than direct evidence of Henry's actions.
39	On the issue of whether Sean knew he was going to die, the fact that he called his lawyer wanting to make final changes to his will.	Yes	Standard hearsay	No	The fact that Sean called his lawyer to make final changes to his will is not hearsay because it is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is an action that can be used to infer Sean's state of mind or belief about his impending death, which is relevant to the issue at hand.
40	To prove that Alice was planning a robbery, the fact that she told Bob she was researching escape routes.	Yes	Standard hearsay	Yes	The statement that Alice told Bob she was researching escape routes is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Alice was planning a robbery. Since it is being used to show her intent or plan, it qualifies as hearsay unless an exception applies.
41	To prove that Bruce committed medical malpractice, the fact that he told a nurse after the surgery that he thought he made a mistake.	Yes	Standard hearsay	Yes	The statement made by Bruce to the nurse is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Bruce committed medical malpractice. Since it is being used to show that Bruce believed he made a mistake during the surgery, it qualifies as hearsay.
42	To prove that Alice suffered reputational harm, the fact that people were telling Bob that they had heard bad things about Alice.	Yes	Standard hearsay	Yes	The statement involves people telling Bob what they had heard about Alice, which is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Alice suffered reputational harm. This fits the definition of hearsay as it relies on the truth of the statements made by others about Alice.
43	To prove that the Denise and Tom were married, the fact that Amber sent them a card congratulating them on their wedding.	Yes	Standard hearsay	Yes	The card sent by Amber congratulating Denise and Tom on their wedding is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Denise and Tom were married. Since the statement is being used to establish the fact of their marriage, it qualifies as hearsay.
44	To prove that Alex owned a red car, the fact that she sent an email to her mother explaining how she was planning on purchasing a red car.	Yes	Standard hearsay	No	The email sent by Alex to her mother is not hearsay because it is an out-of-court statement offered to prove Alex's intent or plan to purchase a red car, not the truth of the matter asserted. Statements of intent or plan are exceptions to the hearsay rule as they are used to show the declarant's future actions rather than to prove the truth of the statement itself.
45	On the issue of whether the accident was a result of negligence, a bystander's exclamation that driver was looking down at their phone while driving.	Yes	Standard hearsay	Yes	The bystander's exclamation is an out-of-court statement introduced to prove the truth of the matter asserted, namely that the driver was looking down at their phone while driving, which is relevant to establishing negligence. As such, it qualifies as hearsay unless an exception or exclusion applies.
46	"On the issue of whether Henry committed insider trading, Alice's statement to Bob that Henry told her he had a ""great tip about what a certain stock was going to do."" "	Yes	Standard hearsay	Yes	Alice's statement to Bob about what Henry told her is hearsay because it is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Henry had insider information. The statement is being used to show that Henry had a 'great tip' about a stock, which is relevant to proving insider trading.
47	On the issue of whether Jane knew that Arthur was having an affair, the fact that Bob told Jane he suspected Arthur was up to something.	No	Not introduced to prove truth	Yes	The statement made by Bob to Jane is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Jane knew about Arthur's affair. Since Bob's statement is being used to show Jane's knowledge of the affair, it qualifies as hearsay.
48	On the issue of whether Mary was Tom's mother, the fact that Albert told Mary that Tom looked like her.	Yes	Standard hearsay	Yes	The statement made by Albert to Mary that Tom looked like her is an out-of-court statement introduced to prove the truth of the matter asserted, namely, that Mary was Tom's mother. Since it is being used to establish a fact about Mary's relationship to Tom, it qualifies as hearsay.
49	Alex is being sued for breach of contract relating to a delay in the shipment of mangos. To prove that the shipment was delayed, a witness for the plaintiffs testifies that he heard Alex complain about not being able to deliver the mangos in time. 	Yes	Standard hearsay	Yes	The witness's testimony about hearing Alex complain about not being able to deliver the mangos in time is hearsay. This is because it is an out-of-court statement made by Alex, introduced to prove the truth of the matter asserted, namely, that the shipment was delayed.
50	Alex is being prosecuted for participation in a criminal conspiracy. To prove that Alex participated in the conspiracy, the prosecution's witness testifies that she heard Alex making plans to meet with his co-conspirators.	Yes	Standard hearsay	No	The testimony about Alex making plans to meet with his co-conspirators is not hearsay because it falls under the co-conspirator exception to the hearsay rule. Statements made by a co-conspirator during and in furtherance of the conspiracy are admissible against other conspirators.
51	Dave is being sued by Taylor Swift for copyright infringement. To prove that Dave had listened to Taylor Swift, the plaintiffs introduced evidence of Dave telling his friend that his favorite artist was Taylor Swift.	Yes	Standard hearsay	No	The statement that Dave told his friend his favorite artist was Taylor Swift is not hearsay because it is not being introduced to prove the truth of the matter asserted (that Taylor Swift is his favorite artist), but rather to show that Dave had listened to Taylor Swift. The statement is relevant to establish Dave's familiarity with Taylor Swift's music, which is pertinent to the copyright infringement claim.
52	Angela is suing Harold for defamation. To prove that Harold knowingly spread falsehoods about her, Angela introduces evidence of Harold admitting to his friend that his statements about Angela were all lies.	Yes	Standard hearsay	No	The statement is not hearsay because it is an admission by a party-opponent. Under the hearsay rule, statements made by a party to the case that are offered against them are not considered hearsay. Here, Harold's admission to his friend that his statements about Angela were lies is being used against him in the defamation case.
53	Joe is being prosecuted for illegally transporting turtle eggs under an animal trafficking statute. To prove that Joe owned the duffel bag in which contained the turtle eggs, the prosecution introduces evidence of Joe asking a store-owner if they carried any duffel bags.	No	Not introduced to prove truth	No	The statement Joe made to the store-owner is not hearsay because it is not being introduced to prove the truth of the matter asserted (i.e., that Joe owned the duffel bag). Instead, it is being used to establish a link between Joe and the duffel bag, which is relevant to proving ownership. Hearsay concerns out-of-court statements used to prove the truth of the matter asserted, not to show the declarant's actions or intentions.
54	"Corporation A decides to sue Corporation B for stealing trade secrets. To prove that B did it, lawyers for A introduce as evidence a statement made by B's CEO to one of his friends that B ""would soon have the ability to compete with A."" "	Yes	Standard hearsay	Yes	The statement made by B's CEO to his friend is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Corporation B had the intention or capability to compete with Corporation A by using stolen trade secrets. Since the statement is being used to establish a fact in the case, it qualifies as hearsay.
55	Kim is sued by Jim for medical malpractice. To prove that Kim was a bad doctor, Jim introduces evidence that Kim told her friend that she cheated on all her medical school exams.	Yes	Standard hearsay	Yes	The statement that Kim told her friend she cheated on all her medical school exams is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Kim was a bad doctor. Since it is being used to establish the truth of Kim's alleged cheating, it qualifies as hearsay.
56	"To prove that Albert likes ice cream, the prosecution introduces evidence that Albert told Jim that ""he wanted an ice cream."""	Yes	Standard hearsay	No	The statement that Albert told Jim he wanted an ice cream is not hearsay because it is being introduced to show Albert's preference for ice cream, not to prove the truth of the matter asserted in the statement. The statement is relevant to demonstrate Albert's liking for ice cream, rather than to establish that he actually wanted an ice cream at that moment.
57	To prove that Jose liked red Ferraris, the defense introduces testimony from Tracy discussing how Jose told her that his favorite color is red and his favorite car is a Ferrari.	Yes	Standard hearsay	Yes	The testimony from Tracy about what Jose told her is hearsay because it is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Jose liked red Ferraris. Tracy's recounting of Jose's statement is being used to establish his preferences, which makes it hearsay unless an exception or exclusion applies.
58	"To prove that Michael was in charge of the group, the plaintiffs introduce evidence of Michael stating, ""I am the boss here."""	Yes	Standard hearsay	No	The statement 'I am the boss here' is an out-of-court statement made by Michael, but it is being introduced to prove Michael's role or authority within the group, not the truth of the matter asserted in the statement itself. The statement is being used to show Michael's assertion of authority, which is relevant to his role, rather than to prove that he is actually the boss.
59	On the issue of whether Sandy knew that the cash belonged to Michael, Amy testifies that Sandy told her he thought he had Michael's cash.	Yes	Standard hearsay	Yes	The statement that Sandy told Amy he thought he had Michael's cash is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Sandy knew the cash belonged to Michael. Since it is being used to establish Sandy's knowledge about the ownership of the cash, it qualifies as hearsay.
60	On the issue of whether the brakes were faulty, Amy testifies that she heard Arthur claim that he thought something was wrong with the car.	Yes	Standard hearsay	Yes	Amy's testimony about what Arthur claimed constitutes hearsay because it is an out-of-court statement introduced to prove the truth of the matter asserted, namely that the brakes were faulty. The statement was made by Arthur outside of court and is being used to establish the condition of the brakes.
61	To prove that the CEO knew of the fraudulent activities occuring, an email he sent his acknowledging his awareness of the conduct.	Yes	Non-verbal hearsay	No	The email sent by the CEO acknowledging his awareness of the fraudulent activities is not hearsay because it is an admission by a party-opponent. Statements made by a party to the case, such as the CEO, can be used against them and are not considered hearsay.
62	On the issue of whether the defendant knew he was trespassing, the fact that he shook his head when asked by a passing security guard about whether he knew he was on private property.	Yes	Non-verbal hearsay	Yes	The defendant's head shake in response to the security guard's question is an out-of-court statement introduced to prove the truth of the matter asserted, namely, that the defendant knew he was trespassing. Since it is being used to establish the defendant's knowledge, it qualifies as hearsay.
63	To prove that the insured under a life policy is dead, his wife offers a death certificate.	Yes	Non-verbal hearsay	No	A death certificate is generally considered an exception to the hearsay rule under the public records exception. It is an official document created by a public office, and its purpose is to record the fact of death, which is a matter of public record.
64	On the issue of which car was responsible for the hit and run, the fact that a bystander turned and pointed to a blue sedan.	Yes	Non-verbal hearsay	No	The bystander's act of pointing to a blue sedan is not a verbal statement but rather a nonverbal conduct intended as an assertion. Hearsay involves out-of-court statements, and pointing is not considered a statement under hearsay rules. Therefore, it is not hearsay.
65	To prove that the defendant was present at the scene of the crime, a forensics report describing traces of the defendant's DNA that was found by investigators.	Yes	Non-verbal hearsay	No	The forensics report describing traces of the defendant's DNA is not hearsay because it is not an out-of-court statement introduced to prove the truth of the matter asserted. Instead, it is a scientific analysis of physical evidence, which is typically admissible as an exception to the hearsay rule under the business records exception or as a demonstrative exhibit.
66	To prove that the student was a terrible student, the mid-term report written by his teacher.	Yes	Non-verbal hearsay	Yes	The mid-term report written by the teacher is an out-of-court statement introduced to prove the truth of the matter asserted, namely that the student was a terrible student. As such, it qualifies as hearsay unless an exception or exclusion applies.
67	On the issue of whether Albert visited the garage sale, the fact that Tom wrote in an email to Mary that he saw Albert at the garage sale.	Yes	Non-verbal hearsay	Yes	The email from Tom to Mary is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Albert visited the garage sale. Since the statement is being used to establish a fact about Albert's actions, it qualifies as hearsay.
68	On the issue of whether Albert supported environmental reform, the fact that his car has many stickers with environmental slogans.	Yes	Non-verbal hearsay	No	The fact that Albert's car has many stickers with environmental slogans is not a statement made out of court. It is physical evidence that may suggest his support for environmental reform, but it does not involve an assertion made by someone to prove the truth of the matter asserted.
69	On the issue of whether Albert bought a knife, Angela testified that he shook his head when she asked him.	Yes	Non-verbal hearsay	No	Angela's testimony about Albert's non-verbal response (shaking his head) is not hearsay because it is not an out-of-court statement. Hearsay involves verbal or written assertions, and a nod or shake of the head is considered a non-verbal conduct intended as an assertion, which is generally not treated as hearsay.
70	On the issue of Albert's wellbeing after the accident, Angela testified that he gave a thumbs up when asked how he was feeling.	Yes	Non-verbal hearsay	No	Angela's testimony about Albert's thumbs up is not hearsay because it is an observation of Albert's nonverbal conduct, not an out-of-court statement. The thumbs up is considered an act or gesture that can be used to show Albert's state of wellbeing, rather than a statement made to prove the truth of the matter asserted.
71	Albert is being sued by Tim for breach of contract. The issue is whether Albert knew at the time signing the contract that he had no intention of following through. Tim's lawyers introduce an email Albert wrote to his friend saying he wasn't planning on honoring the contract with Tim.	Yes	Non-verbal hearsay	No	The email written by Albert to his friend is not hearsay because it is an out-of-court statement offered against Albert, the party who made the statement. It falls under the exception to hearsay as an admission by a party-opponent, which is admissible to show Albert's intent at the time of signing the contract.
72	On the issue of whether factory management had underpaid its workers, the fact that workers carried signs during a protest demanding equitable compensation.	No	Not introduced to prove truth	No	The workers carrying signs during a protest is not an out-of-court statement introduced to prove the truth of the matter asserted. Instead, it is direct evidence of the workers' beliefs and demands, which can be used to infer that they believe they are underpaid. The signs themselves are not being used to prove the truth of any statement on them, but rather to show the workers' collective stance.
73	On the issue of whether Albert liked Taylor Swift, a social media post written by Albert describing Taylor as his favorite artist.	Yes	Non-verbal hearsay	No	The social media post written by Albert is a statement made by Albert himself, and it is being used to show Albert's opinion or preference, not to prove the truth of any matter asserted in the post. Since it is an out-of-court statement made by the party against whom it is offered, it is not considered hearsay.
74	On the issue of whether Tom identified the suspect at the scene of the crime, the fact that he pointed at the defendant.	No	Not introduced to prove truth	No	The act of Tom pointing at the defendant is not a statement but a nonverbal conduct intended as an assertion. Nonverbal conduct can be considered an assertion and thus potentially hearsay, but in this context, it is being used to show Tom's identification of the suspect, not to prove the truth of any statement. Therefore, it is not hearsay.
75	On the issue of the sanity of Bobby, the fact that Bobby told a friend that she believed she was Santa Clause.	Yes	Standard hearsay	No	The statement that Bobby told a friend she believed she was Santa Clause is not hearsay when offered to prove Bobby's sanity. It is an out-of-court statement, but it is being used to show Bobby's state of mind, not to prove the truth of the matter asserted (that she was Santa Clause).
76	On the issue of whether Vincent was provoked by Roy, the fact that Vincent was told by his friend that he had just been attacked by Roy.	No	Not introduced to prove truth	Yes	The statement that Vincent was told by his friend that he had just been attacked by Roy is hearsay because it is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Vincent was provoked by Roy. The friend's statement is being used to establish the fact of the attack, which is the basis for Vincent's alleged provocation.
77	On the issue of whether Kayla knew she was ill, the fact that Philip told him she was unwell.	No	Not introduced to prove truth	Yes	The statement that Philip told Kayla she was unwell is hearsay because it is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Kayla was ill. Since Philip's statement is being used to establish Kayla's knowledge of her illness, it falls under the definition of hearsay.
78	"On the issue of damage to Mason's reputation as a sober individual, Lori's public statement, ""I have never seen Mason drink."""	No	Not introduced to prove truth	No	Lori's public statement is not hearsay because it is an out-of-court statement offered to prove Lori's opinion or belief about Mason's behavior, not to prove the truth of whether Mason actually never drank. Hearsay concerns statements made to prove the truth of the matter asserted, but here, the statement is relevant to Lori's perception and reputation of Mason, not the factual occurrence of Mason drinking.
79	"On the issue of whether Gerald was alive immediately after being attacked by Kathryn, Gerald's statement, ""I was attacked by Kathryn."""	No	Not introduced to prove truth	No	Gerald's statement, 'I was attacked by Kathryn,' is not hearsay when offered to prove that he was alive immediately after the attack. This is because it is an admission by a party-opponent, which is an exception to the hearsay rule. Additionally, it is a statement made by the declarant (Gerald) concerning his own condition, which can be used to show his state of being alive at the time.
80	"On issue of Dylan's ill feeling toward Andrew, Dylan's statement, ""Andrew is a liar and a hypocrite."""	No	Not introduced to prove truth	No	"Dylan's statement, ""Andrew is a liar and a hypocrite,"" is not hearsay when offered to prove Dylan's ill feeling toward Andrew. The statement is being used to show Dylan's state of mind or attitude, not to prove the truth of the matter asserted (i.e., that Andrew is actually a liar and a hypocrite)."
81	"On the issue of whether Ann and Austin had a discussion, Ann's statement to Austin, ""I will sell my car to you for a cost."""	No	Not introduced to prove truth	No	Ann's statement to Austin, 'I will sell my car to you for a cost,' is not hearsay because it is an out-of-court statement offered to prove the existence of a discussion or negotiation between Ann and Austin, not the truth of the matter asserted. Hearsay concerns statements used to prove the truth of the matter asserted, whereas here, the statement is used to show that a discussion took place.
82	"On the issue of whether Patty knew Dave, the prosecution introduces evidence that Patty told Arthur, ""Dave is really dishonest."""	No	Not introduced to prove truth	Yes	The statement that Patty told Arthur, 'Dave is really dishonest,' is hearsay because it is an out-of-court statement introduced to prove the truth of the matter asserted, namely, that Dave is dishonest. The statement was made by Patty outside of court and is being used to establish a fact about Dave's character.
83	To prove that Arthur knew English, the fact that Arthur told Bill (in English) that he thought Mary robbed the bank.	No	Not introduced to prove truth	Yes	The statement is hearsay because it is an out-of-court statement made by Arthur to Bill, introduced to prove the truth of the matter asserted (that Arthur knew English). However, it may be admissible under an exception to the hearsay rule, such as a statement of the declarant's then-existing state of mind, which can be used to show Arthur's knowledge of English.
