index	text	gold_answer	slice	llm_answer	llm_explanation
10	On the issue of how long Joseph and Thomas had known each other, the fact that were neighbors during elementary school.	No	Non-assertive conduct	No	The fact that Joseph and Thomas were neighbors during elementary school is not an out-of-court statement, it's a factual assertion about their past relationship. This information is being introduced to prove the duration of their acquaintance, not to prove the truth of an out-of-court statement. Therefore, it does not meet the definition of hearsay.
11	On the issue of whether Susan was familiar with Shakespeare, the fact that she had once played the role of Macbeth and recieved a standing ovation after her monologue.	No	Non-assertive conduct	No	The fact that Susan played the role of Macbeth and received a standing ovation after her monologue is not an out-of-court statement, but rather an action or a circumstance that can be used to infer her familiarity with Shakespeare. This evidence is not being introduced to prove the truth of the matter asserted, but rather to show her experience and knowledge. Therefore, it does not meet the definition of hearsay.
12	On the issue of whether Jessica was aware she was trespassing, the fact that Jessica had been diagnosed as near-sighted by her ophthalmologist.	No	Non-assertive conduct	No	The fact that Jessica had been diagnosed as near-sighted by her ophthalmologist is not an out-of-court statement introduced to prove the truth of the matter asserted, which is whether Jessica was aware she was trespassing. This evidence is being introduced to provide context about Jessica's physical condition, not to prove the truth of what someone said outside of court. Therefore, it does not meet the definition of hearsay.
13	On the issue of whether Sarah was acting as an agent for the corporation, the fact that Sarah had worked there previously for four years.	No	Non-assertive conduct	No	The fact that Sarah had worked at the corporation for four years is not an out-of-court statement, but rather a factual background information about her employment history. This evidence is introduced to prove her potential relationship with the corporation, not to prove the truth of any out-of-court statement. Therefore, it does not meet the definition of hearsay.
14	On the issue of whether Charles was responsible for the defamatory article published online, the fact that Charles had visited the website responsible for the article multiple times in the past year.	No	Non-assertive conduct	No	The fact that Charles visited the website multiple times is not an out-of-court statement, but rather a physical action or behavior that can be used as evidence to infer his potential involvement or interest in the website. This action is being used to prove Charles's responsibility for the defamatory article, but it does not rely on the truth of an out-of-court statement. Therefore, it does not meet the definition of hearsay.
15	On the issue of whether Karen negligently operated the forklift, the fact that Karen is a terrible driver who needed several tries to pass her commercial license test.	No	Non-assertive conduct	No	The fact that Karen is a terrible driver who needed several tries to pass her commercial license test is not an out-of-court statement, it's a factual background information about Karen's driving skills. This information is introduced to prove Karen's competence as a driver, not to prove the truth of the matter asserted by an out-of-court statement. Therefore, it does not meet the definition of hearsay.
16	On the issue of whether the patent was infringed, the fact that the corporation's chief scientist was known to cheat at card games.	No	Non-assertive conduct	No	The fact that the corporation's chief scientist was known to cheat at card games is not an out-of-court statement, and it is not being introduced to prove the truth of the matter asserted, which is whether the patent was infringed. This evidence appears to be irrelevant and potentially prejudicial, but it is not hearsay. It may be excluded under a different evidence rule, but not under the hearsay rule.
17	On the issue of whether Christopher acted with malice, the fact that Christopher was often moody and had a large temper.	No	Non-assertive conduct	No	The fact that Christopher was often moody and had a large temper is not an out-of-court statement, but rather a characterization of his behavior or personality trait. This evidence is being introduced to prove Christopher's state of mind or propensity for certain behavior, not to prove the truth of the matter asserted in an out-of-court statement. Therefore, it does not meet the definition of hearsay.
18	On the issue of whether the parties had actually agreed to the contract, the fact that one of the parties had mistaken the identity of the other party.	No	Non-assertive conduct	No	The fact that one of the parties had mistaken the identity of the other party is not an out-of-court statement, but rather a circumstance or fact that can be used to infer whether the parties had actually agreed to the contract. This evidence is being used to prove the parties' understanding or lack thereof regarding the contract, not to prove the truth of the matter asserted by an out-of-court statement. Therefore, it does not meet the definition of hearsay.
19	On the issue of which car was responsible for a hit-and-run, the witness's statement in court that she believed it was the blue sedan.	No	Statement made in-court	No	The witness's statement in court that she believed it was the blue sedan is not hearsay because it is a direct statement made by the witness while testifying, and it is not an out-of-court statement being introduced to prove the truth of the matter asserted. The witness is expressing her own opinion or belief based on her observations, which is admissible as direct evidence. This statement does not rely on an out-of-court statement to prove its truth.
20	On the issue of the faultiness of the designed house, the drawing the witness made on the stand during testimony.	No	Statement made in-court	No	The drawing made by the witness on the stand during testimony is not hearsay because it is not an out-of-court statement. It is a demonstrative exhibit created in court to illustrate the witness's testimony, and its purpose is to help the jury understand the witness's description of the designed house. As it is not an out-of-court statement introduced to prove the truth of the matter asserted, it does not meet the definition of hearsay.
21	On the issue of which of the defendants was responsible for driving the get-away car, the fact that the witness on the stand turned and pointed to the man in the blue suit.	No	Statement made in-court	No	The witness's action of pointing to the man in the blue suit is a non-verbal statement, but it is not being introduced to prove the truth of the matter asserted, rather to identify the defendant. This gesture is considered a demonstrative act, not hearsay. As it is not an out-of-court statement, it does not meet the criteria for hearsay.
22	On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual.	No	Statement made in-court	No	Jim's statement on cross-examination that he did not believe Ana to be an honest individual is not hearsay because it is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is a witness's personal opinion or belief being expressed in court. The statement is being used to show Jim's perception or state of mind, rather than to prove the truth of Ana's honesty.
23	On the issue of whether Daniel drove negligently, the fact that Daniel testified during the trial that he told his wife he was tired before driving into a tree.	No	Statement made in-court	No	The statement is not being introduced to prove the truth of the matter asserted, which is whether Daniel drove negligently. Instead, Daniel's statement to his wife is being used to provide context for his state of mind or physical condition at the time of the accident. As Daniel is testifying directly, his statement is not an out-of-court statement being introduced for its truth.
24	On the issue of whether Carl had knowledge of Amy's intentions, Carl told the questioning attorney on redirect examination that he knew Amy's intentions.	No	Statement made in-court	No	The statement is being introduced to prove Carl's state of mind, specifically his knowledge of Amy's intentions, which is an exception to the hearsay rule. Since Carl is testifying directly about his own knowledge, it is not an out-of-court statement being introduced to prove the truth of the matter asserted. Therefore, it does not meet the definition of hearsay.
25	"On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."""	No	Statement made in-court	No	Nancy's statement in court is not hearsay because it is a direct statement made by the witness while testifying, rather than an out-of-court statement being introduced to prove the truth of the matter asserted. As a witness statement made under oath, it is considered direct evidence. The fact that it asserts a matter of fact (that Sandra was the attacker) does not make it hearsay since it is not an out-of-court statement.
26	During the trial, Mark nodded when asked if it was him who vandalized Emily's garage.	No	Statement made in-court	No	Mark's nod is a non-verbal statement made in court, not an out-of-court statement, and is being used to prove the truth of the matter asserted, which is that Mark vandalized Emily's garage. Since it's not an out-of-court statement, it does not meet the definition of hearsay. The nod is considered a form of adoptive admission, which is an exception to the hearsay rule.
27	On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before.	No	Statement made in-court	No	The statement made by James is not an out-of-court statement, as he is testifying on the stand. He is providing direct evidence of his own actions and whereabouts, rather than repeating something someone else said. Therefore, his testimony does not constitute hearsay.
28	"On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines worked."""	No	Statement made in-court	No	The statement 'he didn't know the first thing about how medicines worked' is not being introduced to prove the truth of the matter asserted, which is whether Will knew about the company's intention to announce its drug trials had been cancelled. Instead, it appears to be relevant to Will's knowledge or lack thereof about the medicine industry in general. This statement is being used to show Will's ignorance about medicines, not to prove the truth of the matter asserted regarding the company's announcement.
29	On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty.	No	Statement made in-court	No	The statement made by Alex is not an out-of-court statement, as it was made in court while testifying to the jury. Hearsay requires an out-of-court statement introduced to prove the truth of the matter asserted. Since Alex's statement was made while testifying, it does not meet the definition of hearsay.
30	When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use. 	No	Statement made in-court	No	The evidence presented is Andrew's own testimony about the escape routes he and his co-conspirators planned to use, as indicated by his actions of pointing out the routes on the floorplans. This is a direct statement from Andrew, not an out-of-court statement being introduced to prove the truth of the matter asserted. Therefore, it does not meet the definition of hearsay.
31	"When asked if he was remorseful by his attorney, Adam testified that ""he regretted his actions."""	No	Statement made in-court	No	The statement 'he regretted his actions' is not being introduced to prove the truth of the matter asserted, but rather to show Adam's state of mind or remorse. As Adam is testifying directly about his feelings, this is not an out-of-court statement being used to prove the truth of the matter asserted. Therefore, it does not meet the definition of hearsay.
32	On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell.	No	Statement made in-court	No	This is not hearsay because Margaret is testifying about her own thoughts and opinions, rather than introducing an out-of-court statement to prove the truth of the matter asserted. Margaret's testimony is an in-court statement, and she is expressing her own perception of Donna's condition. As such, it does not meet the definition of hearsay.
33	On the issue of the sanity of Deborah, the fact that Deborah told her friend that she is completely sane.	Yes	Standard hearsay	Yes	The statement is an out-of-court declaration made by Deborah to her friend, and it is being introduced to prove the truth of the matter asserted, which is Deborah's sanity. This meets the definition of hearsay, as it is a statement made outside of court being used to prove the truth of what was said. The fact that Deborah is making a statement about her own sanity does not exempt it from being considered hearsay.
34	On the issue of whether Joshua's friend was attacked by Ashley, the fact that Joshua's friend told Joshua that he was just attacked by Ashley.	Yes	Standard hearsay	Yes	The statement is an out-of-court declaration made by Joshua's friend, and it is being introduced to prove the truth of the matter asserted, which is that Ashley attacked Joshua's friend. This meets the definition of hearsay, as it is a statement made outside of court being used to establish the truth of the incident. The fact that the statement is being used to prove the attack occurred makes it hearsay.
35	To prove that Tom was in town, a witness testifies that her friend Susan told her Tom was in town.	Yes	Standard hearsay	Yes	This is hearsay because it is an out-of-court statement made by Susan, who is not present in court to testify, and it is being introduced to prove the truth of the matter asserted, which is that Tom was in town. The witness is merely relaying what Susan told her, rather than providing direct evidence of Tom's presence. As a result, it meets the definition of hearsay.
36	To prove that Shirley committed fraud, the fact that she told her neighbor she was planning on tricking the defendant by selling them a fake handbag.	Yes	Standard hearsay	Yes	The statement is an out-of-court declaration made by Shirley to her neighbor, and it is being introduced to prove the truth of the matter asserted, which is that Shirley committed fraud by planning to sell a fake handbag. This statement is being used to establish Shirley's intent and actions, making it hearsay. The fact that Shirley made this admission to her neighbor, rather than under oath in court, further supports the conclusion that it is hearsay.
37	To prove that Stephen drove his car through a stoplight, the fact that Stephen told his wife on the phone that he was not paying attention to the road.	Yes	Standard hearsay	Yes	This is an out-of-court statement, as Stephen's statement was made over the phone and not in court. The statement is being introduced to prove the truth of the matter asserted, which is that Stephen was not paying attention to the road and drove through a stoplight. Therefore, it meets the definition of hearsay.
38	"On the issue of whether Henry negligently hit Kelly with his car, Kelly's statement, ""a witness told me after the crash that Henry was on his cell phone while driving."""	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by the witness, which is being introduced to prove the truth of the matter asserted, namely that Henry was negligently driving. The fact that Kelly is relaying what the witness told her makes it hearsay, as it is a statement made outside of court being used to prove the truth of the matter. The witness's statement about Henry being on his cell phone is the actual assertion being used as evidence, which is a classic example of hearsay.
39	On the issue of whether Sean knew he was going to die, the fact that he called his lawyer wanting to make final changes to his will.	Yes	Standard hearsay	No	The fact that Sean called his lawyer wanting to make final changes to his will is an action, not an out-of-court statement, and is being used to infer Sean's state of mind. This action is not hearsay because it is not a statement introduced to prove the truth of the matter asserted. It is circumstantial evidence that suggests Sean's knowledge of his impending death.
40	To prove that Alice was planning a robbery, the fact that she told Bob she was researching escape routes.	Yes	Standard hearsay	Yes	The statement 'I am researching escape routes' is an out-of-court statement made by Alice to Bob, and it is being introduced to prove the truth of the matter asserted, which is that Alice was planning a robbery. This meets the definition of hearsay, as it is a statement made outside of court being used to prove the truth of what was said. Therefore, the fact that Alice told Bob she was researching escape routes is considered hearsay.
41	To prove that Bruce committed medical malpractice, the fact that he told a nurse after the surgery that he thought he made a mistake.	Yes	Standard hearsay	Yes	The statement is an out-of-court declaration made by Bruce, and it is being introduced to prove the truth of the matter asserted, which is that he committed medical malpractice. The fact that Bruce told a nurse he thought he made a mistake is being used to establish his guilt, making it hearsay. This statement is not being used for any other purpose, such as to show Bruce's state of mind, which would be an exception to the hearsay rule.
42	To prove that Alice suffered reputational harm, the fact that people were telling Bob that they had heard bad things about Alice.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement introduced to prove the truth of the matter asserted, which is that Alice suffered reputational harm. The people telling Bob that they had heard bad things about Alice are making statements outside of court, and these statements are being used to prove that Alice's reputation was actually harmed. This meets the definition of hearsay.
43	To prove that the Denise and Tom were married, the fact that Amber sent them a card congratulating them on their wedding.	Yes	Standard hearsay	Yes	The fact that Amber sent a card congratulating Denise and Tom on their wedding is an out-of-court statement, as it is not a direct observation or testimony from the witness. The card is being introduced to prove the truth of the matter asserted, which is that Denise and Tom were married. This meets the definition of hearsay, as it is an out-of-court statement being used to prove the truth of the matter asserted.
44	To prove that Alex owned a red car, the fact that she sent an email to her mother explaining how she was planning on purchasing a red car.	Yes	Standard hearsay	Yes	The email sent by Alex to her mother is an out-of-court statement, and it is being introduced to prove the truth of the matter asserted, which is that Alex owned a red car. The statement is not being made by Alex while testifying in court, but rather through an email, making it an out-of-court statement. As it is being used to prove the truth of the matter asserted, it meets the definition of hearsay.
45	On the issue of whether the accident was a result of negligence, a bystander's exclamation that driver was looking down at their phone while driving.	Yes	Standard hearsay	Yes	The bystander's exclamation is an out-of-court statement, and it is being introduced to prove the truth of the matter asserted, which is that the driver was negligent. The statement is not made by the witness while testifying, and it is being used to establish the facts of the accident. Therefore, it meets the definition of hearsay.
46	"On the issue of whether Henry committed insider trading, Alice's statement to Bob that Henry told her he had a ""great tip about what a certain stock was going to do."" "	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Henry to Alice, which is being introduced to prove the truth of the matter asserted, namely that Henry committed insider trading. Alice is testifying about what Henry told her, which is a second-hand account of Henry's statement. This meets the definition of hearsay, as it is an out-of-court statement being used to prove the truth of the matter asserted.
47	On the issue of whether Jane knew that Arthur was having an affair, the fact that Bob told Jane he suspected Arthur was up to something.	No	Not introduced to prove truth	Yes	The statement 'Bob told Jane he suspected Arthur was up to something' is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Jane knew about Arthur's affair. Since Bob's statement is being used to prove the truth of what he suspected, it meets the definition of hearsay. The fact that Bob's statement is a suspicion rather than a direct assertion does not exempt it from being considered hearsay.
48	On the issue of whether Mary was Tom's mother, the fact that Albert told Mary that Tom looked like her.	Yes	Standard hearsay	Yes	The statement 'Tom looked like her' is an out-of-court statement made by Albert, and it is being introduced to prove the truth of the matter asserted, which is that Mary is Tom's mother. This statement is not being used for any other purpose, such as to show Albert's state of mind, but rather to establish a factual relationship between Mary and Tom. Therefore, it meets the definition of hearsay.
49	Alex is being sued for breach of contract relating to a delay in the shipment of mangos. To prove that the shipment was delayed, a witness for the plaintiffs testifies that he heard Alex complain about not being able to deliver the mangos in time. 	Yes	Standard hearsay	Yes	The witness's testimony about Alex complaining is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that the shipment was delayed. This statement is being used to establish the fact of the delay, making it hearsay. The witness is recounting what Alex said outside of court, which is exactly what hearsay rules are designed to regulate.
50	Alex is being prosecuted for participation in a criminal conspiracy. To prove that Alex participated in the conspiracy, the prosecution's witness testifies that she heard Alex making plans to meet with his co-conspirators.	Yes	Standard hearsay	Yes	The witness's testimony about Alex making plans to meet with his co-conspirators is an out-of-court statement being introduced to prove the truth of the matter asserted, which is Alex's participation in the conspiracy. This statement was made by Alex outside of the courtroom and is being used to establish the truth of his involvement in the conspiracy. As such, it meets the definition of hearsay.
51	Dave is being sued by Taylor Swift for copyright infringement. To prove that Dave had listened to Taylor Swift, the plaintiffs introduced evidence of Dave telling his friend that his favorite artist was Taylor Swift.	Yes	Standard hearsay	Yes	The statement 'his favorite artist was Taylor Swift' is an out-of-court statement made by Dave to his friend, and it is being introduced to prove the truth of the matter asserted, which is that Dave had listened to Taylor Swift. This meets the definition of hearsay, as it is a statement made outside of court being used to prove the truth of what was said. The fact that Dave made this statement to his friend makes it an out-of-court statement, subject to the hearsay rule.
52	Angela is suing Harold for defamation. To prove that Harold knowingly spread falsehoods about her, Angela introduces evidence of Harold admitting to his friend that his statements about Angela were all lies.	Yes	Standard hearsay	Yes	The statement is an out-of-court admission by Harold to his friend, and it is being introduced to prove the truth of the matter asserted, which is that Harold knowingly spread falsehoods about Angela. This meets the definition of hearsay, as it is a statement made outside of court being used to prove the truth of what was said. The fact that it is an admission against interest does not change its hearsay status.
53	Joe is being prosecuted for illegally transporting turtle eggs under an animal trafficking statute. To prove that Joe owned the duffel bag in which contained the turtle eggs, the prosecution introduces evidence of Joe asking a store-owner if they carried any duffel bags.	No	Not introduced to prove truth	No	The statement is not being introduced to prove the truth of the matter asserted, which is that Joe owned the duffel bag. Instead, it is being used to show Joe's interest in purchasing a duffel bag, which is relevant to the issue of ownership. The statement is not hearsay because it is not being used to prove the truth of the matter asserted, but rather to establish Joe's actions and intentions.
54	"Corporation A decides to sue Corporation B for stealing trade secrets. To prove that B did it, lawyers for A introduce as evidence a statement made by B's CEO to one of his friends that B ""would soon have the ability to compete with A."" "	Yes	Standard hearsay	Yes	The statement made by B's CEO to his friend is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Corporation B stole trade secrets from Corporation A. The CEO's statement implies that B will soon have the ability to compete with A, suggesting that B may have obtained this ability through illicit means. This statement is being used to prove the truth of the matter asserted, making it hearsay.
55	Kim is sued by Jim for medical malpractice. To prove that Kim was a bad doctor, Jim introduces evidence that Kim told her friend that she cheated on all her medical school exams.	Yes	Standard hearsay	Yes	The statement that Kim told her friend is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Kim was a bad doctor. This statement is being used to establish Kim's character and credibility as a doctor, making it hearsay. The fact that Kim allegedly cheated on her medical school exams is being offered to prove that she is a bad doctor, which is the truth of the matter asserted.
56	"To prove that Albert likes ice cream, the prosecution introduces evidence that Albert told Jim that ""he wanted an ice cream."""	Yes	Standard hearsay	Yes	The statement 'he wanted an ice cream' is an out-of-court statement made by Albert, and it is being introduced to prove the truth of the matter asserted, which is that Albert likes ice cream. This meets the definition of hearsay, as it is a statement made outside of court being used to prove the truth of what was said. The fact that Albert expressed a desire for ice cream is being used as evidence of his liking for ice cream, making it a hearsay statement.
57	To prove that Jose liked red Ferraris, the defense introduces testimony from Tracy discussing how Jose told her that his favorite color is red and his favorite car is a Ferrari.	Yes	Standard hearsay	Yes	The testimony from Tracy is an out-of-court statement, as it is based on what Jose told her, which was said outside of the current court proceedings. This statement is being introduced to prove the truth of the matter asserted, namely that Jose likes red Ferraris. Therefore, it meets the definition of hearsay.
58	"To prove that Michael was in charge of the group, the plaintiffs introduce evidence of Michael stating, ""I am the boss here."""	Yes	Standard hearsay	Yes	The statement 'I am the boss here' is an out-of-court statement made by Michael, and it is being introduced to prove the truth of the matter asserted, which is that Michael was in charge of the group. This meets the definition of hearsay, as it is a statement made outside of court being used to prove the truth of what was said. The statement is not being introduced for any other purpose, such as to show Michael's state of mind or effect on the listener.
59	On the issue of whether Sandy knew that the cash belonged to Michael, Amy testifies that Sandy told her he thought he had Michael's cash.	Yes	Standard hearsay	Yes	This is hearsay because Amy is testifying about an out-of-court statement made by Sandy, which is being introduced to prove the truth of the matter asserted, namely that Sandy knew the cash belonged to Michael. The statement was made by Sandy to Amy, outside of the current court proceedings. As such, it meets the definition of hearsay.
60	On the issue of whether the brakes were faulty, Amy testifies that she heard Arthur claim that he thought something was wrong with the car.	Yes	Standard hearsay	Yes	This is hearsay because Amy is testifying about an out-of-court statement made by Arthur, which is being introduced to prove the truth of the matter asserted, namely that the brakes were faulty. The statement is an out-of-court assertion by Arthur that something was wrong with the car, and Amy's testimony about it is being used to prove the condition of the brakes. As such, it meets the definition of hearsay.
61	To prove that the CEO knew of the fraudulent activities occuring, an email he sent his acknowledging his awareness of the conduct.	Yes	Non-verbal hearsay	No	The email is not hearsay because it is an out-of-court statement being introduced by the CEO himself, and it is being used to prove his awareness of the conduct, which is an exception to the hearsay rule as it is a statement by a party opponent. Since the CEO is a party to the case, his own statements can be used against him without being considered hearsay. This falls under the admission by a party opponent exception.
62	On the issue of whether the defendant knew he was trespassing, the fact that he shook his head when asked by a passing security guard about whether he knew he was on private property.	Yes	Non-verbal hearsay	Yes	The defendant's shake of the head is a non-verbal statement being used to prove the truth of the matter asserted, which is whether he knew he was trespassing. This out-of-court statement is being introduced to establish his knowledge or lack thereof. As it is an out-of-court statement used to prove the truth of the matter, it qualifies as hearsay.
63	To prove that the insured under a life policy is dead, his wife offers a death certificate.	Yes	Non-verbal hearsay	Yes	The death certificate is an out-of-court statement, as it was created outside of the current trial. It is being introduced to prove the truth of the matter asserted, which is that the insured is dead. Therefore, it meets the definition of hearsay.
64	On the issue of which car was responsible for the hit and run, the fact that a bystander turned and pointed to a blue sedan.	Yes	Non-verbal hearsay	No	The bystander's action of turning and pointing to a blue sedan is a non-verbal statement, but it is not being introduced to prove the truth of the matter asserted, which is that the blue sedan was responsible for the hit and run. Instead, it is being used to identify the car the bystander believed was involved. This is considered a non-hearsay use of the evidence.
65	To prove that the defendant was present at the scene of the crime, a forensics report describing traces of the defendant's DNA that was found by investigators.	Yes	Non-verbal hearsay	No	The forensics report describing traces of the defendant's DNA is not hearsay because it is not an out-of-court statement introduced to prove the truth of the matter asserted. Instead, it is physical evidence collected by investigators, and the report is likely to be considered an expert opinion or a business record, which are exceptions to the hearsay rule. The report's purpose is to establish a factual connection between the defendant and the crime scene, rather than to prove the truth of a statement made by someone else.
66	To prove that the student was a terrible student, the mid-term report written by his teacher.	Yes	Non-verbal hearsay	Yes	The mid-term report written by the teacher is an out-of-court statement, as it was created outside of the current trial. The report is being introduced to prove the truth of the matter asserted, which is that the student was a terrible student. Since it meets both criteria of being an out-of-court statement and being introduced to prove the truth of the matter asserted, it is considered hearsay.
67	On the issue of whether Albert visited the garage sale, the fact that Tom wrote in an email to Mary that he saw Albert at the garage sale.	Yes	Non-verbal hearsay	Yes	The statement is an out-of-court statement, as it was written in an email, and it is being introduced to prove the truth of the matter asserted, which is that Albert visited the garage sale. The email from Tom to Mary is being used as evidence to establish Albert's presence at the garage sale, making it hearsay. This is because the statement is not being made by Tom while testifying in court, but rather through his email, which is an out-of-court statement.
68	On the issue of whether Albert supported environmental reform, the fact that his car has many stickers with environmental slogans.	Yes	Non-verbal hearsay	No	The fact that Albert's car has many stickers with environmental slogans is not an out-of-court statement, but rather physical evidence that can be used to infer his support for environmental reform. This evidence is not being introduced to prove the truth of the matter asserted, but rather to show Albert's potential beliefs or affiliations. As it is not a statement, it does not meet the definition of hearsay.
69	On the issue of whether Albert bought a knife, Angela testified that he shook his head when she asked him.	Yes	Non-verbal hearsay	No	The fact that Albert shook his head when asked if he bought a knife is a non-verbal statement, but it is being introduced to prove Albert's actions or state of mind, not the truth of the matter asserted. Since Angela is testifying about what she observed, it is not hearsay. The testimony is about Albert's physical reaction, which is not an out-of-court statement being used to prove the truth of the matter asserted.
70	On the issue of Albert's wellbeing after the accident, Angela testified that he gave a thumbs up when asked how he was feeling.	Yes	Non-verbal hearsay	No	The fact that Albert gave a thumbs up is a non-verbal statement, but it is being introduced to prove Albert's wellbeing, not the truth of the matter asserted by the thumbs up. Since a thumbs up is a non-verbal expression, it does not constitute an out-of-court statement. Therefore, it is not considered hearsay.
71	Albert is being sued by Tim for breach of contract. The issue is whether Albert knew at the time signing the contract that he had no intention of following through. Tim's lawyers introduce an email Albert wrote to his friend saying he wasn't planning on honoring the contract with Tim.	Yes	Non-verbal hearsay	Yes	The email is an out-of-court statement, as it was written outside of the current legal proceedings. It is being introduced to prove the truth of the matter asserted, which is that Albert knew at the time of signing the contract that he had no intention of following through. This meets the definition of hearsay, as it is an out-of-court statement being used to prove the truth of what it asserts.
72	On the issue of whether factory management had underpaid its workers, the fact that workers carried signs during a protest demanding equitable compensation.	No	Not introduced to prove truth	Yes	The workers' signs demanding equitable compensation are out-of-court statements being introduced to prove the truth of the matter asserted, which is that factory management had underpaid its workers. These signs are assertions made outside of the courtroom and are being used to establish the truth of the underpayment claim. As such, they qualify as hearsay evidence.
73	On the issue of whether Albert liked Taylor Swift, a social media post written by Albert describing Taylor as his favorite artist.	Yes	Non-verbal hearsay	Yes	The social media post is an out-of-court statement, as it was written outside of the current trial. It is being introduced to prove the truth of the matter asserted, which is that Albert likes Taylor Swift. Since it meets both criteria, the social media post is considered hearsay.
