index	text	gold_answer	slice	llm_answer	llm_explanation
20	On the issue of the faultiness of the designed house, the drawing the witness made on the stand during testimony.	No	Statement made in-court	No	The drawing made by the witness on the stand during testimony is not hearsay. It is a demonstrative exhibit created contemporaneously with the testimony, intended to illustrate the witness's direct observations or opinions, rather than an out-of-court statement offered for the truth of the matter asserted.
21	On the issue of which of the defendants was responsible for driving the get-away car, the fact that the witness on the stand turned and pointed to the man in the blue suit.	No	Statement made in-court	No	The act of the witness pointing to the man in the blue suit is not a statement but a nonverbal conduct intended as an assertion. It is not hearsay because it is not an out-of-court statement offered to prove the truth of the matter asserted. Instead, it is a demonstrative act used to identify a person, which is not considered hearsay under the Federal Rules of Evidence.
22	On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual.	No	Statement made in-court	No	Jim's statement is not hearsay because it is an admission by a party-opponent. Under the Federal Rules of Evidence, statements made by a party to the case that are offered against them are not considered hearsay.
23	On the issue of whether Daniel drove negligently, the fact that Daniel testified during the trial that he told his wife he was tired before driving into a tree.	No	Statement made in-court	No	Daniel's testimony about what he told his wife is not hearsay because it is an admission by a party-opponent. Under the Federal Rules of Evidence, statements made by a party and offered against that party are excluded from the hearsay rule.
24	On the issue of whether Carl had knowledge of Amy's intentions, Carl told the questioning attorney on redirect examination that he knew Amy's intentions.	No	Statement made in-court	No	Carl's statement is not hearsay because it is a party's own statement offered against that party. Under FRE 801(d)(2), such statements are excluded from the definition of hearsay.
25	"On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."""	No	Statement made in-court	No	Nancy's statement in court is not hearsay because it is an in-court statement made by a witness under oath. Hearsay involves out-of-court statements offered to prove the truth of the matter asserted, and Nancy's statement is being made directly in court.
26	During the trial, Mark nodded when asked if it was him who vandalized Emily's garage.	No	Statement made in-court	No	Mark's nod is a nonverbal conduct that is an adoptive admission, which is not considered hearsay under the Federal Rules of Evidence. It is an assertion made by Mark in response to a question, and thus, it is not an out-of-court statement offered to prove the truth of the matter asserted.
27	On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before.	No	Statement made in-court	No	James's testimony about his own actions and statements is not hearsay because it is an admission by a party-opponent. The statement is made by the witness himself and is offered against him, thus it is excluded from the hearsay rule under FRE 801(d)(2).
28	"On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines worked."""	No	Statement made in-court	No	The statement is not hearsay because it is an admission by a party-opponent. Under the Federal Rules of Evidence, statements made by a party and offered against that party are excluded from the definition of hearsay.
29	On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty.	No	Statement made in-court	Yes	Alex's statement is an out-of-court statement offered to prove the truth of the matter asserted, which is the defendant's guilt. This makes it hearsay under the Federal Rules of Evidence. There is no indication that it falls under any hearsay exception or exclusion.
30	When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use. 	No	Statement made in-court	No	Andrew's pointing out escape routes during the trial is not a statement made out of court. It is a demonstration or explanation given in court, and therefore, it is not hearsay.
31	"When asked if he was remorseful by his attorney, Adam testified that ""he regretted his actions."""	No	Statement made in-court	No	Adam's statement is not hearsay because it is an admission by a party-opponent. Under the Federal Rules of Evidence, statements made by a party and offered against that party are excluded from the hearsay rule.
32	On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell.	No	Statement made in-court	Yes	Margaret's testimony about her belief that Donna was unwell is an out-of-court statement offered to prove the truth of the matter asserted, namely that Donna was indeed unwell. This makes it hearsay under the Federal Rules of Evidence. There is no indication that it falls under any hearsay exception or exclusion.
33	On the issue of the sanity of Deborah, the fact that Deborah told her friend that she is completely sane.	Yes	Standard hearsay	Yes	Deborah's statement to her friend that she is completely sane is an out-of-court statement offered to prove the truth of the matter asserted, namely, her sanity. Therefore, it is hearsay. However, it may be admissible under an exception if Deborah is unavailable and the statement is deemed trustworthy.
34	On the issue of whether Joshua's friend was attacked by Ashley, the fact that Joshua's friend told Joshua that he was just attacked by Ashley.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Joshua's friend to Joshua. It is offered to prove the truth of the matter asserted, namely that Ashley attacked Joshua's friend. Therefore, it is hearsay unless an exception applies.
35	To prove that Tom was in town, a witness testifies that her friend Susan told her Tom was in town.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Susan to the witness, offered to prove that Tom was in town. Since it is being used to prove the truth of the matter asserted, it qualifies as hearsay. There is no indication that it falls under any hearsay exception or exclusion.
36	To prove that Shirley committed fraud, the fact that she told her neighbor she was planning on tricking the defendant by selling them a fake handbag.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Shirley to her neighbor. It is offered to prove the truth of the matter asserted, namely that Shirley was planning to commit fraud. Therefore, it is hearsay unless an exception applies.
37	To prove that Stephen drove his car through a stoplight, the fact that Stephen told his wife on the phone that he was not paying attention to the road.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Stephen to his wife, and it is being offered to prove the truth of the matter asserted, namely that Stephen was not paying attention to the road. Therefore, it is hearsay unless an exception applies.
38	"On the issue of whether Henry negligently hit Kelly with his car, Kelly's statement, ""a witness told me after the crash that Henry was on his cell phone while driving."""	Yes	Standard hearsay	Yes	Kelly's statement is hearsay because it is an out-of-court statement offered to prove the truth of the matter asserted, namely that Henry was on his cell phone while driving. The statement is being used to show negligence, and it relies on the truth of what the witness allegedly told Kelly. There is no indication that this statement falls under any hearsay exception or exclusion.
39	On the issue of whether Sean knew he was going to die, the fact that he called his lawyer wanting to make final changes to his will.	Yes	Standard hearsay	No	The statement is not hearsay because it is not being offered to prove the truth of the matter asserted. Instead, it is being offered to show Sean's state of mind or intent regarding his belief about his impending death, which is relevant to his actions in making changes to his will.
40	To prove that Alice was planning a robbery, the fact that she told Bob she was researching escape routes.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Alice to Bob. It is offered to prove the truth of the matter asserted, namely that Alice was planning a robbery. Therefore, it is hearsay unless an exception applies.
41	To prove that Bruce committed medical malpractice, the fact that he told a nurse after the surgery that he thought he made a mistake.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Bruce to a nurse, and it is being offered to prove the truth of the matter asserted, namely that Bruce made a mistake during surgery. This fits the definition of hearsay under the Federal Rules of Evidence. Unless an exception applies, it is inadmissible as hearsay.
42	To prove that Alice suffered reputational harm, the fact that people were telling Bob that they had heard bad things about Alice.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by people to Bob, and it is offered to prove the truth of the matter asserted, namely that Alice suffered reputational harm. This fits the definition of hearsay under the Federal Rules of Evidence. Unless an exception applies, it is inadmissible as hearsay.
43	To prove that the Denise and Tom were married, the fact that Amber sent them a card congratulating them on their wedding.	Yes	Standard hearsay	Yes	The statement is an out-of-court assertion made by Amber, offered to prove the truth of the matter asserted, namely that Denise and Tom were married. This fits the definition of hearsay under the Federal Rules of Evidence. Unless an exception applies, it is inadmissible as hearsay.
44	To prove that Alex owned a red car, the fact that she sent an email to her mother explaining how she was planning on purchasing a red car.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Alex to her mother. It is offered to prove the truth of the matter asserted, namely that Alex owned a red car. Therefore, it is hearsay unless an exception applies.
45	On the issue of whether the accident was a result of negligence, a bystander's exclamation that driver was looking down at their phone while driving.	Yes	Standard hearsay	No	The bystander's exclamation is an excited utterance, which is an exception to the hearsay rule under the Federal Rules of Evidence. It is a spontaneous statement made in reaction to a startling event, and thus is admissible to prove the truth of the matter asserted.
46	"On the issue of whether Henry committed insider trading, Alice's statement to Bob that Henry told her he had a ""great tip about what a certain stock was going to do."" "	Yes	Standard hearsay	Yes	Alice's statement to Bob about what Henry told her is an out-of-court statement offered to prove the truth of the matter asserted, namely that Henry had a 'great tip' about a stock. This is hearsay because it is a statement made by one person (Henry) relayed by another (Alice) to prove the content of the original statement. There is no indication that any hearsay exception applies here.
47	On the issue of whether Jane knew that Arthur was having an affair, the fact that Bob told Jane he suspected Arthur was up to something.	No	Not introduced to prove truth	Yes	Bob's statement to Jane is an out-of-court statement offered to prove the truth of the matter asserted, namely that Jane knew about Arthur's affair. This makes it hearsay under the Federal Rules of Evidence. There is no indication that it falls under any hearsay exception or exclusion.
48	On the issue of whether Mary was Tom's mother, the fact that Albert told Mary that Tom looked like her.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Albert to Mary. It is offered to prove the truth of the matter asserted, namely that Tom looks like Mary, which is relevant to establishing Mary as Tom's mother. Therefore, it is hearsay.
49	Alex is being sued for breach of contract relating to a delay in the shipment of mangos. To prove that the shipment was delayed, a witness for the plaintiffs testifies that he heard Alex complain about not being able to deliver the mangos in time. 	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Alex, offered to prove the truth of the matter asserted, namely, that the shipment was delayed. It is hearsay unless an exception applies. Without additional context indicating an exception, it remains hearsay.
50	Alex is being prosecuted for participation in a criminal conspiracy. To prove that Alex participated in the conspiracy, the prosecution's witness testifies that she heard Alex making plans to meet with his co-conspirators.	Yes	Standard hearsay	No	The statement is not hearsay because it is an admission by a party-opponent. Under FRE 801(d)(2), a statement made by a party and offered against that party is not considered hearsay.
51	Dave is being sued by Taylor Swift for copyright infringement. To prove that Dave had listened to Taylor Swift, the plaintiffs introduced evidence of Dave telling his friend that his favorite artist was Taylor Swift.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Dave to his friend, offered to prove the truth of the matter asserted, namely that Dave had listened to Taylor Swift. It is hearsay because it is being used to show Dave's preference, which is relevant to the case. There is no indication that an exception to the hearsay rule applies here.
52	Angela is suing Harold for defamation. To prove that Harold knowingly spread falsehoods about her, Angela introduces evidence of Harold admitting to his friend that his statements about Angela were all lies.	Yes	Standard hearsay	No	The statement is an admission by a party-opponent, which is excluded from the definition of hearsay under Rule 801(d)(2) of the Federal Rules of Evidence. Harold's admission to his friend that his statements about Angela were lies is being offered against him in a defamation case, making it admissible as non-hearsay.
53	Joe is being prosecuted for illegally transporting turtle eggs under an animal trafficking statute. To prove that Joe owned the duffel bag in which contained the turtle eggs, the prosecution introduces evidence of Joe asking a store-owner if they carried any duffel bags.	No	Not introduced to prove truth	No	The statement is not hearsay because it is not being offered to prove the truth of the matter asserted. Instead, it is being offered to show that Joe owned the duffel bag, which is relevant to the issue of possession, not the truth of whether the store carried duffel bags.
54	"Corporation A decides to sue Corporation B for stealing trade secrets. To prove that B did it, lawyers for A introduce as evidence a statement made by B's CEO to one of his friends that B ""would soon have the ability to compete with A."" "	Yes	Standard hearsay	Yes	The statement made by B's CEO to his friend is an out-of-court statement offered to prove the truth of the matter asserted, namely that Corporation B intended to compete with Corporation A by using stolen trade secrets. This fits the definition of hearsay under the Federal Rules of Evidence. Unless an exception applies, it is inadmissible as hearsay.
55	Kim is sued by Jim for medical malpractice. To prove that Kim was a bad doctor, Jim introduces evidence that Kim told her friend that she cheated on all her medical school exams.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Kim to her friend, offered to prove the truth of the matter asserted, namely that Kim cheated on her medical school exams. This makes it hearsay under the Federal Rules of Evidence. There is no indication that it falls under any hearsay exception or exclusion.
56	"To prove that Albert likes ice cream, the prosecution introduces evidence that Albert told Jim that ""he wanted an ice cream."""	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Albert to Jim. It is offered to prove the truth of the matter asserted, namely that Albert likes ice cream. Therefore, it is hearsay unless an exception applies.
57	To prove that Jose liked red Ferraris, the defense introduces testimony from Tracy discussing how Jose told her that his favorite color is red and his favorite car is a Ferrari.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Jose to Tracy, offered to prove the truth of the matter asserted (that Jose liked red Ferraris). It is hearsay because it is being used to show Jose's preference, and no exception or exclusion applies in this context.
58	"To prove that Michael was in charge of the group, the plaintiffs introduce evidence of Michael stating, ""I am the boss here."""	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Michael asserting that he is the boss. It is offered to prove the truth of the matter asserted, namely that Michael was in charge of the group. Therefore, it is hearsay unless an exception applies.
59	On the issue of whether Sandy knew that the cash belonged to Michael, Amy testifies that Sandy told her he thought he had Michael's cash.	Yes	Standard hearsay	Yes	Amy's testimony about what Sandy told her is an out-of-court statement offered to prove the truth of the matter asserted, namely that Sandy thought he had Michael's cash. This fits the definition of hearsay under the Federal Rules of Evidence. Unless an exception applies, it is inadmissible as hearsay.
60	On the issue of whether the brakes were faulty, Amy testifies that she heard Arthur claim that he thought something was wrong with the car.	Yes	Standard hearsay	Yes	Amy's testimony about what Arthur claimed is an out-of-court statement offered to prove the truth of the matter asserted, namely that the brakes were faulty. This fits the definition of hearsay under the Federal Rules of Evidence. Unless an exception applies, it is inadmissible as hearsay.
61	To prove that the CEO knew of the fraudulent activities occuring, an email he sent his acknowledging his awareness of the conduct.	Yes	Non-verbal hearsay	No	The email is a statement made by the CEO, who is a party-opponent, and under FRE 801(d)(2), statements made by a party-opponent are not considered hearsay when offered against that party. Therefore, the email is not hearsay.
62	On the issue of whether the defendant knew he was trespassing, the fact that he shook his head when asked by a passing security guard about whether he knew he was on private property.	Yes	Non-verbal hearsay	Yes	The statement is an out-of-court statement made by the defendant to a security guard. It is offered to prove the truth of the matter asserted, namely that the defendant did not know he was trespassing. Therefore, it is hearsay unless an exception applies.
63	To prove that the insured under a life policy is dead, his wife offers a death certificate.	Yes	Non-verbal hearsay	No	A death certificate is a public record and is generally admissible under the Federal Rules of Evidence as an exception to the hearsay rule. Specifically, it falls under the exception for records of a regularly conducted activity (FRE 803(8)) or public records (FRE 803(9)).
64	On the issue of which car was responsible for the hit and run, the fact that a bystander turned and pointed to a blue sedan.	Yes	Non-verbal hearsay	No	The bystander's act of pointing to a blue sedan is not a statement but a nonverbal conduct intended as an assertion. Nonverbal conduct can be considered hearsay if it is intended as an assertion and offered for its truth. However, in this context, the pointing is likely being offered to show the direction of the bystander's attention or perception, not to prove the truth of the matter asserted (that the blue sedan was responsible). Therefore, it is not hearsay.
65	To prove that the defendant was present at the scene of the crime, a forensics report describing traces of the defendant's DNA that was found by investigators.	Yes	Non-verbal hearsay	No	The forensics report is not a statement made by a person but rather a document containing scientific findings. Under the Federal Rules of Evidence, such reports can be admitted as evidence if they meet the criteria for reliability and relevance, often through the testimony of the expert who prepared the report. Therefore, it is not considered hearsay.
66	To prove that the student was a terrible student, the mid-term report written by his teacher.	Yes	Non-verbal hearsay	Yes	The mid-term report is an out-of-court statement offered to prove the truth of the matter asserted, namely that the student was a terrible student. It is hearsay unless it falls under an exception. Reports by teachers may be admissible under the business records exception (FRE 803(6)), but this requires meeting specific criteria, such as being made in the regular course of business and having a proper foundation established. Without such a foundation, it remains hearsay.
67	On the issue of whether Albert visited the garage sale, the fact that Tom wrote in an email to Mary that he saw Albert at the garage sale.	Yes	Non-verbal hearsay	Yes	The statement is an out-of-court statement made by Tom in an email to Mary. It is offered to prove the truth of the matter asserted, namely that Albert was at the garage sale. Therefore, it is hearsay unless an exception applies.
68	On the issue of whether Albert supported environmental reform, the fact that his car has many stickers with environmental slogans.	Yes	Non-verbal hearsay	No	The fact that Albert's car has many stickers with environmental slogans is not a statement. It is physical evidence, not an out-of-court statement offered to prove the truth of the matter asserted. Therefore, it is not hearsay.
69	On the issue of whether Albert bought a knife, Angela testified that he shook his head when she asked him.	Yes	Non-verbal hearsay	No	Angela's testimony about Albert's nonverbal response (shaking his head) is not a statement under the Federal Rules of Evidence. Nonverbal conduct can be considered a statement if it is intended as an assertion, but here it is offered to show Albert's reaction, not to prove the truth of whether he bought a knife.
70	On the issue of Albert's wellbeing after the accident, Angela testified that he gave a thumbs up when asked how he was feeling.	Yes	Non-verbal hearsay	No	Angela's testimony about Albert's thumbs up is not hearsay because it is not a statement. It is an action or conduct, which is not considered a verbal assertion under the Federal Rules of Evidence.
71	Albert is being sued by Tim for breach of contract. The issue is whether Albert knew at the time signing the contract that he had no intention of following through. Tim's lawyers introduce an email Albert wrote to his friend saying he wasn't planning on honoring the contract with Tim.	Yes	Non-verbal hearsay	Yes	The email is an out-of-court statement made by Albert, offered to prove the truth of the matter asserted, namely that Albert had no intention of honoring the contract. This fits the definition of hearsay under the Federal Rules of Evidence. However, it may be admissible under an exception, such as a statement against interest, if Albert is unavailable.
72	On the issue of whether factory management had underpaid its workers, the fact that workers carried signs during a protest demanding equitable compensation.	No	Not introduced to prove truth	No	The workers' signs are not statements made by a person but are considered conduct. Since they are not verbal or written assertions, they do not qualify as hearsay under the Federal Rules of Evidence.
73	On the issue of whether Albert liked Taylor Swift, a social media post written by Albert describing Taylor as his favorite artist.	Yes	Non-verbal hearsay	No	The social media post is a statement made by Albert, which is an out-of-court statement. However, it is offered to prove Albert's state of mind or opinion about Taylor Swift, not to prove the truth of the matter asserted (that Taylor Swift is his favorite artist). Therefore, it is not hearsay.
74	On the issue of whether Tom identified the suspect at the scene of the crime, the fact that he pointed at the defendant.	No	Not introduced to prove truth	No	The act of pointing at the defendant is not a statement but a nonverbal conduct intended as an assertion. Nonverbal conduct can be considered hearsay if it is intended as an assertion, but here it is offered to show identification, not the truth of any assertion. Therefore, it is not hearsay.
75	On the issue of the sanity of Bobby, the fact that Bobby told a friend that she believed she was Santa Clause.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Bobby to a friend. It is offered to prove the truth of the matter asserted, namely, Bobby's belief about her identity, which relates to her sanity. Therefore, it is hearsay.
76	On the issue of whether Vincent was provoked by Roy, the fact that Vincent was told by his friend that he had just been attacked by Roy.	No	Not introduced to prove truth	Yes	The statement is an out-of-court statement made by Vincent's friend, offered to prove the truth of the matter asserted (that Vincent was attacked by Roy). It is hearsay because it is being used to show that Vincent was provoked, and no exception or exclusion applies based on the information provided.
77	On the issue of whether Kayla knew she was ill, the fact that Philip told him she was unwell.	No	Not introduced to prove truth	Yes	The statement is hearsay because it is an out-of-court statement made by Philip offered to prove the truth of the matter asserted, namely that Kayla knew she was ill. It does not fall under any hearsay exceptions or exclusions.
78	"On the issue of damage to Mason's reputation as a sober individual, Lori's public statement, ""I have never seen Mason drink."""	No	Not introduced to prove truth	Yes	Lori's public statement is an out-of-court statement offered to prove the truth of the matter asserted, namely that Mason is sober. Since it is being used to prove Mason's reputation for sobriety, it qualifies as hearsay. However, it may be admissible under an exception for reputation concerning character if relevant to the case.
79	"On the issue of whether Gerald was alive immediately after being attacked by Kathryn, Gerald's statement, ""I was attacked by Kathryn."""	No	Not introduced to prove truth	Yes	"Gerald's statement, ""I was attacked by Kathryn,"" is an out-of-court statement offered to prove the truth of the matter asserted, namely that he was attacked by Kathryn. This makes it hearsay under the Federal Rules of Evidence. However, it may fall under the exception for statements made by a declarant while believing their death was imminent, if applicable, but as it stands, it is hearsay."
80	"On issue of Dylan's ill feeling toward Andrew, Dylan's statement, ""Andrew is a liar and a hypocrite."""	No	Not introduced to prove truth	No	Dylan's statement, 'Andrew is a liar and a hypocrite,' is an out-of-court statement offered to prove Dylan's ill feeling toward Andrew, not the truth of Andrew being a liar or hypocrite. Therefore, it is not hearsay as it is not offered to prove the truth of the matter asserted.
81	"On the issue of whether Ann and Austin had a discussion, Ann's statement to Austin, ""I will sell my car to you for a cost."""	No	Not introduced to prove truth	No	Ann's statement to Austin is not hearsay because it is an offer to make a contract, which is an operative statement rather than one offered to prove the truth of the matter asserted.
82	"On the issue of whether Patty knew Dave, the prosecution introduces evidence that Patty told Arthur, ""Dave is really dishonest."""	No	Not introduced to prove truth	Yes	The statement is an out-of-court statement made by Patty to Arthur. It is offered to prove the truth of the matter asserted, namely that Dave is dishonest. Therefore, it is hearsay unless an exception applies.
83	To prove that Arthur knew English, the fact that Arthur told Bill (in English) that he thought Mary robbed the bank.	No	Not introduced to prove truth	No	The statement is not hearsay because it is not being offered to prove the truth of the matter asserted. Instead, it is being offered to show that Arthur knew English, which is a relevant fact independent of the truth of the statement itself.
84	To prove that Arthur had notice that a bank robbery was being planned, the fact that Arthur told Mary that he heard a bank robbery was going to happen.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Arthur to Mary. It is offered to prove the truth of the matter asserted, namely that Arthur had notice of the planned bank robbery. Therefore, it is hearsay unless an exception applies.
85	To prove that Mary was at the mall on January 2nd, a mall employee testifies that on January 2nd, Mary told him she was planning on purchasing several diamonds.	No	Not introduced to prove truth	Yes	The statement is an out-of-court statement made by Mary to the mall employee. It is offered to prove the truth of the matter asserted, namely that Mary was at the mall on January 2nd. Therefore, it is hearsay unless an exception applies.
86	To prove that Anne supported David, the fact that Anne said that David was the best boss in the world.	No	Not introduced to prove truth	No	The statement is not offered to prove the truth of the matter asserted, but rather to show Anne's support for David. Therefore, it is not hearsay.
87	"To prove that Daniel was sad upon hearing the news, the fact he exlaimed ""the world was ending"" and ""nothing mattered anymore."""	No	Not introduced to prove truth	No	Daniel's exclamations are considered 'present sense impressions' or 'excited utterances,' which are exceptions to the hearsay rule under the Federal Rules of Evidence. These statements are made in response to a startling event and reflect his immediate reaction, thus they are not considered hearsay.
88	To prove that Amy believed that Karl was an employee of the store, the fact that Amy told Karl that the store needed to refund her because their marketing had been decieving. 	No	Not introduced to prove truth	Yes	Amy's statement to Karl is an out-of-court statement offered to prove the truth of the matter asserted, namely that Amy believed Karl was an employee of the store. Since it is being used to prove Amy's belief, it qualifies as hearsay under the Federal Rules of Evidence.
89	To prove that Arthur believed that Amy and Daniel were married, the fact that he wished them a happy anniversary.	No	Not introduced to prove truth	No	The statement is not offered to prove the truth of the matter asserted, but rather to show Arthur's belief or state of mind regarding Amy and Daniel's marital status. Therefore, it is not hearsay.
90	To prove that the trademarks of restaurant A and restaurant B created confusion, the fact that a customer called one and placed an order believing it to actually be the other.	No	Not introduced to prove truth	No	The customer's statement is not being offered to prove the truth of the matter asserted (i.e., that the trademarks actually caused confusion), but rather to show the effect on the listener (the customer) and the resulting confusion. Therefore, it is not hearsay under the Federal Rules of Evidence.
91	To prove that Michael knew of the existing patent, the fact that he told his friend that the patent was poorly written.	No	Not introduced to prove truth	Yes	The statement is an out-of-court statement made by Michael to his friend. It is offered to prove the truth of the matter asserted, namely that Michael knew of the existing patent. Therefore, it is hearsay unless an exception applies.
