index	text	gold_answer	slice	llm_answer	llm_explanation
10	On the issue of how long Joseph and Thomas had known each other, the fact that were neighbors during elementary school.	No	Non-assertive conduct	No	The fact that Joseph and Thomas were neighbors during elementary school is not an out-of-court statement. It is a piece of factual information about their past relationship and does not involve someone asserting the truth of a matter outside of court. Therefore, it does not fall under the definition of hearsay.
11	On the issue of whether Susan was familiar with Shakespeare, the fact that she had once played the role of Macbeth and recieved a standing ovation after her monologue.	No	Non-assertive conduct	No	The fact that Susan played the role of Macbeth and received a standing ovation is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is direct evidence of her familiarity with Shakespeare through her performance experience.
12	On the issue of whether Jessica was aware she was trespassing, the fact that Jessica had been diagnosed as near-sighted by her ophthalmologist.	No	Non-assertive conduct	No	The fact that Jessica was diagnosed as near-sighted by her ophthalmologist is not hearsay because it is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is a medical condition that could be relevant to her awareness of trespassing, but it is not a statement made by someone else to prove a fact in the case.
13	On the issue of whether Sarah was acting as an agent for the corporation, the fact that Sarah had worked there previously for four years.	No	Non-assertive conduct	No	The fact that Sarah had worked for the corporation previously for four years is not an out-of-court statement. It is a piece of evidence regarding her employment history, which can be used to infer her potential role as an agent for the corporation. Since it is not a statement made outside of court to prove the truth of the matter asserted, it does not constitute hearsay.
14	On the issue of whether Charles was responsible for the defamatory article published online, the fact that Charles had visited the website responsible for the article multiple times in the past year.	No	Non-assertive conduct	No	The fact that Charles visited the website multiple times is not an out-of-court statement. It is a piece of evidence regarding Charles's actions, not a statement made by someone else to prove the truth of the matter asserted. Therefore, it does not fall under the definition of hearsay.
15	On the issue of whether Karen negligently operated the forklift, the fact that Karen is a terrible driver who needed several tries to pass her commercial license test.	No	Non-assertive conduct	Yes	The statement that Karen is a terrible driver who needed several tries to pass her commercial license test is an out-of-court statement being introduced to prove the truth of the matter asserted, namely, that Karen negligently operated the forklift. This fits the definition of hearsay, as it is being used to establish her driving ability and, by extension, her negligence.
16	On the issue of whether the patent was infringed, the fact that the corporation's chief scientist was known to cheat at card games.	No	Non-assertive conduct	No	The fact that the corporation's chief scientist was known to cheat at card games is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is being used to suggest a character trait that might imply a propensity for dishonesty, which could be relevant to the issue of patent infringement. However, it is important to note that such character evidence is generally inadmissible to prove conduct in conformity therewith, unless specific exceptions apply.
17	On the issue of whether Christopher acted with malice, the fact that Christopher was often moody and had a large temper.	No	Non-assertive conduct	No	The statement regarding Christopher's moodiness and large temper is not hearsay because it is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is character evidence that may be used to infer his state of mind or propensity to act with malice. Hearsay involves an out-of-court statement offered to prove the truth of what it asserts, which is not the case here.
18	On the issue of whether the parties had actually agreed to the contract, the fact that one of the parties had mistaken the identity of the other party.	No	Non-assertive conduct	No	The fact that one of the parties had mistaken the identity of the other party is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is a statement of the party's own belief or understanding, which is relevant to the issue of whether a valid contract was formed. This does not fall under the definition of hearsay.
19	On the issue of which car was responsible for a hit-and-run, the witness's statement in court that she believed it was the blue sedan.	No	Statement made in-court	No	The witness's statement in court that she believed it was the blue sedan is not hearsay because it is a statement made by the witness while testifying under oath in court. Hearsay involves out-of-court statements introduced to prove the truth of the matter asserted, but here the statement is made directly in court and is subject to cross-examination.
20	On the issue of the faultiness of the designed house, the drawing the witness made on the stand during testimony.	No	Statement made in-court	No	The drawing made by the witness on the stand during testimony is not hearsay because it is not an out-of-court statement. Hearsay involves statements made outside of the current court proceedings to prove the truth of the matter asserted. Since the drawing is created in court and is part of the witness's direct testimony, it does not fall under the definition of hearsay.
21	On the issue of which of the defendants was responsible for driving the get-away car, the fact that the witness on the stand turned and pointed to the man in the blue suit.	No	Statement made in-court	No	The witness's act of pointing to the man in the blue suit is not an out-of-court statement but rather a demonstrative act. It is not being introduced to prove the truth of any matter asserted through words, but rather to identify a person. Therefore, it does not fall under the definition of hearsay.
22	On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual.	No	Statement made in-court	No	Jim's statement on cross-examination is not hearsay because it is his own statement made during the trial, not an out-of-court statement being introduced to prove the truth of the matter asserted. The statement reflects Jim's personal belief and is offered to show his perception of Ana's honesty, not to prove that Ana actually lied.
23	On the issue of whether Daniel drove negligently, the fact that Daniel testified during the trial that he told his wife he was tired before driving into a tree.	No	Statement made in-court	No	Daniel's testimony about what he told his wife is not hearsay because it is his own statement and he is testifying about it in court. Hearsay involves an out-of-court statement made by someone other than the testifying witness, introduced to prove the truth of the matter asserted. Since Daniel is the one testifying about his own statement, it does not fall under the hearsay rule.
24	On the issue of whether Carl had knowledge of Amy's intentions, Carl told the questioning attorney on redirect examination that he knew Amy's intentions.	No	Statement made in-court	No	Carl's statement to the attorney on redirect examination is not hearsay because it is a statement made by a witness under oath during the trial. Hearsay involves out-of-court statements introduced to prove the truth of the matter asserted, but Carl's statement is made in court and subject to cross-examination.
25	"On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."""	No	Statement made in-court	No	Nancy's statement in court, 'I was attacked by Sandra,' is not hearsay because it is a statement made by the declarant (Nancy) while testifying at the trial or hearing. Hearsay involves out-of-court statements introduced to prove the truth of the matter asserted, but Nancy's statement is made in court and is subject to cross-examination.
26	During the trial, Mark nodded when asked if it was him who vandalized Emily's garage.	No	Statement made in-court	No	Mark's nodding in response to a question about whether he vandalized Emily's garage is not hearsay. Hearsay involves an out-of-court statement being used to prove the truth of the matter asserted. Here, Mark's nod is a non-verbal conduct that is an adoptive admission, which is an exception to the hearsay rule. It is considered an admission by a party-opponent and is not excluded by the hearsay rule.
27	On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before.	No	Statement made in-court	No	James's testimony about his own actions and statements is not hearsay because it is a statement made by a party-opponent. Hearsay involves out-of-court statements introduced to prove the truth of the matter asserted, but here, James is testifying about his own experiences and observations, which are not considered hearsay.
28	"On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines worked."""	No	Statement made in-court	No	Will's statement to the jury that he 'didn't know the first thing about how medicines worked' is not hearsay because it is a statement made by Will himself while testifying in court. Hearsay involves out-of-court statements introduced to prove the truth of the matter asserted, but here, Will is directly testifying about his own knowledge, which is not an out-of-court statement.
29	On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty.	No	Statement made in-court	Yes	Alex's statement that he believed the defendant was guilty is an out-of-court statement being introduced to prove the truth of the matter asserted, namely, the defendant's guilt. This fits the definition of hearsay, as it is not based on Alex's direct knowledge or observation but rather his belief, which is not admissible to prove the defendant's guilt.
30	When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use. 	No	Statement made in-court	No	Andrew's pointing out the escape routes on the floorplans during the trial is not hearsay because it is a statement made by a party-opponent (Andrew) during the trial. Statements made by a party-opponent are exceptions to the hearsay rule and are admissible as evidence.
31	"When asked if he was remorseful by his attorney, Adam testified that ""he regretted his actions."""	No	Statement made in-court	No	Adam's statement that 'he regretted his actions' is not hearsay because it is a statement made by the declarant (Adam) while testifying at the trial or hearing. Hearsay involves out-of-court statements introduced to prove the truth of the matter asserted, but Adam's statement is made in court and is subject to cross-examination.
32	On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell.	No	Statement made in-court	Yes	Margaret's testimony that she thought Donna was unwell is based on an out-of-court statement or observation made by Margaret. This statement is being introduced to prove the truth of the matter asserted, namely that Donna was indeed ill. Therefore, it qualifies as hearsay under the hearsay rule.
33	On the issue of the sanity of Deborah, the fact that Deborah told her friend that she is completely sane.	Yes	Standard hearsay	Yes	Deborah's statement to her friend that she is completely sane is an out-of-court statement being introduced to prove the truth of the matter asserted, which is her sanity. According to the hearsay rule, such statements are considered hearsay unless an exception applies.
34	On the issue of whether Joshua's friend was attacked by Ashley, the fact that Joshua's friend told Joshua that he was just attacked by Ashley.	Yes	Standard hearsay	Yes	The statement made by Joshua's friend to Joshua that he was attacked by Ashley is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Ashley attacked Joshua's friend. This fits the definition of hearsay, as it is being used to establish the fact of the attack.
35	To prove that Tom was in town, a witness testifies that her friend Susan told her Tom was in town.	Yes	Standard hearsay	Yes	The statement involves Susan's out-of-court assertion that Tom was in town, which is being introduced to prove the truth of the matter asserted, i.e., that Tom was indeed in town. This fits the definition of hearsay, as it is an out-of-court statement used to establish a fact.
36	To prove that Shirley committed fraud, the fact that she told her neighbor she was planning on tricking the defendant by selling them a fake handbag.	Yes	Standard hearsay	Yes	The statement that Shirley told her neighbor about planning to trick the defendant by selling a fake handbag is an out-of-court statement. It is being introduced to prove the truth of the matter asserted, namely that Shirley committed fraud. Therefore, it qualifies as hearsay.
37	To prove that Stephen drove his car through a stoplight, the fact that Stephen told his wife on the phone that he was not paying attention to the road.	Yes	Standard hearsay	Yes	Stephen's statement to his wife on the phone is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Stephen was not paying attention to the road, which is relevant to whether he drove through a stoplight. This fits the definition of hearsay as it is being used to establish a fact in court based on an out-of-court statement.
38	"On the issue of whether Henry negligently hit Kelly with his car, Kelly's statement, ""a witness told me after the crash that Henry was on his cell phone while driving."""	Yes	Standard hearsay	Yes	Kelly's statement is hearsay because it is an out-of-court statement made by a witness, introduced to prove the truth of the matter asserted, namely that Henry was on his cell phone while driving. The statement is not being used to prove that Kelly heard it, but rather to establish Henry's negligence.
39	On the issue of whether Sean knew he was going to die, the fact that he called his lawyer wanting to make final changes to his will.	Yes	Standard hearsay	No	The fact that Sean called his lawyer to make final changes to his will is not hearsay because it is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is an action taken by Sean that may be used to infer his state of mind or belief about his impending death. The call itself is not being used to prove the truth of any statement made during the call, but rather to show Sean's intent or belief at the time.
40	To prove that Alice was planning a robbery, the fact that she told Bob she was researching escape routes.	Yes	Standard hearsay	Yes	The statement that Alice told Bob she was researching escape routes is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Alice was planning a robbery. This fits the definition of hearsay, as it is being used to establish Alice's intent or plan.
41	To prove that Bruce committed medical malpractice, the fact that he told a nurse after the surgery that he thought he made a mistake.	Yes	Standard hearsay	Yes	The statement made by Bruce to the nurse is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Bruce committed medical malpractice. Since it is being used to establish the fact that Bruce made a mistake during surgery, it falls under the definition of hearsay.
42	To prove that Alice suffered reputational harm, the fact that people were telling Bob that they had heard bad things about Alice.	Yes	Standard hearsay	Yes	The statement involves people telling Bob that they had heard bad things about Alice, which is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Alice suffered reputational harm. This fits the definition of hearsay because it relies on the truth of what was heard by others, rather than direct evidence of reputational harm.
43	To prove that the Denise and Tom were married, the fact that Amber sent them a card congratulating them on their wedding.	Yes	Standard hearsay	Yes	The card sent by Amber congratulating Denise and Tom on their wedding is an out-of-court statement. It is being introduced to prove the truth of the matter asserted, namely that Denise and Tom were married. Therefore, it qualifies as hearsay.
44	To prove that Alex owned a red car, the fact that she sent an email to her mother explaining how she was planning on purchasing a red car.	Yes	Standard hearsay	Yes	The email sent by Alex to her mother is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Alex owned a red car. Since the statement is being used to establish ownership, it falls under the definition of hearsay.
45	On the issue of whether the accident was a result of negligence, a bystander's exclamation that driver was looking down at their phone while driving.	Yes	Standard hearsay	No	The bystander's exclamation is likely considered an excited utterance, which is an exception to the hearsay rule. Excited utterances are statements made in response to a startling event while the declarant is under the stress of excitement caused by the event, and they are deemed reliable because the declarant does not have the opportunity to fabricate. Therefore, the bystander's statement about the driver looking down at their phone while driving is not considered hearsay.
46	"On the issue of whether Henry committed insider trading, Alice's statement to Bob that Henry told her he had a ""great tip about what a certain stock was going to do."" "	Yes	Standard hearsay	Yes	Alice's statement to Bob about what Henry told her is hearsay because it is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Henry had insider information about a stock. The statement is being used to show that Henry had access to non-public information, which is relevant to the issue of insider trading.
47	On the issue of whether Jane knew that Arthur was having an affair, the fact that Bob told Jane he suspected Arthur was up to something.	No	Not introduced to prove truth	Yes	The statement involves Bob telling Jane that he suspected Arthur was up to something, which is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Jane knew about Arthur's affair. Since the statement is being used to establish Jane's knowledge, it qualifies as hearsay.
48	On the issue of whether Mary was Tom's mother, the fact that Albert told Mary that Tom looked like her.	Yes	Standard hearsay	Yes	The statement made by Albert to Mary that Tom looked like her is an out-of-court statement being introduced to prove the truth of the matter asserted, namely, that Mary was Tom's mother. Since it is being used to establish a fact about Mary's relationship to Tom, it qualifies as hearsay under the hearsay rule.
49	Alex is being sued for breach of contract relating to a delay in the shipment of mangos. To prove that the shipment was delayed, a witness for the plaintiffs testifies that he heard Alex complain about not being able to deliver the mangos in time. 	Yes	Standard hearsay	Yes	The witness's testimony about what Alex said regarding the delay in delivering the mangos is an out-of-court statement introduced to prove the truth of the matter asserted, namely, that the shipment was delayed. This fits the definition of hearsay, as it relies on Alex's statement to establish the fact of the delay.
50	Alex is being prosecuted for participation in a criminal conspiracy. To prove that Alex participated in the conspiracy, the prosecution's witness testifies that she heard Alex making plans to meet with his co-conspirators.	Yes	Standard hearsay	Yes	The testimony about Alex making plans to meet with his co-conspirators is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Alex participated in the conspiracy. This fits the definition of hearsay. However, it's important to note that there are exceptions to the hearsay rule, such as statements made by a co-conspirator during and in furtherance of the conspiracy, which might apply here.
51	Dave is being sued by Taylor Swift for copyright infringement. To prove that Dave had listened to Taylor Swift, the plaintiffs introduced evidence of Dave telling his friend that his favorite artist was Taylor Swift.	Yes	Standard hearsay	Yes	The statement that Dave made to his friend about Taylor Swift being his favorite artist is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Dave had listened to Taylor Swift. This fits the definition of hearsay, as it is being used to establish a fact (Dave's familiarity with Taylor Swift's music) based on an out-of-court statement.
52	Angela is suing Harold for defamation. To prove that Harold knowingly spread falsehoods about her, Angela introduces evidence of Harold admitting to his friend that his statements about Angela were all lies.	Yes	Standard hearsay	Yes	The statement that Harold made to his friend admitting that his statements about Angela were lies is an out-of-court statement. It is being introduced to prove the truth of the matter asserted, namely that Harold knowingly spread falsehoods about Angela. Therefore, it qualifies as hearsay.
53	Joe is being prosecuted for illegally transporting turtle eggs under an animal trafficking statute. To prove that Joe owned the duffel bag in which contained the turtle eggs, the prosecution introduces evidence of Joe asking a store-owner if they carried any duffel bags.	No	Not introduced to prove truth	No	Joe asking the store-owner if they carried any duffel bags is not hearsay because it is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is being used to show Joe's ownership or connection to the duffel bag, which is a permissible non-hearsay purpose.
54	"Corporation A decides to sue Corporation B for stealing trade secrets. To prove that B did it, lawyers for A introduce as evidence a statement made by B's CEO to one of his friends that B ""would soon have the ability to compete with A."" "	Yes	Standard hearsay	Yes	The statement made by B's CEO to his friend is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Corporation B intended to compete with Corporation A by using the trade secrets. This fits the definition of hearsay, as it is being used to show B's intent and capability to compete, which is central to the case.
55	Kim is sued by Jim for medical malpractice. To prove that Kim was a bad doctor, Jim introduces evidence that Kim told her friend that she cheated on all her medical school exams.	Yes	Standard hearsay	Yes	The statement that Kim made to her friend about cheating on medical school exams is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Kim was a bad doctor. This fits the definition of hearsay, as it is being used to establish Kim's character and competence as a doctor based on her alleged past actions.
56	"To prove that Albert likes ice cream, the prosecution introduces evidence that Albert told Jim that ""he wanted an ice cream."""	Yes	Standard hearsay	Yes	The statement that Albert told Jim he wanted an ice cream is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Albert likes ice cream. According to the hearsay rule, such statements are considered hearsay unless an exception applies.
57	To prove that Jose liked red Ferraris, the defense introduces testimony from Tracy discussing how Jose told her that his favorite color is red and his favorite car is a Ferrari.	Yes	Standard hearsay	Yes	The testimony from Tracy about what Jose told her is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Jose liked red Ferraris. Since the statement is being used to establish Jose's preference, it falls under the definition of hearsay.
58	"To prove that Michael was in charge of the group, the plaintiffs introduce evidence of Michael stating, ""I am the boss here."""	Yes	Standard hearsay	No	Michael's statement, 'I am the boss here,' is not hearsay because it is an out-of-court statement offered to prove the truth of the matter asserted, but it is a statement made by a party opponent. Under the hearsay rule, statements made by a party opponent are excluded from the definition of hearsay and can be used against them in court.
59	On the issue of whether Sandy knew that the cash belonged to Michael, Amy testifies that Sandy told her he thought he had Michael's cash.	Yes	Standard hearsay	Yes	The statement that Sandy told Amy he thought he had Michael's cash is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Sandy knew the cash belonged to Michael. This fits the definition of hearsay, as it is being used to establish Sandy's knowledge about the ownership of the cash.
60	On the issue of whether the brakes were faulty, Amy testifies that she heard Arthur claim that he thought something was wrong with the car.	Yes	Standard hearsay	Yes	Amy's testimony about what Arthur claimed is an out-of-court statement introduced to prove the truth of the matter asserted, namely that the brakes were faulty. Since the statement is being used to establish the condition of the brakes, it falls under the definition of hearsay.
61	To prove that the CEO knew of the fraudulent activities occuring, an email he sent his acknowledging his awareness of the conduct.	Yes	Non-verbal hearsay	No	The email sent by the CEO acknowledging his awareness of the fraudulent activities is not hearsay. It is a statement made by the party-opponent (the CEO) and is being used to prove the truth of the matter asserted (that the CEO knew of the fraudulent activities). Statements made by a party-opponent are exceptions to the hearsay rule.
62	On the issue of whether the defendant knew he was trespassing, the fact that he shook his head when asked by a passing security guard about whether he knew he was on private property.	Yes	Non-verbal hearsay	Yes	The statement involves an out-of-court statement (the defendant shaking his head in response to the security guard's question) introduced to prove the truth of the matter asserted (that the defendant knew he was trespassing). This fits the definition of hearsay as it is an out-of-court statement used to establish the defendant's knowledge of trespassing.
63	To prove that the insured under a life policy is dead, his wife offers a death certificate.	Yes	Non-verbal hearsay	No	A death certificate is generally considered an exception to the hearsay rule under the public records exception. It is an official document created by a public office, and its purpose is to record the fact of death, which is a matter of public record. Therefore, it is admissible to prove the insured's death without being considered hearsay.
64	On the issue of which car was responsible for the hit and run, the fact that a bystander turned and pointed to a blue sedan.	Yes	Non-verbal hearsay	No	The bystander's act of pointing to a blue sedan is not an out-of-court statement but rather a non-verbal conduct intended to identify a vehicle. Non-verbal conduct, such as gestures, can be used to identify a person or object and is not considered hearsay under the hearsay rule.
65	To prove that the defendant was present at the scene of the crime, a forensics report describing traces of the defendant's DNA that was found by investigators.	Yes	Non-verbal hearsay	No	The forensics report describing traces of the defendant's DNA is not hearsay because it is not an out-of-court statement introduced to prove the truth of the matter asserted. Instead, it is a scientific analysis of physical evidence. The report itself is used to establish the presence of the defendant's DNA at the crime scene, which is a factual finding rather than a statement made by someone.
66	To prove that the student was a terrible student, the mid-term report written by his teacher.	Yes	Non-verbal hearsay	No	The mid-term report written by the teacher is not considered hearsay because it is a document created by a party with direct knowledge of the student's performance. The report is being used to show the student's academic performance, not to prove the truth of any out-of-court statement made by the teacher. Therefore, it falls under an exception to the hearsay rule as a business record or an educational record.
67	On the issue of whether Albert visited the garage sale, the fact that Tom wrote in an email to Mary that he saw Albert at the garage sale.	Yes	Non-verbal hearsay	Yes	Tom's email to Mary stating that he saw Albert at the garage sale is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Albert visited the garage sale. This fits the definition of hearsay, as it is an out-of-court statement used to establish a fact in the case.
68	On the issue of whether Albert supported environmental reform, the fact that his car has many stickers with environmental slogans.	Yes	Non-verbal hearsay	No	The presence of stickers with environmental slogans on Albert's car is not an out-of-court statement. It is physical evidence that can be used to infer Albert's support for environmental reform, rather than a statement made by someone else to prove the truth of the matter asserted.
69	On the issue of whether Albert bought a knife, Angela testified that he shook his head when she asked him.	Yes	Non-verbal hearsay	No	Hearsay involves an out-of-court statement introduced to prove the truth of the matter asserted. In this case, Angela's testimony about Albert's non-verbal response (shaking his head) is not a statement but an observation of his behavior. Therefore, it does not qualify as hearsay.
70	On the issue of Albert's wellbeing after the accident, Angela testified that he gave a thumbs up when asked how he was feeling.	Yes	Non-verbal hearsay	No	Angela's testimony about Albert's thumbs up is not hearsay because it is not an out-of-court statement being used to prove the truth of the matter asserted. Instead, it is a non-verbal conduct intended as an assertion, which can be considered an exception to the hearsay rule. The thumbs up is a direct observation of Albert's response to how he was feeling, rather than a statement made outside of court.
71	Albert is being sued by Tim for breach of contract. The issue is whether Albert knew at the time signing the contract that he had no intention of following through. Tim's lawyers introduce an email Albert wrote to his friend saying he wasn't planning on honoring the contract with Tim.	Yes	Non-verbal hearsay	Yes	The email Albert wrote to his friend is an out-of-court statement being introduced to prove the truth of the matter asserted, namely that Albert had no intention of honoring the contract. This fits the definition of hearsay, as it is being used to demonstrate Albert's state of mind at the time of signing the contract.
72	On the issue of whether factory management had underpaid its workers, the fact that workers carried signs during a protest demanding equitable compensation.	No	Not introduced to prove truth	No	The workers carrying signs during a protest is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, it is direct evidence of the workers' beliefs and demands, which can be relevant to the issue of whether they were underpaid. The signs themselves are not being used to prove the truth of any statement made on them, but rather to show the workers' collective stance and actions.
73	On the issue of whether Albert liked Taylor Swift, a social media post written by Albert describing Taylor as his favorite artist.	Yes	Non-verbal hearsay	No	The social media post written by Albert is a statement made by Albert himself, and it is being used to show Albert's opinion or preference, not to prove the truth of any matter asserted in the statement. Since the statement is made by the party in question (Albert) and is being used to demonstrate his own feelings or beliefs, it does not qualify as hearsay.
74	On the issue of whether Tom identified the suspect at the scene of the crime, the fact that he pointed at the defendant.	No	Not introduced to prove truth	No	Tom's act of pointing at the defendant is not an out-of-court statement; it is a non-verbal conduct intended to identify a person. Hearsay involves statements made outside of court to prove the truth of the matter asserted, and here, the conduct itself is being used as evidence of identification, not a statement.
75	On the issue of the sanity of Bobby, the fact that Bobby told a friend that she believed she was Santa Clause.	Yes	Standard hearsay	No	Bobby's statement to her friend that she believed she was Santa Clause is not hearsay when offered to prove her sanity. This is because the statement is being used to show Bobby's state of mind, not to prove the truth of the matter asserted (i.e., that she actually is Santa Clause). Statements that reflect the declarant's then-existing state of mind, emotion, sensation, or physical condition are exceptions to the hearsay rule.
76	On the issue of whether Vincent was provoked by Roy, the fact that Vincent was told by his friend that he had just been attacked by Roy.	No	Not introduced to prove truth	Yes	The statement that Vincent was told by his friend that he had just been attacked by Roy is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Vincent was provoked by Roy. Since the statement is being used to establish Vincent's state of mind or reaction to an alleged provocation, it falls under the definition of hearsay.
77	On the issue of whether Kayla knew she was ill, the fact that Philip told him she was unwell.	No	Not introduced to prove truth	Yes	The statement involves Philip telling Kayla that she was unwell, which is an out-of-court statement introduced to prove the truth of the matter asserted, namely that Kayla was ill. Since the statement is being used to establish Kayla's knowledge of her illness, it qualifies as hearsay under the hearsay rule.
78	"On the issue of damage to Mason's reputation as a sober individual, Lori's public statement, ""I have never seen Mason drink."""	No	Not introduced to prove truth	No	Lori's statement, 'I have never seen Mason drink,' is not hearsay because it is a direct statement made by Lori herself, not an out-of-court statement introduced to prove the truth of the matter asserted. The statement is being used to support the assertion about Mason's reputation, but it is not being introduced through another person's testimony about what Lori said.
79	"On the issue of whether Gerald was alive immediately after being attacked by Kathryn, Gerald's statement, ""I was attacked by Kathryn."""	No	Not introduced to prove truth	No	Gerald's statement, 'I was attacked by Kathryn,' is not hearsay because it is an out-of-court statement made by the declarant (Gerald) himself, and it is being offered to prove the truth of the matter asserted (that he was attacked by Kathryn). Additionally, this statement could fall under the 'excited utterance' or 'present sense impression' exceptions to the hearsay rule, as it was made immediately after the event and reflects Gerald's condition at that time.
80	"On issue of Dylan's ill feeling toward Andrew, Dylan's statement, ""Andrew is a liar and a hypocrite."""	No	Not introduced to prove truth	No	Dylan's statement, 'Andrew is a liar and a hypocrite,' is not hearsay if it is being used to show Dylan's state of mind or ill feeling toward Andrew, rather than to prove the truth of Andrew being a liar and a hypocrite. Hearsay involves an out-of-court statement introduced to prove the truth of the matter asserted, but here the statement is relevant to demonstrate Dylan's feelings or attitude.
