index	text	gold_answer	slice	llm_answer	llm_explanation
10	On the issue of how long Joseph and Thomas had known each other, the fact that were neighbors during elementary school.	No	Non-assertive conduct	No	The fact that Joseph and Thomas were neighbors during elementary school is not a statement, and therefore cannot be considered hearsay. This information is a historical fact about their relationship and does not assert the truth of any matter. As a result, it does not meet the definition of hearsay under the Federal Rules of Evidence.
11	On the issue of whether Susan was familiar with Shakespeare, the fact that she had once played the role of Macbeth and recieved a standing ovation after her monologue.	No	Non-assertive conduct	No	The fact that Susan played the role of Macbeth and received a standing ovation is not a statement, out-of-court or otherwise, and thus does not meet the criteria for hearsay. This evidence is more about Susan's actions and their consequences rather than an assertion about something. It can be used to infer her familiarity with Shakespeare without relying on the truth of any out-of-court statement.
12	On the issue of whether Jessica was aware she was trespassing, the fact that Jessica had been diagnosed as near-sighted by her ophthalmologist.	No	Non-assertive conduct	Yes	The statement about Jessica's diagnosis is an out-of-court statement offered to prove the truth of the matter asserted, which is that Jessica was aware she was trespassing due to her visual limitation. This meets the definition of hearsay. The diagnosis is being used to prove Jessica's awareness, making it hearsay unless an exception applies.
13	On the issue of whether Sarah was acting as an agent for the corporation, the fact that Sarah had worked there previously for four years.	No	Non-assertive conduct	No	The fact that Sarah had worked at the corporation previously for four years is not a statement, and thus it does not meet the definition of hearsay. This information is being offered to establish Sarah's relationship with the corporation, not to prove the truth of any out-of-court statement. It is circumstantial evidence that can help establish agency.
14	On the issue of whether Charles was responsible for the defamatory article published online, the fact that Charles had visited the website responsible for the article multiple times in the past year.	No	Non-assertive conduct	No	The fact that Charles visited the website multiple times is not a statement, and therefore cannot be considered hearsay. This evidence is more related to Charles' potential involvement or interest in the website's content. It does not assert the truth of any matter related to the defamatory article itself.
15	On the issue of whether Karen negligently operated the forklift, the fact that Karen is a terrible driver who needed several tries to pass her commercial license test.	No	Non-assertive conduct	Yes	The statement about Karen being a terrible driver and needing several tries to pass her commercial license test is an out-of-court statement offered to prove the truth of the matter asserted, which is her negligent operation of the forklift. This statement is hearsay because it is being used to establish the truth of Karen's driving abilities. As hearsay, it would be inadmissible unless it falls under an exception to the hearsay rule.
16	On the issue of whether the patent was infringed, the fact that the corporation's chief scientist was known to cheat at card games.	No	Non-assertive conduct	Yes	The statement about the chief scientist cheating at card games is an out-of-court statement offered to prove the truth of the matter asserted, which is the character of the chief scientist and potentially the corporation's ethics. This is irrelevant to the issue of patent infringement. The statement does not fit any exception to the hearsay rule that would make it admissible.
17	On the issue of whether Christopher acted with malice, the fact that Christopher was often moody and had a large temper.	No	Non-assertive conduct	No	The statement about Christopher being often moody and having a large temper is not an out-of-court statement offered to prove the truth of the matter asserted, but rather a character trait. This characteristic is being used to infer Christopher's potential behavior, not to prove the truth of a specific statement. Therefore, it does not meet the definition of hearsay.
18	On the issue of whether the parties had actually agreed to the contract, the fact that one of the parties had mistaken the identity of the other party.	No	Non-assertive conduct	No	The statement regarding the mistaken identity of one of the parties is not being offered to prove the truth of the matter asserted, but rather to establish the parties' understanding or lack thereof regarding the contract. This distinction is crucial as it does not fit the definition of hearsay. The evidence is being used to show the party's state of mind or their mistake, not to prove the truth of what was said.
19	On the issue of which car was responsible for a hit-and-run, the witness's statement in court that she believed it was the blue sedan.	No	Statement made in-court	No	The witness's statement in court is not hearsay because it is a direct, in-court statement made by the witness, and thus it does not involve an out-of-court statement being offered for the truth of the matter asserted. The witness is subject to cross-examination, which further supports its admissibility as non-hearsay. This direct testimony is a fundamental part of the evidence presented in court proceedings.
20	On the issue of the faultiness of the designed house, the drawing the witness made on the stand during testimony.	No	Statement made in-court	No	The drawing made by the witness on the stand is not an out-of-court statement, and it is not being offered to prove the truth of the matter asserted. Instead, it is a demonstrative exhibit created during the testimony to illustrate the witness's testimony. As such, it does not meet the definition of hearsay under the Federal Rules of Evidence.
21	On the issue of which of the defendants was responsible for driving the get-away car, the fact that the witness on the stand turned and pointed to the man in the blue suit.	No	Statement made in-court	No	The witness's action of pointing to the man in the blue suit is a non-verbal statement, but it is not an out-of-court statement as it is being made in court. This gesture is being used to identify a person in the courtroom, not to prove the truth of the matter asserted. Therefore, it does not meet the definition of hearsay.
22	On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual.	No	Statement made in-court	No	Jim's statement on cross-examination that he did not believe Ana to be an honest individual is not hearsay because it is not an out-of-court statement offered to prove the truth of the matter asserted, but rather a statement made by a witness during trial. This statement is being used to show Jim's state of mind or his perception of Ana's character, not to prove the truth of the matter asserted. As such, it does not meet the definition of hearsay under the Federal Rules of Evidence.
23	On the issue of whether Daniel drove negligently, the fact that Daniel testified during the trial that he told his wife he was tired before driving into a tree.	No	Statement made in-court	Yes	The statement was made out-of-court by Daniel to his wife, and it is being offered to prove the truth of the matter asserted, which is that Daniel was tired while driving. This statement is an out-of-court assertion being used for its truth, fitting the definition of hearsay. The fact that Daniel himself is testifying about what he told his wife does not change the hearsay nature of the original statement.
24	On the issue of whether Carl had knowledge of Amy's intentions, Carl told the questioning attorney on redirect examination that he knew Amy's intentions.	No	Statement made in-court	No	The statement is made by Carl, the witness, while testifying under oath, and is not an out-of-court statement. As a party's own statement, it does not fall under the definition of hearsay. The statement is admissible as it is Carl's own testimony regarding his knowledge of Amy's intentions.
25	"On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."""	No	Statement made in-court	No	The statement was made by Nancy in court, which means it is not an out-of-court statement. As a result, it does not meet the definition of hearsay. The statement is direct testimony and is admissible as evidence.
26	During the trial, Mark nodded when asked if it was him who vandalized Emily's garage.	No	Statement made in-court	No	Mark's nod is a non-verbal statement made by the declarant while testifying at trial, and as such, it is not considered an out-of-court statement. Since it was made in court, it does not meet the definition of hearsay. The nod is being used to prove Mark's admission of vandalizing Emily's garage.
27	On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before.	No	Statement made in-court	No	James' testimony about being on vacation and last speaking to Emily the week before is not hearsay because it is a direct statement from James, who is testifying on the stand, and is not an out-of-court statement offered to prove the truth of the matter asserted. As a witness on the stand, James' statements are considered direct evidence, not hearsay. This testimony is admissible as it comes from the witness' own mouth under oath.
28	"On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines worked."""	No	Statement made in-court	No	The statement is not being offered to prove the truth of the matter asserted about the company's intentions or the drug trials, but rather to show Will's lack of knowledge about medicines. This distinction takes it out of the definition of hearsay. The statement is Will's own testimony about his personal knowledge or lack thereof.
29	On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty.	No	Statement made in-court	No	The statement made by Alex is not hearsay because it is not an out-of-court statement offered to prove the truth of the matter asserted. Alex's belief about the defendant's guilt is his own opinion, expressed while testifying in court. As a witness's direct statement, it does not meet the criteria for hearsay.
30	When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use. 	No	Statement made in-court	No	The statement made by Andrew is not hearsay because it is a direct admission by a party opponent, which is excluded from the definition of hearsay under the Federal Rules of Evidence. As Andrew is pointing out the escape routes during the trial, his statement is considered a direct statement and not an out-of-court statement offered to prove the truth of the matter asserted. This falls under Rule 801(d)(2) of the Federal Rules of Evidence, which considers statements by a party opponent as non-hearsay.
31	"When asked if he was remorseful by his attorney, Adam testified that ""he regretted his actions."""	No	Statement made in-court	No	The statement made by Adam is not hearsay because it is his own testimony, making it a direct statement rather than an out-of-court statement offered to prove the truth of the matter asserted. As a party's own statement, it does not fall under the definition of hearsay. It is considered firsthand evidence from the person involved.
32	On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell.	No	Statement made in-court	No	Margaret's testimony that she thought Donna was unwell is not hearsay because it is not an out-of-court statement, but rather testimony given during trial. As a witness, Margaret is subject to cross-examination, which allows for testing of her statement's credibility. This live testimony does not fall under the definition of hearsay.
33	On the issue of the sanity of Deborah, the fact that Deborah told her friend that she is completely sane.	Yes	Standard hearsay	Yes	The statement is an out-of-court declaration offered to prove the truth of the matter asserted, which is Deborah's sanity. This statement is being used to prove that Deborah is sane, making it hearsay. As it does not fall under any exclusion or exception that has been mentioned, it is considered hearsay.
34	On the issue of whether Joshua's friend was attacked by Ashley, the fact that Joshua's friend told Joshua that he was just attacked by Ashley.	Yes	Standard hearsay	Yes	The statement was made out-of-court by Joshua's friend, and it is being offered to prove the truth of the matter asserted, which is that Ashley attacked Joshua's friend. This meets the definition of hearsay under the Federal Rules of Evidence. As a result, the statement is considered hearsay unless an exception applies.
35	To prove that Tom was in town, a witness testifies that her friend Susan told her Tom was in town.	Yes	Standard hearsay	Yes	The statement was made by Susan, who is not the witness testifying, and it is being offered to prove the truth of the matter asserted, which is that Tom was in town. This out-of-court statement is being used to establish the truth of its contents, fitting the definition of hearsay. As a result, the testimony about what Susan said is considered hearsay.
36	To prove that Shirley committed fraud, the fact that she told her neighbor she was planning on tricking the defendant by selling them a fake handbag.	Yes	Standard hearsay	Yes	The statement is an out-of-court declaration made by Shirley to her neighbor, and it is being offered to prove the truth of the matter asserted, which is that Shirley planned to trick the defendant. This meets the definition of hearsay under the Federal Rules of Evidence. As a result, the statement is considered hearsay unless it falls under an exception.
37	To prove that Stephen drove his car through a stoplight, the fact that Stephen told his wife on the phone that he was not paying attention to the road.	Yes	Standard hearsay	Yes	The statement is an out-of-court declaration made by Stephen to his wife, and it is being offered to prove the truth of the matter asserted, which is that Stephen was not paying attention to the road when he drove through the stoplight. This statement meets the definition of hearsay under the Federal Rules of Evidence. As such, it would be considered hearsay unless it falls under an exception.
38	"On the issue of whether Henry negligently hit Kelly with his car, Kelly's statement, ""a witness told me after the crash that Henry was on his cell phone while driving."""	Yes	Standard hearsay	Yes	The statement is an out-of-court statement offered to prove the truth of the matter asserted, which is that Henry was on his cell phone while driving. The statement is being offered to prove Henry's negligence, and it is a statement made by someone other than the witness, which makes it hearsay. The fact that Kelly is relaying what a witness told her does not change the fact that it is an out-of-court statement being used for its truth.
39	On the issue of whether Sean knew he was going to die, the fact that he called his lawyer wanting to make final changes to his will.	Yes	Standard hearsay	Yes	The statement about Sean wanting to make final changes to his will is an out-of-court statement offered to prove the truth of the matter asserted, which is that Sean knew he was going to die. This meets the definition of hearsay under the Federal Rules of Evidence. As it is being used to prove Sean's state of mind regarding his impending death, it is considered hearsay unless an exception applies.
40	To prove that Alice was planning a robbery, the fact that she told Bob she was researching escape routes.	Yes	Standard hearsay	Yes	The statement was made out-of-court by Alice, and it is being offered to prove the truth of the matter asserted, which is that she was planning a robbery. This statement is an out-of-court assertion being used to prove the truth of the matter, fitting the definition of hearsay. As such, it does not fall under any exclusion or exception that would automatically make it admissible.
41	To prove that Bruce committed medical malpractice, the fact that he told a nurse after the surgery that he thought he made a mistake.	Yes	Standard hearsay	Yes	The statement was made out-of-court by Bruce to a nurse, and it is being offered to prove the truth of the matter asserted, which is that Bruce committed medical malpractice. This statement is an admission by a party opponent, but in this context, it's being used to prove the truth of the matter asserted, thus fitting the definition of hearsay. However, it may still be admissible under a specific exception.
42	To prove that Alice suffered reputational harm, the fact that people were telling Bob that they had heard bad things about Alice.	Yes	Standard hearsay	Yes	The statement is an out-of-court assertion that people told Bob they had heard bad things about Alice, and it is being offered to prove the truth of the matter asserted, which is the reputational harm suffered by Alice. This meets the definition of hearsay under the Federal Rules of Evidence. The fact that it is a statement about what others said they heard makes it hearsay.
43	To prove that the Denise and Tom were married, the fact that Amber sent them a card congratulating them on their wedding.	Yes	Standard hearsay	Yes	The statement is an out-of-court assertion by Amber, and it is being offered to prove the truth of the matter asserted, namely that Denise and Tom were married. This meets the definition of hearsay. The fact that Amber sent a congratulatory card is being used as evidence to prove the marriage, which makes it hearsay.
44	To prove that Alex owned a red car, the fact that she sent an email to her mother explaining how she was planning on purchasing a red car.	Yes	Standard hearsay	Yes	The email is an out-of-court statement offered to prove the truth of the matter asserted, which is that Alex was planning on purchasing a red car. This statement is being used to prove Alex's intention, making it hearsay. As it does not fall under an exception, it is considered hearsay.
45	On the issue of whether the accident was a result of negligence, a bystander's exclamation that driver was looking down at their phone while driving.	Yes	Standard hearsay	Yes	The bystander's statement is an out-of-court declaration offered to prove the truth of the matter asserted, which is that the driver was negligent. This statement is being used to establish the driver's actions at the time of the accident, making it hearsay. As it does not fall under an exception, it is considered hearsay.
46	"On the issue of whether Henry committed insider trading, Alice's statement to Bob that Henry told her he had a ""great tip about what a certain stock was going to do."" "	Yes	Standard hearsay	Yes	The statement is an out-of-court declaration offered to prove the truth of the matter asserted, which is that Henry had insider information about the stock. This statement is being used to prove Henry's guilt of insider trading, making it hearsay. The statement is a second-hand account of what Henry allegedly told Alice, which further supports its classification as hearsay.
47	On the issue of whether Jane knew that Arthur was having an affair, the fact that Bob told Jane he suspected Arthur was up to something.	No	Not introduced to prove truth	Yes	The statement is an out-of-court declaration by Bob, and it is being offered to prove the truth of the matter asserted, which is that Arthur was having an affair. This statement is hearsay because it is a second-hand report of Bob's suspicion, not a direct observation or fact. As such, it does not fall under any exclusion or exception to the hearsay rule that would allow its admission as evidence.
48	On the issue of whether Mary was Tom's mother, the fact that Albert told Mary that Tom looked like her.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement made by Albert, and it is being offered to prove the truth of the matter asserted, which is that Tom looks like Mary, implying a familial relationship. This statement is hearsay because it is an out-of-court statement offered to prove the truth of the matter asserted. The fact that Albert told Mary this information is being used to establish a fact about Tom's appearance and potential relationship to Mary.
49	Alex is being sued for breach of contract relating to a delay in the shipment of mangos. To prove that the shipment was delayed, a witness for the plaintiffs testifies that he heard Alex complain about not being able to deliver the mangos in time. 	Yes	Standard hearsay	No	The statement made by Alex is an admission by a party opponent, which is excluded from the definition of hearsay under the Federal Rules of Evidence. As Alex is the defendant, his statement complaining about not being able to deliver the mangos in time is considered a non-hearsay admission. This admission can be used against him to prove the delay in shipment.
50	Alex is being prosecuted for participation in a criminal conspiracy. To prove that Alex participated in the conspiracy, the prosecution's witness testifies that she heard Alex making plans to meet with his co-conspirators.	Yes	Standard hearsay	Yes	The witness's testimony about Alex making plans to meet with his co-conspirators is an out-of-court statement offered to prove the truth of the matter asserted, which is Alex's participation in the conspiracy. This statement is considered hearsay because it is a statement made by Alex outside of the courtroom and is being used to prove the truth of what he said. The testimony is being used to establish Alex's involvement in the conspiracy, making it hearsay.
51	Dave is being sued by Taylor Swift for copyright infringement. To prove that Dave had listened to Taylor Swift, the plaintiffs introduced evidence of Dave telling his friend that his favorite artist was Taylor Swift.	Yes	Standard hearsay	Yes	The statement was made out-of-court by Dave, and it is being offered to prove the truth of the matter asserted, which is that Dave had listened to Taylor Swift. This statement is an out-of-court assertion being used to prove the truth of the matter, fitting the definition of hearsay. As such, it does not fall under any exclusion or exception that would negate its classification as hearsay.
52	Angela is suing Harold for defamation. To prove that Harold knowingly spread falsehoods about her, Angela introduces evidence of Harold admitting to his friend that his statements about Angela were all lies.	Yes	Standard hearsay	Yes	The statement is an out-of-court admission by Harold to his friend, and it is being offered to prove the truth of the matter asserted, which is that Harold knowingly spread falsehoods about Angela. This meets the definition of hearsay under the Federal Rules of Evidence. The fact that it is an admission by a party opponent does make it admissible under an exception to the hearsay rule, but the statement itself is still considered hearsay.
53	Joe is being prosecuted for illegally transporting turtle eggs under an animal trafficking statute. To prove that Joe owned the duffel bag in which contained the turtle eggs, the prosecution introduces evidence of Joe asking a store-owner if they carried any duffel bags.	No	Not introduced to prove truth	No	The statement by Joe is an out-of-court statement, but it is not being offered to prove the truth of the matter asserted, which is that the duffel bag contained turtle eggs. Instead, it is being used to show Joe's interest in purchasing a duffel bag, which can be used to infer ownership of the bag found with the turtle eggs. This is an example of using a statement for a purpose other than proving the truth of the matter asserted, making it non-hearsay.
54	"Corporation A decides to sue Corporation B for stealing trade secrets. To prove that B did it, lawyers for A introduce as evidence a statement made by B's CEO to one of his friends that B ""would soon have the ability to compete with A."" "	Yes	Standard hearsay	Yes	The statement made by B's CEO to his friend is an out-of-court statement offered to prove the truth of the matter asserted, which is that Corporation B stole trade secrets from Corporation A. This statement is being used to infer B's intent or actions, making it hearsay. As it is an out-of-court statement used for its truth, it meets the definition of hearsay under the Federal Rules of Evidence.
55	Kim is sued by Jim for medical malpractice. To prove that Kim was a bad doctor, Jim introduces evidence that Kim told her friend that she cheated on all her medical school exams.	Yes	Standard hearsay	Yes	The statement was made out-of-court by Kim, and it is being offered to prove the truth of the matter asserted, which is that Kim was a bad doctor. This statement is an out-of-court assertion being used to prove the truth of the matter asserted, fitting the definition of hearsay. The fact that Kim made the statement to her friend does not change its hearsay status.
56	"To prove that Albert likes ice cream, the prosecution introduces evidence that Albert told Jim that ""he wanted an ice cream."""	Yes	Standard hearsay	Yes	The statement 'he wanted an ice cream' is an out-of-court statement offered to prove the truth of the matter asserted, which is that Albert likes ice cream. This meets the definition of hearsay under the Federal Rules of Evidence. As it is being used to prove Albert's desire for ice cream, which implies he likes it, the statement is considered hearsay.
57	To prove that Jose liked red Ferraris, the defense introduces testimony from Tracy discussing how Jose told her that his favorite color is red and his favorite car is a Ferrari.	Yes	Standard hearsay	Yes	The testimony from Tracy is an out-of-court statement offered to prove the truth of the matter asserted, which is that Jose likes red Ferraris. This statement is being used to establish Jose's preference, making it hearsay. Since Tracy is recounting what Jose told her, it is an out-of-court statement being used for its truth, fitting the definition of hearsay.
58	"To prove that Michael was in charge of the group, the plaintiffs introduce evidence of Michael stating, ""I am the boss here."""	Yes	Standard hearsay	Yes	The statement 'I am the boss here' is an out-of-court statement offered to prove the truth of the matter asserted, which is that Michael was in charge of the group. This meets the definition of hearsay under the Federal Rules of Evidence. As it is being used to prove Michael's role, it is considered hearsay.
59	On the issue of whether Sandy knew that the cash belonged to Michael, Amy testifies that Sandy told her he thought he had Michael's cash.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement offered to prove the truth of the matter asserted, which is that Sandy knew the cash belonged to Michael. Since Sandy's statement to Amy is being used to prove the truth of what Sandy said, it meets the definition of hearsay. This statement does not fall under any exclusion or exception that would make it non-hearsay.
60	On the issue of whether the brakes were faulty, Amy testifies that she heard Arthur claim that he thought something was wrong with the car.	Yes	Standard hearsay	Yes	Amy's testimony about Arthur's statement is an out-of-court statement offered to prove the truth of the matter asserted, which is that something was wrong with the car. This meets the definition of hearsay. The statement is being used to prove the truth of what Arthur claimed, making it hearsay.
61	To prove that the CEO knew of the fraudulent activities occuring, an email he sent his acknowledging his awareness of the conduct.	Yes	Non-verbal hearsay	No	The email is not hearsay because it is an out-of-court statement offered by the CEO himself, and it is being used to prove his awareness of the conduct, which is an exception to the hearsay rule as it is a statement by a party-opponent under Federal Rule of Evidence 801(d)(2). The email is considered an admission by a party-opponent, making it admissible as evidence. This exception allows the email to be used against the CEO without being considered hearsay.
62	On the issue of whether the defendant knew he was trespassing, the fact that he shook his head when asked by a passing security guard about whether he knew he was on private property.	Yes	Non-verbal hearsay	No	The defendant's action of shaking his head is a non-verbal conduct, not a statement. As it is not a statement, it does not meet the criteria for hearsay. This non-verbal response can be considered as evidence of the defendant's understanding or knowledge at the time.
63	To prove that the insured under a life policy is dead, his wife offers a death certificate.	Yes	Non-verbal hearsay	No	The death certificate is not hearsay because it is not being offered to prove the truth of the matter asserted, but rather to prove the fact of death. Under the Federal Rules of Evidence, official records like death certificates are admissible as an exception to the hearsay rule. The certificate's admission is based on its reliability and trustworthiness as an official document.
64	On the issue of which car was responsible for the hit and run, the fact that a bystander turned and pointed to a blue sedan.	Yes	Non-verbal hearsay	No	The bystander's action of turning and pointing to a blue sedan is a non-verbal statement, but it is not an assertion and does not convey a specific message about the past event. This gesture is more akin to a demonstrative act, which can be considered as evidence of the bystander's perception at the time. As it does not assert a specific fact about the hit and run, it does not qualify as hearsay.
65	To prove that the defendant was present at the scene of the crime, a forensics report describing traces of the defendant's DNA that was found by investigators.	Yes	Non-verbal hearsay	No	The forensics report is not hearsay because it is not a statement offered to prove the truth of the matter asserted, but rather an out-of-court report of a scientific finding. The report is being used to prove the defendant's presence through DNA evidence, which is a factual observation rather than a statement. As such, it does not meet the definition of hearsay under the Federal Rules of Evidence.
66	To prove that the student was a terrible student, the mid-term report written by his teacher.	Yes	Non-verbal hearsay	Yes	The mid-term report is an out-of-court statement written by the teacher, and it is being offered to prove the truth of the matter asserted, which is the student's performance. This meets the definition of hearsay under the Federal Rules of Evidence. As a written statement by the teacher, it is being used to prove the student was a terrible student, thus it is hearsay.
67	On the issue of whether Albert visited the garage sale, the fact that Tom wrote in an email to Mary that he saw Albert at the garage sale.	Yes	Non-verbal hearsay	Yes	The statement is an out-of-court declaration made by Tom in an email, and it is being offered to prove the truth of the matter asserted, which is that Albert visited the garage sale. This meets the definition of hearsay under the Federal Rules of Evidence. As such, the email statement is considered hearsay unless an exception applies.
68	On the issue of whether Albert supported environmental reform, the fact that his car has many stickers with environmental slogans.	Yes	Non-verbal hearsay	No	The fact that Albert's car has many stickers with environmental slogans is not a statement and therefore cannot be considered hearsay. This evidence is physical and observational, indicating potential support for environmental reform through Albert's actions or beliefs. It does not involve an out-of-court statement offered to prove the truth of the matter asserted.
69	On the issue of whether Albert bought a knife, Angela testified that he shook his head when she asked him.	Yes	Non-verbal hearsay	No	Angela's testimony about Albert shaking his head is nonverbal conduct and not a statement. As it is not a statement, it does not meet the definition of hearsay under the Federal Rules of Evidence. Therefore, it is admissible as evidence.
70	On the issue of Albert's wellbeing after the accident, Angela testified that he gave a thumbs up when asked how he was feeling.	Yes	Non-verbal hearsay	No	Angela's testimony about Albert giving a thumbs up is not a statement being offered to prove the truth of the matter asserted, as it is a non-verbal gesture. This gesture is being used to show Albert's physical response, not to prove the truth of any statement he made. Therefore, it does not meet the definition of hearsay.
71	Albert is being sued by Tim for breach of contract. The issue is whether Albert knew at the time signing the contract that he had no intention of following through. Tim's lawyers introduce an email Albert wrote to his friend saying he wasn't planning on honoring the contract with Tim.	Yes	Non-verbal hearsay	Yes	The email is an out-of-court statement offered to prove the truth of the matter asserted, which is that Albert knew at the time of signing the contract that he had no intention of following through. This statement is being used to prove Albert's state of mind at the time of signing, making it hearsay. The email is an out-of-court statement that is being used for its truth, which aligns with the definition of hearsay under the Federal Rules of Evidence.
72	On the issue of whether factory management had underpaid its workers, the fact that workers carried signs during a protest demanding equitable compensation.	No	Not introduced to prove truth	No	The fact that workers carried signs during a protest demanding equitable compensation is not a statement being offered to prove the truth of the matter asserted, but rather as evidence of the workers' actions and demands. This evidence is being used to show the circumstances and context of the protest, rather than to prove the truth of what the signs say. Therefore, it does not meet the definition of hearsay.
73	On the issue of whether Albert liked Taylor Swift, a social media post written by Albert describing Taylor as his favorite artist.	Yes	Non-verbal hearsay	No	The social media post is a statement by Albert himself, describing his own opinion about Taylor Swift. Since it is not an out-of-court statement offered to prove the truth of the matter asserted by someone other than the declarant, it does not meet the definition of hearsay. The post is considered an admission by a party-opponent under the Federal Rules of Evidence.
74	On the issue of whether Tom identified the suspect at the scene of the crime, the fact that he pointed at the defendant.	No	Not introduced to prove truth	No	The fact that Tom pointed at the defendant is a non-verbal statement, and under the Federal Rules of Evidence, non-verbal conduct is not considered a statement and therefore not hearsay. This action is being used to prove Tom identified the defendant, which is the matter at issue. As it's not an out-of-court statement offered to prove the truth of the matter asserted, it does not meet the definition of hearsay.
75	On the issue of the sanity of Bobby, the fact that Bobby told a friend that she believed she was Santa Clause.	Yes	Standard hearsay	Yes	The statement is an out-of-court declaration offered to prove the truth of the matter asserted, which is Bobby's sanity. Since it is being used to prove that Bobby believes she is Santa Claus, which is relevant to her sanity, it meets the definition of hearsay. The statement is not excluded or part of an exception that would make it admissible as non-hearsay.
76	On the issue of whether Vincent was provoked by Roy, the fact that Vincent was told by his friend that he had just been attacked by Roy.	No	Not introduced to prove truth	Yes	The statement is an out-of-court assertion made by Vincent's friend, and it is being offered to prove the truth of the matter asserted, namely that Roy attacked Vincent's friend, which could have provoked Vincent. This meets the definition of hearsay under the Federal Rules of Evidence. The fact that it is a statement made by someone other than the witness currently testifying, and is being used to prove the truth of the matter asserted, confirms its status as hearsay.
77	On the issue of whether Kayla knew she was ill, the fact that Philip told him she was unwell.	No	Not introduced to prove truth	Yes	The statement was made by Philip out-of-court and is being offered to prove the truth of the matter asserted, which is that Kayla was unwell. This meets the definition of hearsay. As it stands, there's no indication that this statement falls under an exception to the hearsay rule or that Philip is unavailable to testify.
