index	text	gold_answer	slice	llm_answer	llm_explanation
20	On the issue of the faultiness of the designed house, the drawing the witness made on the stand during testimony.	No	Statement made in-court	No	The drawing made by the witness on the stand during testimony is not considered hearsay because it is not an out-of-court statement. The witness is creating the drawing in real-time as part of their testimony, making it a direct representation of their thoughts and observations. This is akin to a demonstrative exhibit, which is admissible as evidence to illustrate or explain the witness's testimony.
21	On the issue of which of the defendants was responsible for driving the get-away car, the fact that the witness on the stand turned and pointed to the man in the blue suit.	No	Statement made in-court	No	The witness's action of pointing to the man in the blue suit is a non-verbal statement made in court, and its purpose is to identify the defendant, not to prove the truth of the matter asserted. This gesture is considered a demonstrative evidence, which is admissible as it is not an out-of-court statement. As it is made in the presence of the court, it does not fall under the hearsay rule.
22	On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual.	No	Statement made in-court	No	Jim's statement on cross-examination that he did not believe Ana to be an honest individual is not hearsay because it is his own opinion or belief, not an out-of-court statement introduced to prove the truth of the matter asserted. This statement is being used to show Jim's perception or state of mind, rather than to prove the truth of whether Ana lied. As such, it does not meet the definition of hearsay.
23	On the issue of whether Daniel drove negligently, the fact that Daniel testified during the trial that he told his wife he was tired before driving into a tree.	No	Statement made in-court	No	The statement is not being introduced to prove the truth of the matter asserted, which is whether Daniel drove negligently. Instead, Daniel's testimony about telling his wife he was tired is being used to provide context for his state of mind before the accident. This is an exception to the hearsay rule, as it is not being used to prove the truth of the matter asserted, but rather to provide background information.
24	On the issue of whether Carl had knowledge of Amy's intentions, Carl told the questioning attorney on redirect examination that he knew Amy's intentions.	No	Statement made in-court	No	This is not hearsay because Carl is testifying directly about his own knowledge, which is an admission by a party opponent. The statement is being made by Carl himself in court, making it a direct statement rather than an out-of-court statement introduced to prove the truth of the matter asserted. As such, it does not fall under the definition of hearsay.
25	"On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."""	No	Statement made in-court	No	Nancy's statement in court is not hearsay because it is a direct statement made by the witness herself, and she is available for cross-examination. The statement is being introduced to prove the truth of the matter asserted, which is that Nancy knew who attacked her. Since Nancy is testifying directly, her statement does not meet the definition of hearsay as an out-of-court statement.
26	During the trial, Mark nodded when asked if it was him who vandalized Emily's garage.	No	Statement made in-court	No	Mark's nod is a non-verbal statement made in response to a question, but it is not an out-of-court statement. Since it was made during the trial, it is considered a direct response and not hearsay. The nod is being used to prove the truth of the matter asserted, which is that Mark vandalized Emily's garage.
27	On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before.	No	Statement made in-court	No	James' testimony about being on vacation and last speaking to Emily the week before is not an out-of-court statement, as he is testifying directly on the stand. This statement is being introduced to prove James' whereabouts and his last interaction with Emily, making it a direct statement rather than hearsay. As James is providing this information under oath, it is considered direct evidence.
28	"On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines worked."""	No	Statement made in-court	No	The statement made by Will is not being introduced to prove the truth of the matter asserted about the company's intentions, but rather to provide context about Will's knowledge of medicines. This statement is being used to show Will's lack of knowledge, not to prove the company's actions or intentions. Therefore, it does not meet the definition of hearsay.
29	On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty.	No	Statement made in-court	Yes	Alex's statement that he believes the defendant is guilty is an out-of-court statement being introduced to prove the truth of the matter asserted, which is the defendant's guilt. This statement is not based on Alex's personal knowledge or observation, but rather his opinion or belief. As such, it meets the definition of hearsay.
30	When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use. 	No	Statement made in-court	No	Andrew's statement is not hearsay because it is not an out-of-court statement being introduced to prove the truth of the matter asserted. Instead, Andrew is testifying in court and pointing out the escape routes, which is a direct statement made under oath. This direct testimony is admissible as evidence to prove the planning and intent of Andrew and his co-conspirators.
31	"When asked if he was remorseful by his attorney, Adam testified that ""he regretted his actions."""	No	Statement made in-court	No	Adam's statement 'he regretted his actions' is not hearsay because it is a direct statement made by Adam himself while testifying. As a witness, Adam is expressing his own feelings and thoughts, which are being introduced to prove his remorse. This statement is not an out-of-court statement being introduced to prove the truth of the matter asserted, so it does not meet the definition of hearsay.
32	On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell.	No	Statement made in-court	No	Margaret's testimony that she thought Donna was unwell is not being introduced to prove the truth of the matter asserted, which is whether Donna was actually ill. Instead, it reflects Margaret's own opinion or observation. The statement is being offered as Margaret's personal belief, rather than to establish the fact of Donna's illness.
33	On the issue of the sanity of Deborah, the fact that Deborah told her friend that she is completely sane.	Yes	Standard hearsay	Yes	This is considered hearsay because Deborah's out-of-court statement to her friend is being introduced to prove the truth of the matter asserted, which is her sanity. The statement is an out-of-court assertion being used to establish the truth of Deborah's mental state. As such, it falls under the definition of hearsay.
34	On the issue of whether Joshua's friend was attacked by Ashley, the fact that Joshua's friend told Joshua that he was just attacked by Ashley.	Yes	Standard hearsay	Yes	The statement made by Joshua's friend is an out-of-court statement, as it was not made under oath in the current trial. This statement is being introduced to prove the truth of the matter asserted, which is that Ashley attacked Joshua's friend. Therefore, it meets the definition of hearsay.
35	To prove that Tom was in town, a witness testifies that her friend Susan told her Tom was in town.	Yes	Standard hearsay	Yes	This is an out-of-court statement made by Susan, which is being introduced to prove the truth of the matter asserted, namely that Tom was in town. The witness is testifying about what Susan told her, rather than providing direct evidence of Tom's presence. Therefore, it meets the definition of hearsay.
36	To prove that Shirley committed fraud, the fact that she told her neighbor she was planning on tricking the defendant by selling them a fake handbag.	Yes	Standard hearsay	Yes	This is an out-of-court statement made by Shirley to her neighbor, and it's being introduced to prove the truth of the matter asserted, which is that Shirley committed fraud by planning to sell a fake handbag. The statement is being used to establish Shirley's intent to deceive, making it hearsay. As it's an extrajudicial statement offered to prove the truth of the matter asserted, it falls under the definition of hearsay.
37	To prove that Stephen drove his car through a stoplight, the fact that Stephen told his wife on the phone that he was not paying attention to the road.	Yes	Standard hearsay	Yes	This is an out-of-court statement made by Stephen to his wife, and it's being introduced to prove the truth of the matter asserted, which is that Stephen was not paying attention to the road, implying he drove through a stoplight. The statement is being used to establish the facts of the incident. As it's an out-of-court statement offered to prove the truth of the matter, it falls under the definition of hearsay.
38	"On the issue of whether Henry negligently hit Kelly with his car, Kelly's statement, ""a witness told me after the crash that Henry was on his cell phone while driving."""	Yes	Standard hearsay	Yes	Kelly's statement is hearsay because it is an out-of-court statement that is being introduced to prove the truth of the matter asserted, which is that Henry was negligently driving while on his cell phone. The statement is also a double hearsay, as it is a statement made by Kelly about what a witness told her, rather than a direct observation or admission by Henry. This makes it inadmissible as evidence under the hearsay rule.
39	On the issue of whether Sean knew he was going to die, the fact that he called his lawyer wanting to make final changes to his will.	Yes	Standard hearsay	No	The fact that Sean called his lawyer to make final changes to his will is an action that implies Sean's state of mind, but it is not an out-of-court statement introduced to prove the truth of the matter asserted. This action is being used as circumstantial evidence to infer Sean's knowledge of his impending death. It does not constitute hearsay because it is not a statement being offered to prove the truth of what it asserts.
40	To prove that Alice was planning a robbery, the fact that she told Bob she was researching escape routes.	Yes	Standard hearsay	Yes	The statement made by Alice to Bob about researching escape routes is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Alice was planning a robbery. This statement is being used to establish Alice's intentions and actions, making it hearsay. The fact that Alice told Bob this information is being used as evidence to prove her planning, which aligns with the definition of hearsay.
41	To prove that Bruce committed medical malpractice, the fact that he told a nurse after the surgery that he thought he made a mistake.	Yes	Standard hearsay	Yes	The statement made by Bruce to the nurse is an out-of-court statement, as it was not made under oath in the current trial. This statement is being introduced to prove the truth of the matter asserted, which is that Bruce committed medical malpractice by making a mistake during surgery. Therefore, it meets the definition of hearsay.
42	To prove that Alice suffered reputational harm, the fact that people were telling Bob that they had heard bad things about Alice.	Yes	Standard hearsay	Yes	The statement that people were telling Bob they had heard bad things about Alice is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Alice suffered reputational harm. This statement is hearsay because it is a second-hand account of what others said about Alice, rather than direct evidence of her reputational harm. The fact that people were sharing negative information about Alice is being used to prove the truth of the matter asserted, which is that Alice's reputation was harmed.
43	To prove that the Denise and Tom were married, the fact that Amber sent them a card congratulating them on their wedding.	Yes	Standard hearsay	Yes	The fact that Amber sent a card congratulating Denise and Tom on their wedding is an out-of-court statement, as it is not a direct observation or testimony from a witness. Amber's action of sending a congratulatory card implies that she believes they were married, but this is being used to prove the truth of the matter asserted, which is that Denise and Tom were indeed married. This meets the definition of hearsay, as it is an out-of-court statement being used to prove the truth of the matter asserted.
44	To prove that Alex owned a red car, the fact that she sent an email to her mother explaining how she was planning on purchasing a red car.	Yes	Standard hearsay	Yes	The email sent by Alex to her mother is an out-of-court statement, and its content is being introduced to prove the truth of the matter asserted, which is that Alex owned a red car. The statement is not being used for any other purpose, such as to show Alex's intent or state of mind, but rather to establish the fact of car ownership. Therefore, it meets the definition of hearsay.
45	On the issue of whether the accident was a result of negligence, a bystander's exclamation that driver was looking down at their phone while driving.	Yes	Standard hearsay	Yes	The bystander's exclamation is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that the driver was negligent. The statement is being used to establish the driver's actions at the time of the accident, making it hearsay. As it is a statement made outside of court and is being used to prove the truth of the matter, it falls under the definition of hearsay.
46	"On the issue of whether Henry committed insider trading, Alice's statement to Bob that Henry told her he had a ""great tip about what a certain stock was going to do."" "	Yes	Standard hearsay	Yes	Alice's statement to Bob is being introduced to prove the truth of the matter asserted, which is that Henry had inside information about the stock. The statement is an out-of-court statement, as it was made by Alice to Bob outside of the current proceeding. This statement is hearsay because it is being used to prove the truth of what Henry allegedly told Alice, which is relevant to the issue of whether Henry committed insider trading.
47	On the issue of whether Jane knew that Arthur was having an affair, the fact that Bob told Jane he suspected Arthur was up to something.	No	Not introduced to prove truth	Yes	The statement made by Bob to Jane is an out-of-court statement, and it is being introduced to prove the truth of the matter asserted, which is whether Jane knew about Arthur's affair. However, the statement itself is Bob's suspicion, not direct evidence of Jane's knowledge. The statement is hearsay because it is being used to prove Jane's state of mind regarding Arthur's affair through Bob's words, rather than through direct evidence of what Jane knew.
48	On the issue of whether Mary was Tom's mother, the fact that Albert told Mary that Tom looked like her.	Yes	Standard hearsay	Yes	The statement 'Tom looked like her' is an out-of-court statement made by Albert, and it is being introduced to prove the truth of the matter asserted, which is whether Mary is Tom's mother. This statement is not a direct observation or fact, but rather an opinion or assertion made by Albert. Therefore, it meets the definition of hearsay.
49	Alex is being sued for breach of contract relating to a delay in the shipment of mangos. To prove that the shipment was delayed, a witness for the plaintiffs testifies that he heard Alex complain about not being able to deliver the mangos in time. 	Yes	Standard hearsay	Yes	The witness's testimony about Alex complaining is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that the shipment was delayed. This statement is being used to establish the fact of the delay, making it hearsay. The fact that Alex made this complaint is being used as evidence of the delay, rather than just to show Alex's state of mind or some other relevant fact.
50	Alex is being prosecuted for participation in a criminal conspiracy. To prove that Alex participated in the conspiracy, the prosecution's witness testifies that she heard Alex making plans to meet with his co-conspirators.	Yes	Standard hearsay	No	The witness's testimony about hearing Alex make plans to meet with his co-conspirators is not hearsay because it is being introduced to prove Alex's participation in the conspiracy, not to prove the truth of the matter asserted in the statement. The statement is being used as evidence of Alex's actions and intentions, rather than to establish the truth of what was said. This is an exception to the hearsay rule, as it is being used to show Alex's state of mind and involvement in the conspiracy.
51	Dave is being sued by Taylor Swift for copyright infringement. To prove that Dave had listened to Taylor Swift, the plaintiffs introduced evidence of Dave telling his friend that his favorite artist was Taylor Swift.	Yes	Standard hearsay	No	The statement is being introduced to prove that Dave had listened to Taylor Swift, which is a fact about Dave's actions or preferences, not to prove the truth of the matter asserted by the statement itself. This is similar to the example where Tim's statement about Real Madrid is used to prove he is a soccer fan. The statement is being used to show Dave's interest in Taylor Swift, making it non-hearsay.
52	Angela is suing Harold for defamation. To prove that Harold knowingly spread falsehoods about her, Angela introduces evidence of Harold admitting to his friend that his statements about Angela were all lies.	Yes	Standard hearsay	Yes	The statement made by Harold to his friend is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Harold knowingly spread falsehoods about Angela. This statement is being used to establish Harold's knowledge and intent, making it hearsay. The fact that Harold admitted his statements were lies is being offered to prove the truth of that assertion, fitting the definition of hearsay.
53	Joe is being prosecuted for illegally transporting turtle eggs under an animal trafficking statute. To prove that Joe owned the duffel bag in which contained the turtle eggs, the prosecution introduces evidence of Joe asking a store-owner if they carried any duffel bags.	No	Not introduced to prove truth	No	The statement is being introduced to prove Joe's ownership of the duffel bag, but it is not being offered to prove the truth of the matter asserted, which is that Joe was transporting turtle eggs. Instead, it shows Joe's interest in purchasing a duffel bag, which can be used to infer his connection to the bag found with the turtle eggs. This is not hearsay because it is not an out-of-court statement being used to prove the truth of the matter asserted.
54	"Corporation A decides to sue Corporation B for stealing trade secrets. To prove that B did it, lawyers for A introduce as evidence a statement made by B's CEO to one of his friends that B ""would soon have the ability to compete with A."" "	Yes	Standard hearsay	Yes	The statement made by B's CEO to his friend is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Corporation B stole trade secrets from Corporation A. The statement implies that B will soon have the ability to compete with A, suggesting that B may have obtained confidential information. This statement is being used to prove the truth of the matter, making it hearsay.
55	Kim is sued by Jim for medical malpractice. To prove that Kim was a bad doctor, Jim introduces evidence that Kim told her friend that she cheated on all her medical school exams.	Yes	Standard hearsay	Yes	The statement that Kim told her friend is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Kim was a bad doctor. This statement is being used to establish Kim's character and competence as a doctor, and its truth is being asserted to support Jim's claim of medical malpractice. As such, it meets the definition of hearsay.
56	"To prove that Albert likes ice cream, the prosecution introduces evidence that Albert told Jim that ""he wanted an ice cream."""	Yes	Standard hearsay	Yes	The statement 'he wanted an ice cream' is an out-of-court statement made by Albert to Jim, and it is being introduced to prove the truth of the matter asserted, which is that Albert likes ice cream. This meets the definition of hearsay, as it is a statement made outside of court being used to prove the truth of what was said. The fact that Albert expressed a desire for ice cream is being used to infer his liking for it, making it a hearsay statement.
57	To prove that Jose liked red Ferraris, the defense introduces testimony from Tracy discussing how Jose told her that his favorite color is red and his favorite car is a Ferrari.	Yes	Standard hearsay	Yes	The testimony from Tracy is an out-of-court statement, as it recounts a conversation Jose had with her outside of the courtroom. This statement is being introduced to prove the truth of the matter asserted, which is that Jose likes red Ferraris. Therefore, it meets the definition of hearsay.
58	"To prove that Michael was in charge of the group, the plaintiffs introduce evidence of Michael stating, ""I am the boss here."""	Yes	Standard hearsay	No	The statement 'I am the boss here' is being introduced to prove that Michael was in charge of the group, which is the truth of the matter asserted. Since it is Michael's own statement, it is not considered hearsay as it is not an out-of-court statement being introduced to prove the truth of the matter. The statement is an admission by a party opponent, which is an exception to the hearsay rule.
59	On the issue of whether Sandy knew that the cash belonged to Michael, Amy testifies that Sandy told her he thought he had Michael's cash.	Yes	Standard hearsay	Yes	This is hearsay because Amy is testifying about an out-of-court statement made by Sandy, which is being introduced to prove the truth of the matter asserted, namely that Sandy knew the cash belonged to Michael. The statement was made outside of the courtroom and is being used to establish Sandy's knowledge or belief about the ownership of the cash. As such, it meets the definition of hearsay.
60	On the issue of whether the brakes were faulty, Amy testifies that she heard Arthur claim that he thought something was wrong with the car.	Yes	Standard hearsay	Yes	This is an example of hearsay because Amy is testifying about an out-of-court statement made by Arthur, which is being introduced to prove the truth of the matter asserted, namely that the brakes were faulty. Arthur's statement that he thought something was wrong with the car is an out-of-court statement that Amy is relaying in court. The purpose of introducing this statement is to prove that the brakes were indeed faulty, which makes it hearsay.
61	To prove that the CEO knew of the fraudulent activities occuring, an email he sent his acknowledging his awareness of the conduct.	Yes	Non-verbal hearsay	No	The email sent by the CEO is not hearsay because it is being introduced to prove his awareness of the conduct, which is an admission by a party opponent. As an admission, it is exempt from the hearsay rule. The email is a direct statement from the CEO, making it a non-hearsay statement.
62	On the issue of whether the defendant knew he was trespassing, the fact that he shook his head when asked by a passing security guard about whether he knew he was on private property.	Yes	Non-verbal hearsay	Yes	The defendant's action of shaking his head is being used to infer that he knew he was trespassing, which is an out-of-court statement (non-verbal) introduced to prove the truth of the matter asserted. This non-verbal statement is considered hearsay because it is being used to prove the defendant's knowledge or intent. The fact that it is a non-verbal statement does not exempt it from being considered hearsay.
63	To prove that the insured under a life policy is dead, his wife offers a death certificate.	Yes	Non-verbal hearsay	Yes	The death certificate is an out-of-court statement, as it was created outside of the current court proceedings. It is being introduced to prove the truth of the matter asserted, which is the insured's death. Although it is a formal document, its assertion of the insured's death is still hearsay because it is an out-of-court statement offered to prove the truth of the matter asserted.
64	On the issue of which car was responsible for the hit and run, the fact that a bystander turned and pointed to a blue sedan.	Yes	Non-verbal hearsay	No	The bystander's action of turning and pointing to a blue sedan is a non-verbal statement, but it is not being introduced to prove the truth of the matter asserted, which is that the blue sedan was responsible for the hit and run. Instead, it is being used to identify the car the bystander believed was involved. This action is considered a demonstrative or indicative gesture, not hearsay.
65	To prove that the defendant was present at the scene of the crime, a forensics report describing traces of the defendant's DNA that was found by investigators.	Yes	Non-verbal hearsay	No	The forensics report describing traces of the defendant's DNA is not an out-of-court statement introduced to prove the truth of the matter asserted, but rather physical evidence collected by investigators. This report is based on empirical data and not on someone's statement. Therefore, it does not fall under the definition of hearsay.
66	To prove that the student was a terrible student, the mid-term report written by his teacher.	Yes	Non-verbal hearsay	Yes	The mid-term report written by the teacher is an out-of-court statement, as it was not made in the current court proceeding. This report is being introduced to prove the truth of the matter asserted, which is that the student was a terrible student. Therefore, it meets the definition of hearsay.
67	On the issue of whether Albert visited the garage sale, the fact that Tom wrote in an email to Mary that he saw Albert at the garage sale.	Yes	Non-verbal hearsay	Yes	The statement in question is an out-of-court statement made by Tom in an email to Mary, asserting that he saw Albert at the garage sale. This statement is being introduced to prove the truth of the matter asserted, namely that Albert visited the garage sale. As it meets the definition of hearsay, the statement is indeed hearsay.
68	On the issue of whether Albert supported environmental reform, the fact that his car has many stickers with environmental slogans.	Yes	Non-verbal hearsay	No	The fact that Albert's car has many stickers with environmental slogans is not an out-of-court statement, but rather physical evidence that can be used to infer his support for environmental reform. This evidence is not introduced to prove the truth of the matter asserted, but rather to show Albert's potential beliefs or affiliations. Therefore, it does not meet the definition of hearsay.
69	On the issue of whether Albert bought a knife, Angela testified that he shook his head when she asked him.	Yes	Non-verbal hearsay	No	Angela's testimony about Albert shaking his head is not an out-of-court statement, but rather her in-court testimony about Albert's non-verbal response. This response is being used to infer Albert's actions or intentions, rather than to prove the truth of a matter asserted. As such, it does not meet the definition of hearsay.
70	On the issue of Albert's wellbeing after the accident, Angela testified that he gave a thumbs up when asked how he was feeling.	Yes	Non-verbal hearsay	No	Albert's thumbs up is a non-verbal statement that is being used to prove his wellbeing after the accident. Since it is a non-verbal gesture, it does not constitute an out-of-court statement, and therefore, it is not considered hearsay. The gesture is being used to convey Albert's physical condition at the time, making it relevant evidence.
71	Albert is being sued by Tim for breach of contract. The issue is whether Albert knew at the time signing the contract that he had no intention of following through. Tim's lawyers introduce an email Albert wrote to his friend saying he wasn't planning on honoring the contract with Tim.	Yes	Non-verbal hearsay	Yes	The email Albert wrote to his friend is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Albert knew at the time of signing the contract that he had no intention of following through. This statement is being used to establish Albert's state of mind at the time of signing, making it hearsay. The fact that it's a written statement, rather than an oral one, does not change its hearsay status.
72	On the issue of whether factory management had underpaid its workers, the fact that workers carried signs during a protest demanding equitable compensation.	No	Not introduced to prove truth	No	The fact that workers carried signs during a protest demanding equitable compensation is not an out-of-court statement introduced to prove the truth of the matter asserted, but rather an action that can be considered as evidence of their grievances. This action is not hearsay because it does not involve a statement made by someone other than the witness being offered to prove the truth of the matter asserted. The signs and the protest are direct evidence of the workers' claims and demands.
73	On the issue of whether Albert liked Taylor Swift, a social media post written by Albert describing Taylor as his favorite artist.	Yes	Non-verbal hearsay	No	The social media post is a statement made by Albert himself, and it is being introduced to prove his personal preference, which is the matter asserted. Since Albert is the one who made the statement, it is not considered hearsay. The post is an out-of-court statement, but it is an admission by a party opponent, which is an exception to the hearsay rule.
74	On the issue of whether Tom identified the suspect at the scene of the crime, the fact that he pointed at the defendant.	No	Not introduced to prove truth	No	The fact that Tom pointed at the defendant is a non-verbal action, not an out-of-court statement, and is being introduced to prove that Tom identified the suspect. This action is not hearsay because it does not involve an assertion being offered to prove the truth of the matter asserted. It is a demonstrative act that speaks for itself.
