index	text	gold_answer	slice	llm_answer	llm_explanation
11	On the issue of whether Susan was familiar with Shakespeare, the fact that she had once played the role of Macbeth and recieved a standing ovation after her monologue.	No	Non-assertive conduct	No	The fact that Susan played the role of Macbeth and received a standing ovation is not a statement, nor is it being offered for the truth of any assertion. It is circumstantial evidence of her familiarity with Shakespeare, not hearsay.
12	On the issue of whether Jessica was aware she was trespassing, the fact that Jessica had been diagnosed as near-sighted by her ophthalmologist.	No	Non-assertive conduct	No	The fact that Jessica had been diagnosed as near-sighted is not a statement offered for the truth of the matter asserted; rather, it is evidence of her physical condition. It is not hearsay under the Federal Rules of Evidence.
13	On the issue of whether Sarah was acting as an agent for the corporation, the fact that Sarah had worked there previously for four years.	No	Non-assertive conduct	No	The fact that Sarah had worked at the corporation previously for four years is not a statement, but rather evidence of her prior employment. Hearsay only applies to out-of-court statements offered for the truth of the matter asserted, so this is not hearsay.
14	On the issue of whether Charles was responsible for the defamatory article published online, the fact that Charles had visited the website responsible for the article multiple times in the past year.	No	Non-assertive conduct	No	Evidence that Charles visited the website is not a statement, but rather a fact about his conduct. Hearsay only applies to out-of-court statements offered for their truth, not to evidence of someone's actions or behavior.
15	On the issue of whether Karen negligently operated the forklift, the fact that Karen is a terrible driver who needed several tries to pass her commercial license test.	No	Non-assertive conduct	No	The fact that Karen is a terrible driver and needed several tries to pass her commercial license test is not a statement made out of court; it is evidence of her character or prior conduct. Hearsay only applies to out-of-court statements offered for their truth, so this is not hearsay.
16	On the issue of whether the patent was infringed, the fact that the corporation's chief scientist was known to cheat at card games.	No	Non-assertive conduct	No	The fact that the chief scientist was known to cheat at card games is not a statement being offered for the truth of the matter asserted regarding patent infringement. It is character evidence, not hearsay, because it is not an out-of-court statement offered to prove the truth of what was asserted.
17	On the issue of whether Christopher acted with malice, the fact that Christopher was often moody and had a large temper.	No	Non-assertive conduct	No	The evidence that Christopher was often moody and had a large temper describes his character traits, not a statement made out of court. Hearsay only applies to out-of-court statements offered for the truth of the matter asserted, so this is not hearsay.
18	On the issue of whether the parties had actually agreed to the contract, the fact that one of the parties had mistaken the identity of the other party.	No	Non-assertive conduct	No	A party's mistaken belief about the identity of the other party is not a statement, but rather a state of mind or a fact. Hearsay only applies to out-of-court statements offered for the truth of the matter asserted, so this evidence is not hearsay.
19	On the issue of which car was responsible for a hit-and-run, the witness's statement in court that she believed it was the blue sedan.	No	Statement made in-court	No	The witness's statement in court is not hearsay because it is not an out-of-court statement; it is being made by the declarant while testifying at the current trial. Hearsay only applies to statements made outside of the current proceeding.
20	On the issue of the faultiness of the designed house, the drawing the witness made on the stand during testimony.	No	Statement made in-court	No	The drawing was made by the witness while testifying in court, not out of court. Hearsay only applies to out-of-court statements, so this is not hearsay under the Federal Rules of Evidence.
21	On the issue of which of the defendants was responsible for driving the get-away car, the fact that the witness on the stand turned and pointed to the man in the blue suit.	No	Statement made in-court	No	The witness's act of pointing to the man in the blue suit is nonverbal conduct, but it is not intended as an assertion; it is identification, not a statement. Under the FRE, only intended assertions qualify as statements for hearsay purposes, so this is not hearsay.
22	On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual.	No	Statement made in-court	No	Jim's statement reflects his own belief about Ana's honesty and is not an out-of-court statement offered for the truth of the matter asserted. It is a statement of opinion made in court, not hearsay under the Federal Rules of Evidence.
23	On the issue of whether Daniel drove negligently, the fact that Daniel testified during the trial that he told his wife he was tired before driving into a tree.	No	Statement made in-court	No	Daniel's statement to his wife is an out-of-court statement, but it is not being offered to prove the truth of the matter asserted (that he was tired). Instead, it is offered to show that Daniel made the statement, which may be relevant to his state of mind or notice, not for its truth. Therefore, it is not hearsay.
24	On the issue of whether Carl had knowledge of Amy's intentions, Carl told the questioning attorney on redirect examination that he knew Amy's intentions.	No	Statement made in-court	No	Carl's statement was made in court during his testimony and is not an out-of-court statement. Therefore, it does not meet the definition of hearsay under the Federal Rules of Evidence.
25	"On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."""	No	Statement made in-court	No	Nancy's statement is made in court and is not an out-of-court statement. Hearsay only applies to statements made outside the current proceeding, so this is not hearsay.
26	During the trial, Mark nodded when asked if it was him who vandalized Emily's garage.	No	Statement made in-court	No	Mark's nod was made in court during the trial, so it is not an out-of-court statement. Hearsay only applies to statements made outside of the current proceeding, so this is not hearsay under the Federal Rules of Evidence.
27	On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before.	No	Statement made in-court	No	James's testimony about his own actions and statements is not hearsay because he is testifying in court about his own knowledge and experiences, not repeating an out-of-court statement offered for its truth. Therefore, the evidence is not hearsay.
28	"On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines worked."""	No	Statement made in-court	No	Will's statement is being offered to show his knowledge or state of mind, not for the truth of the matter asserted. Under FRE 801(c), statements offered to show effect on the listener or declarant's mental state are not hearsay.
29	On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty.	No	Statement made in-court	No	Alex's statement to the jury is not an out-of-court statement; it is made in court during testimony. Hearsay only applies to statements made outside the current proceeding, so this is not hearsay.
30	When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use. 	No	Statement made in-court	No	Andrew's act of pointing out escape routes on the floorplans is not a statement; it is nonverbal conduct not intended as an assertion. Therefore, it does not qualify as hearsay under the Federal Rules of Evidence.
31	"When asked if he was remorseful by his attorney, Adam testified that ""he regretted his actions."""	No	Statement made in-court	No	Adam's statement, 'he regretted his actions,' was made by the declarant (Adam) while testifying at the current trial. Statements made by a witness during their own testimony are not hearsay under the Federal Rules of Evidence.
32	On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell.	No	Statement made in-court	No	Margaret's testimony about her own belief or impression that Donna was unwell is not a statement offered to prove the truth of a matter asserted out of court. It is her in-court testimony about her own perception, not an out-of-court statement, so it is not hearsay.
33	On the issue of the sanity of Deborah, the fact that Deborah told her friend that she is completely sane.	Yes	Standard hearsay	Yes	Deborah's statement to her friend that she is completely sane is an out-of-court statement offered to prove the truth of the matter asserted—namely, that Deborah is sane. Therefore, it is hearsay under the Federal Rules of Evidence.
34	On the issue of whether Joshua's friend was attacked by Ashley, the fact that Joshua's friend told Joshua that he was just attacked by Ashley.	Yes	Standard hearsay	Yes	The friend's statement to Joshua that he was just attacked by Ashley is an out-of-court statement offered to prove the truth of the matter asserted—that Ashley attacked him. Therefore, it is hearsay under the Federal Rules of Evidence.
35	To prove that Tom was in town, a witness testifies that her friend Susan told her Tom was in town.	Yes	Standard hearsay	Yes	The witness is testifying about Susan's out-of-court statement that Tom was in town, and it is being offered to prove the truth of the matter asserted (that Tom was in town). Therefore, it is hearsay under the Federal Rules of Evidence.
36	To prove that Shirley committed fraud, the fact that she told her neighbor she was planning on tricking the defendant by selling them a fake handbag.	Yes	Standard hearsay	Yes	Shirley's statement to her neighbor is an out-of-court statement offered to prove the truth of the matter asserted—that she planned to trick the defendant. This fits the definition of hearsay under the Federal Rules of Evidence.
37	To prove that Stephen drove his car through a stoplight, the fact that Stephen told his wife on the phone that he was not paying attention to the road.	Yes	Standard hearsay	Yes	Stephen's statement to his wife was made out of court and is being offered to prove the truth of the matter asserted—that he was not paying attention to the road, which supports the claim that he drove through a stoplight. Therefore, it is hearsay under the Federal Rules of Evidence.
38	"On the issue of whether Henry negligently hit Kelly with his car, Kelly's statement, ""a witness told me after the crash that Henry was on his cell phone while driving."""	Yes	Standard hearsay	Yes	Kelly's statement relays what an out-of-court witness allegedly said about Henry's conduct, and it is being offered to prove that Henry was on his cell phone while driving. This is a classic example of hearsay under the Federal Rules of Evidence.
39	On the issue of whether Sean knew he was going to die, the fact that he called his lawyer wanting to make final changes to his will.	Yes	Standard hearsay	No	Sean's act of calling his lawyer to make final changes to his will is not a statement, but rather conduct. It is being offered as circumstantial evidence of his state of mind (knowledge of impending death), not for the truth of any assertion, so it does not qualify as hearsay under the FRE.
40	To prove that Alice was planning a robbery, the fact that she told Bob she was researching escape routes.	Yes	Standard hearsay	No	Alice's statement about researching escape routes is not hearsay because it is not being offered to prove the truth of the matter asserted (that she was actually researching escape routes), but rather to show her intent or plan to commit a robbery. Statements offered to show the declarant's state of mind are not hearsay under the FRE.
41	To prove that Bruce committed medical malpractice, the fact that he told a nurse after the surgery that he thought he made a mistake.	Yes	Standard hearsay	Yes	Bruce's statement to the nurse is an out-of-court statement offered to prove the truth of the matter asserted—that he made a mistake during surgery. Therefore, it is hearsay under the Federal Rules of Evidence.
42	To prove that Alice suffered reputational harm, the fact that people were telling Bob that they had heard bad things about Alice.	Yes	Standard hearsay	Yes	The statements made to Bob about hearing bad things about Alice are out-of-court statements offered to prove the truth of the matter asserted—that people were saying bad things about Alice. Therefore, they are hearsay unless an exception applies.
43	To prove that the Denise and Tom were married, the fact that Amber sent them a card congratulating them on their wedding.	Yes	Standard hearsay	No	Amber's card is not being offered to prove the truth of any assertion within the card, but rather to show that Amber believed Denise and Tom were married, which is circumstantial evidence of their marriage. Therefore, it is not hearsay under the Federal Rules of Evidence.
44	To prove that Alex owned a red car, the fact that she sent an email to her mother explaining how she was planning on purchasing a red car.	Yes	Standard hearsay	Yes	The email is an out-of-court statement by Alex offered to prove the truth of the matter asserted—that she owned or was planning to own a red car. Unless an exception applies, this is hearsay under the Federal Rules of Evidence.
45	On the issue of whether the accident was a result of negligence, a bystander's exclamation that driver was looking down at their phone while driving.	Yes	Standard hearsay	Yes	The bystander's exclamation is an out-of-court statement offered to prove the truth of the matter asserted—that the driver was looking at their phone while driving. Therefore, it is hearsay under the Federal Rules of Evidence.
46	"On the issue of whether Henry committed insider trading, Alice's statement to Bob that Henry told her he had a ""great tip about what a certain stock was going to do."" "	Yes	Standard hearsay	Yes	Alice's statement relays Henry's out-of-court assertion about having a 'great tip,' and if offered to prove that Henry had insider information, it is being offered for the truth of the matter asserted. Therefore, it is hearsay unless an exception applies.
47	On the issue of whether Jane knew that Arthur was having an affair, the fact that Bob told Jane he suspected Arthur was up to something.	No	Not introduced to prove truth	No	Bob's statement to Jane is not being offered to prove the truth of the matter asserted (that Arthur was up to something), but rather to show Jane's knowledge or state of mind upon hearing it. Therefore, it is not hearsay under the Federal Rules of Evidence.
48	On the issue of whether Mary was Tom's mother, the fact that Albert told Mary that Tom looked like her.	Yes	Standard hearsay	No	Albert's statement that Tom looked like Mary is not being offered to prove the truth of the matter asserted, but rather to show that the statement was made or to explain its effect on the listener. Therefore, it is not hearsay under the Federal Rules of Evidence.
49	Alex is being sued for breach of contract relating to a delay in the shipment of mangos. To prove that the shipment was delayed, a witness for the plaintiffs testifies that he heard Alex complain about not being able to deliver the mangos in time. 	Yes	Standard hearsay	Yes	Alex's statement about not being able to deliver the mangos in time was made out of court and is being offered to prove the truth of the matter asserted—that the shipment was delayed. Therefore, it qualifies as hearsay under the Federal Rules of Evidence.
50	Alex is being prosecuted for participation in a criminal conspiracy. To prove that Alex participated in the conspiracy, the prosecution's witness testifies that she heard Alex making plans to meet with his co-conspirators.	Yes	Standard hearsay	No	Alex's statements about making plans with co-conspirators are not hearsay if offered to show participation in the conspiracy, as they are statements by a party-opponent under FRE 801(d)(2)(A) or (E). Such statements are admissible and not considered hearsay when offered against the declarant in a criminal case.
51	Dave is being sued by Taylor Swift for copyright infringement. To prove that Dave had listened to Taylor Swift, the plaintiffs introduced evidence of Dave telling his friend that his favorite artist was Taylor Swift.	Yes	Standard hearsay	Yes	Dave's statement to his friend is an out-of-court statement offered to prove that Dave listened to Taylor Swift, which is the truth of the matter asserted. Therefore, it qualifies as hearsay under the Federal Rules of Evidence.
52	Angela is suing Harold for defamation. To prove that Harold knowingly spread falsehoods about her, Angela introduces evidence of Harold admitting to his friend that his statements about Angela were all lies.	Yes	Standard hearsay	Yes	Harold's admission to his friend is an out-of-court statement offered to prove the truth of the matter asserted (that Harold knew his statements were false). However, as a party-opponent's statement under FRE 801(d)(2), it is excluded from hearsay and is admissible.
53	Joe is being prosecuted for illegally transporting turtle eggs under an animal trafficking statute. To prove that Joe owned the duffel bag in which contained the turtle eggs, the prosecution introduces evidence of Joe asking a store-owner if they carried any duffel bags.	No	Not introduced to prove truth	No	Joe's question to the store-owner is not being offered to prove the truth of any assertion, but rather to show that Joe had an interest in duffel bags, which is circumstantial evidence of ownership. Therefore, it is not hearsay under the Federal Rules of Evidence.
54	"Corporation A decides to sue Corporation B for stealing trade secrets. To prove that B did it, lawyers for A introduce as evidence a statement made by B's CEO to one of his friends that B ""would soon have the ability to compete with A."" "	Yes	Standard hearsay	Yes	The CEO's statement was made out of court and is being offered to prove the truth of the matter asserted—that B would soon have the ability to compete with A, implying acquisition of trade secrets. Therefore, it meets the definition of hearsay under the Federal Rules of Evidence.
55	Kim is sued by Jim for medical malpractice. To prove that Kim was a bad doctor, Jim introduces evidence that Kim told her friend that she cheated on all her medical school exams.	Yes	Standard hearsay	Yes	Kim's statement to her friend was made out of court and is being offered to prove the truth of the matter asserted—that Kim cheated on her medical school exams. Therefore, it is hearsay under the Federal Rules of Evidence.
56	"To prove that Albert likes ice cream, the prosecution introduces evidence that Albert told Jim that ""he wanted an ice cream."""	Yes	Standard hearsay	Yes	Albert's statement to Jim was made out of court and is being offered to prove the truth of the matter asserted—that Albert wanted ice cream (and thus likes ice cream). This fits the definition of hearsay under FRE 801(c).
57	To prove that Jose liked red Ferraris, the defense introduces testimony from Tracy discussing how Jose told her that his favorite color is red and his favorite car is a Ferrari.	Yes	Standard hearsay	Yes	Tracy's testimony recounts Jose's out-of-court statement about his preferences, and it is being offered to prove the truth of those preferences. This fits the definition of hearsay under the Federal Rules of Evidence.
58	"To prove that Michael was in charge of the group, the plaintiffs introduce evidence of Michael stating, ""I am the boss here."""	Yes	Standard hearsay	Yes	Michael's statement, 'I am the boss here,' is an out-of-court statement offered to prove the truth of the matter asserted—that Michael was in charge. Therefore, it is hearsay under the Federal Rules of Evidence.
59	On the issue of whether Sandy knew that the cash belonged to Michael, Amy testifies that Sandy told her he thought he had Michael's cash.	Yes	Standard hearsay	Yes	Sandy's statement to Amy is an out-of-court statement offered to prove the truth of the matter asserted—that Sandy knew the cash belonged to Michael. Therefore, it is hearsay under the Federal Rules of Evidence.
60	On the issue of whether the brakes were faulty, Amy testifies that she heard Arthur claim that he thought something was wrong with the car.	Yes	Standard hearsay	Yes	Arthur's statement about thinking something was wrong with the car is an out-of-court statement offered to prove the truth of the matter asserted (that the brakes were faulty). Therefore, it is hearsay under the Federal Rules of Evidence.
61	To prove that the CEO knew of the fraudulent activities occuring, an email he sent his acknowledging his awareness of the conduct.	Yes	Non-verbal hearsay	Yes	The CEO's email is an out-of-court statement offered to prove the truth of the matter asserted—namely, that the CEO was aware of the fraudulent activities. This fits the definition of hearsay under the Federal Rules of Evidence.
62	On the issue of whether the defendant knew he was trespassing, the fact that he shook his head when asked by a passing security guard about whether he knew he was on private property.	Yes	Non-verbal hearsay	No	A nonverbal gesture, such as shaking one's head, can be a statement if intended as an assertion. However, here it is not being offered for the truth of any matter asserted, but rather as circumstantial evidence of the defendant's knowledge or state of mind. Therefore, it is not hearsay.
63	To prove that the insured under a life policy is dead, his wife offers a death certificate.	Yes	Non-verbal hearsay	Yes	The death certificate is an out-of-court statement offered to prove the truth of the matter asserted—that the insured is dead. However, it may be admissible under the hearsay exception for public records (FRE 803(8)), but it is hearsay unless an exception applies.
64	On the issue of which car was responsible for the hit and run, the fact that a bystander turned and pointed to a blue sedan.	Yes	Non-verbal hearsay	Yes	The bystander's act of pointing to the blue sedan is an assertive, nonverbal conduct intended as a substitute for a statement identifying the responsible car. If offered to prove that the blue sedan was responsible, it is hearsay under the Federal Rules of Evidence.
65	To prove that the defendant was present at the scene of the crime, a forensics report describing traces of the defendant's DNA that was found by investigators.	Yes	Non-verbal hearsay	No	The forensics report is not hearsay because it is not a statement made by a person but rather the result of scientific analysis. Additionally, even if the report contains statements by analysts, such statements may fall under the business records exception or be considered non-hearsay if offered to show the basis for expert testimony.
66	To prove that the student was a terrible student, the mid-term report written by his teacher.	Yes	Non-verbal hearsay	Yes	The mid-term report is an out-of-court statement by the teacher, and it is being offered to prove the truth of the matter asserted—that the student was a terrible student. Therefore, it is hearsay unless an exception applies.
67	On the issue of whether Albert visited the garage sale, the fact that Tom wrote in an email to Mary that he saw Albert at the garage sale.	Yes	Non-verbal hearsay	Yes	Tom's email to Mary is an out-of-court statement offered to prove the truth of the matter asserted—that Tom saw Albert at the garage sale. Unless an exception applies, this is hearsay under the Federal Rules of Evidence.
68	On the issue of whether Albert supported environmental reform, the fact that his car has many stickers with environmental slogans.	Yes	Non-verbal hearsay	No	The stickers themselves are not statements made by a person; they are physical objects with slogans. The presence of the stickers is circumstantial evidence of Albert's views, not a statement offered for the truth of the matter asserted, so it is not hearsay.
69	On the issue of whether Albert bought a knife, Angela testified that he shook his head when she asked him.	Yes	Non-verbal hearsay	No	Albert's act of shaking his head is nonverbal conduct, but it is only hearsay if it was intended as an assertion. Here, the gesture was intended as a response to a question, likely meant to communicate 'no.' However, under FRE 801(a), only intended assertions are hearsay, and nonverbal conduct is only hearsay if intended as an assertion. Since it was intended as an assertion, it could be hearsay, but if offered simply to show his reaction rather than the truth of the matter asserted, it is not hearsay.
70	On the issue of Albert's wellbeing after the accident, Angela testified that he gave a thumbs up when asked how he was feeling.	Yes	Non-verbal hearsay	No	Albert's thumbs up is nonverbal conduct intended as an assertion about his wellbeing, but under FRE, nonverbal conduct is only hearsay if intended as a substitute for a statement. Here, it is likely offered to show his physical condition rather than to prove the truth of a verbal assertion, so it is not hearsay.
71	Albert is being sued by Tim for breach of contract. The issue is whether Albert knew at the time signing the contract that he had no intention of following through. Tim's lawyers introduce an email Albert wrote to his friend saying he wasn't planning on honoring the contract with Tim.	Yes	Non-verbal hearsay	Yes	The email is an out-of-court statement by Albert offered to prove the truth of the matter asserted—that Albert did not intend to honor the contract. This fits the definition of hearsay under the Federal Rules of Evidence.
72	On the issue of whether factory management had underpaid its workers, the fact that workers carried signs during a protest demanding equitable compensation.	No	Not introduced to prove truth	No	The fact that workers carried signs demanding equitable compensation is not hearsay because it is not a statement offered to prove the truth of the matter asserted. It is evidence of conduct (the protest and sign-carrying) rather than an out-of-court statement being used for its truth.
73	On the issue of whether Albert liked Taylor Swift, a social media post written by Albert describing Taylor as his favorite artist.	Yes	Non-verbal hearsay	Yes	Albert's social media post is an out-of-court statement offered to prove the truth of the matter asserted—that Albert liked Taylor Swift. Therefore, it is hearsay under the Federal Rules of Evidence.
74	On the issue of whether Tom identified the suspect at the scene of the crime, the fact that he pointed at the defendant.	No	Not introduced to prove truth	No	Tom's act of pointing at the defendant is nonverbal conduct intended as an identification, not as an assertion of a fact. Under the FRE, nonverbal conduct is only hearsay if it is intended as an assertion, and here it is offered to show identification, not to prove the truth of a statement.
75	On the issue of the sanity of Bobby, the fact that Bobby told a friend that she believed she was Santa Clause.	Yes	Standard hearsay	No	Bobby's statement is not hearsay if it is offered to show her state of mind (her belief that she was Santa Claus) rather than to prove the truth of the matter asserted (that she actually is Santa Claus). Statements offered to show mental condition are not hearsay under the FRE.
76	On the issue of whether Vincent was provoked by Roy, the fact that Vincent was told by his friend that he had just been attacked by Roy.	No	Not introduced to prove truth	Yes	The friend's statement to Vincent that he had just been attacked by Roy is an out-of-court statement offered to prove the truth of the matter asserted (that Roy attacked the friend). Therefore, it is hearsay under the Federal Rules of Evidence.
77	On the issue of whether Kayla knew she was ill, the fact that Philip told him she was unwell.	No	Not introduced to prove truth	No	The statement is not being offered to prove the truth of the matter asserted (that Kayla was unwell), but rather to show its effect on Kayla's knowledge or state of mind. Therefore, it is not hearsay under the Federal Rules of Evidence.
78	"On the issue of damage to Mason's reputation as a sober individual, Lori's public statement, ""I have never seen Mason drink."""	No	Not introduced to prove truth	Yes	Lori's statement, 'I have never seen Mason drink,' is an out-of-court statement offered to prove the truth of the matter asserted—that Mason does not drink. Therefore, it is hearsay under the Federal Rules of Evidence.
79	"On the issue of whether Gerald was alive immediately after being attacked by Kathryn, Gerald's statement, ""I was attacked by Kathryn."""	No	Not introduced to prove truth	Yes	Gerald's statement, 'I was attacked by Kathryn,' is an out-of-court statement offered to prove the truth of the matter asserted—that Kathryn attacked Gerald. Therefore, it is hearsay under the Federal Rules of Evidence.
80	"On issue of Dylan's ill feeling toward Andrew, Dylan's statement, ""Andrew is a liar and a hypocrite."""	No	Not introduced to prove truth	No	The statement is not hearsay because it is not being offered to prove the truth of the matter asserted (that Andrew is a liar and a hypocrite), but rather to show Dylan's state of mind or ill feeling toward Andrew. Statements offered to show motive, intent, or state of mind are not hearsay under the Federal Rules of Evidence.
81	"On the issue of whether Ann and Austin had a discussion, Ann's statement to Austin, ""I will sell my car to you for a cost."""	No	Not introduced to prove truth	No	Ann's statement is not hearsay because it is not being offered to prove the truth of the matter asserted, but rather to show that a discussion occurred between Ann and Austin. The fact that the statement was made is relevant, not whether it is true.
82	"On the issue of whether Patty knew Dave, the prosecution introduces evidence that Patty told Arthur, ""Dave is really dishonest."""	No	Not introduced to prove truth	No	The statement is not hearsay because it is not offered to prove the truth of the matter asserted (that Dave is really dishonest), but rather to show that Patty knew Dave. It is being used to prove knowledge, not the truth of the statement.
83	To prove that Arthur knew English, the fact that Arthur told Bill (in English) that he thought Mary robbed the bank.	No	Not introduced to prove truth	No	The statement is not hearsay because it is not being offered to prove the truth of the matter asserted (that Mary robbed the bank), but rather to show that Arthur was capable of speaking English. Therefore, it falls outside the definition of hearsay under the Federal Rules of Evidence.
84	To prove that Arthur had notice that a bank robbery was being planned, the fact that Arthur told Mary that he heard a bank robbery was going to happen.	Yes	Standard hearsay	No	Arthur's statement is not being offered to prove that a bank robbery was actually going to happen, but rather to show that Arthur had notice of the plan. When a statement is offered to show its effect on the listener or the listener's knowledge, it is not hearsay under the Federal Rules of Evidence.
85	To prove that Mary was at the mall on January 2nd, a mall employee testifies that on January 2nd, Mary told him she was planning on purchasing several diamonds.	No	Not introduced to prove truth	Yes	Mary's statement to the mall employee was made out of court and is being offered to prove that she was present at the mall on January 2nd. Since it is offered for the truth of the matter asserted (her presence at the mall), it constitutes hearsay under the Federal Rules of Evidence.
86	To prove that Anne supported David, the fact that Anne said that David was the best boss in the world.	No	Not introduced to prove truth	Yes	Anne's statement about David being the best boss is an out-of-court statement offered to prove the truth of the matter asserted—that Anne supported David. Therefore, it is hearsay under the Federal Rules of Evidence.
87	"To prove that Daniel was sad upon hearing the news, the fact he exlaimed ""the world was ending"" and ""nothing mattered anymore."""	No	Not introduced to prove truth	No	Daniel's exclamations are not offered to prove the truth of the matter asserted (that the world was ending or that nothing mattered), but rather to show his emotional state upon hearing the news. Statements offered to show the declarant's state of mind are not hearsay under FRE 801(c).
88	To prove that Amy believed that Karl was an employee of the store, the fact that Amy told Karl that the store needed to refund her because their marketing had been decieving. 	No	Not introduced to prove truth	No	Amy's statement is not being offered to prove the truth of the matter asserted (that the store's marketing was deceiving), but rather to show Amy's belief that Karl was an employee. Therefore, it is not hearsay under the Federal Rules of Evidence.
89	To prove that Arthur believed that Amy and Daniel were married, the fact that he wished them a happy anniversary.	No	Not introduced to prove truth	No	Arthur's statement wishing Amy and Daniel a happy anniversary is not being offered to prove the truth of any assertion within the statement, but rather to show his belief about their marital status. Therefore, it is not hearsay under the Federal Rules of Evidence.
90	To prove that the trademarks of restaurant A and restaurant B created confusion, the fact that a customer called one and placed an order believing it to actually be the other.	No	Not introduced to prove truth	No	The customer's act of placing an order with the wrong restaurant is not a statement offered for the truth of the matter asserted, but rather circumstantial evidence of confusion. Therefore, it is not hearsay under the Federal Rules of Evidence.
91	To prove that Michael knew of the existing patent, the fact that he told his friend that the patent was poorly written.	No	Not introduced to prove truth	No	The statement is not hearsay because it is not being offered to prove the truth of the matter asserted (that the patent was poorly written), but rather to show Michael's knowledge of the patent's existence. Statements offered to show knowledge or notice are not hearsay under the Federal Rules of Evidence.
92	To prove that Arthur and Mary had a conversation, the fact that Arthur told Mary that the weather the following week would be terrible.	No	Not introduced to prove truth	No	The evidence is not hearsay because it is not being offered to prove the truth of Arthur's statement about the weather, but rather to show that a conversation took place between Arthur and Mary. Statements offered to prove that words were spoken, rather than for their truth, are not hearsay under the Federal Rules of Evidence.
93	On the issue of whether Melissa was the agent of Mark, Melissa's statement to Tim that her offer was being made as an agent of Mark.	Yes	Standard hearsay	No	Melissa's statement is not hearsay because it is not offered to prove the truth of the matter asserted, but rather to show that she made the statement as evidence of her authority or agency. Under FRE 801(d)(2)(D), statements made by an agent concerning a matter within the scope of the agency are not hearsay when offered against the principal.
